Transcript	Gene	chr	strand	last_exon_len	last_exon_s	last_exon_e	log2fc	pvalue	FDR	last_exon_SRR13652347	tts_down_50k_SRR13652347	ratio_SRR13652347	last_exon_SRR13652348	tts_down_50k_SRR13652348	ratio_SRR13652348	last_exon_SRR13652349	tts_down_50k_SRR13652349	ratio_SRR13652349	last_exon_SRR13652344	tts_down_50k_SRR13652344	ratio_SRR13652344	last_exon_SRR13652345	tts_down_50k_SRR13652345	ratio_SRR13652345	last_exon_SRR13652346	tts_down_50k_SRR13652346	ratio_SRR13652346
XM_005324504.5	Epas1	12	-	587	84590275	84590861	0.8300973712399293	8.519908894516275e-26	4.442003782611049e-25	138	358	2.6058	77	160	2.0921	287	361	1.2587	126	413	3.296	14	68	5.1538	143	409	2.8732
XM_005334280.5	Rab18	10	-	255	96197056	96197310	1.119273938575003	1.5302584033464985e-25	7.91065784780817e-25	77	125	1.6316	82	100	1.2222	185	222	1.2011	54	175	3.283	1	40	NA	96	185	1.9368
XM_021722297.3	C2H7orf25	2	+	1663	133707893	133709555	-1.325811351789613	3.340075338607987e-25	1.712139459286447e-24	19	77	4.2222	16	74	4.8667	33	179	5.5625	189	266	1.4096	23	83	3.7273	142	270	1.9078
XM_005319202.5	Epdr1	2	-	534	138499511	138500044	1.2124222685287107	3.1260579864299245e-24	1.5890794764352117e-23	68	57	0.8358	55	24	0.4259	121	72	0.5917	88	146	1.6667	2	43	42.0	144	102	0.7063
XM_078046241.1	Pdhx	4	-	231	29801705	29801935	1.1660799139379758	3.372284926687834e-24	1.7000775250244452e-23	72	26	0.3521	85	37	0.4286	180	61	0.3352	140	109	0.777	5	42	10.25	247	118	0.4756
XM_078030212.1	Cdh2	13	+	1424	42077850	42079273	-1.534340619312883	1.0500062598161244e-23	5.250031299080622e-23	14	43	3.2308	22	48	2.2381	60	145	2.4407	34	25	0.7273	50	15	0.2857	39	75	1.9474
XM_005325685.5	Mbnl1	3	-	387	100290630	100291016	1.1148173316124075	1.3722094589481693e-23	6.80526642242588e-23	64	138	2.1746	23	92	4.1364	128	165	1.2913	69	274	4.0147	4	36	11.6667	98	377	3.8763
XM_005323094.4	Onecut2	13	-	1590	17380830	17382419	0.8305935946780326	6.320107387162377e-23	3.1090850856202013e-22	143	282	1.9789	168	329	1.9641	336	490	1.4597	60	220	3.7119	18	93	5.4118	108	250	2.3271
XR_013423083.1	LOC144364928	6	+	346	95536406	95536751	2.9645839024158622	7.309106404301803e-23	3.5668439252992797e-22	19	11	0.5556	14	3	0.1538	34	13	0.3636	6	16	3.0	2	9	8.0	10	29	3.1111
XM_078018143.1	Pid1	7	-	171	189429257	189429427	2.683177825440965	1.5024087193172445e-22	7.273566022091421e-22	20	112	5.8421	6	50	9.8	68	123	1.8209	5	71	17.5	2	35	34.0	2	106	105.0
XR_013426836.1	LOC144367450	10	-	107	111365262	111365368	2.734572127471744	6.431081774772683e-22	3.0889447894577455e-21	35	198	5.7941	9	128	15.875	49	371	7.7083	4	196	65.0	2	95	94.0	2	120	119.0
XR_013424434.1	LOC144365682	7	-	786	194051148	194051933	2.3862071067329342	7.930824221956676e-22	3.761051975529358e-21	53	5	0.0769	43	6	0.119	104	10	0.0874	50	21	0.4082	5	2	0.25	43	33	0.7619
XR_013434468.1	LOC144375072	2	-	637	48680532	48681168	2.2484836479875203	7.953700079398152e-22	3.761051975529358e-21	10	19	2.0	9	20	2.375	13	44	3.5833	13	94	7.75	5	79	19.5	7	134	22.1667
XM_021732242.3;XM_078026637.1	Znhit6	11	-	212	68891776	68891987	3.0468479459074493	8.055614975016744e-22	3.779942411354011e-21	40	10	0.2308	27	14	0.5	87	18	0.1977	4	6	1.6667	1	7	NA	5	12	2.75
XM_040280378.1;XM_005328694.4	Tbk1	6	-	131	50180273	50180403	2.2155966121697266	1.0693489308791631e-21	4.979411052185416e-21	16	80	5.2667	15	52	3.6429	21	142	7.05	8	165	23.4286	1	51	NA	10	206	22.7778
XM_005324345.4	Sf3b1	7	-	170	162076705	162076874	-1.0920577208750923	1.3221779880147012e-21	6.110064944613392e-21	36	147	4.1714	29	104	3.6786	46	263	5.8222	104	287	2.7767	2	48	47.0	187	220	1.1774
XM_078023452.1	Svil	10	-	323	93756787	93757109	1.8497536603718718	4.429655695324319e-21	2.0316465971036347e-20	7	17	2.6667	16	19	1.2	40	23	0.5641	21	52	2.55	2	55	54.0	52	126	2.451
XM_078019696.1	Tent5a	8	+	4756	77494601	77499356	1.3803897970801127	4.518961191365997e-21	2.057139049800939e-20	91	32	0.3444	92	16	0.1648	254	44	0.17	80	20	0.2405	19	23	1.2222	60	46	0.7627
XM_005336762.5	Nsun3	3	-	696	171560791	171561486	-1.318400517149463	9.241941474983337e-21	4.175988370177656e-20	47	73	1.5652	22	66	3.0952	83	113	1.3659	82	37	0.4444	9	13	1.5	72	60	0.831
XM_078044473.1;XM_078044469.1;XM_078044472.1;XM_078044471.1;XM_078044470.1	Nrip1	3	-	139	190623262	190623400	2.0781868720143852	9.366961111538282e-21	4.201357557381141e-20	12	111	10.0	17	118	7.3125	24	241	10.4348	5	183	45.5	1	142	NA	16	397	26.4
XM_013355829.4;XM_078020213.1	Zbtb9	8	-	207	116888237	116888443	1.2764207293571606	1.5814292787521947e-20	7.041400438239698e-20	61	73	1.2	64	39	0.6032	125	113	0.9032	27	54	2.0385	2	27	26.0	71	116	1.6429
XM_040283260.2;XM_078019230.1	Trmt11	8	-	137	37047901	37048037	1.8504958595868979	1.7084211492775296e-20	7.551716674342703e-20	33	17	0.5	35	15	0.4118	74	18	0.2329	22	37	1.7143	2	12	11.0	44	33	0.7442
XM_005331029.5	Magef1	3	-	1699	129946977	129948675	2.315868500343672	2.078793220236181e-20	9.122761613986117e-20	39	22	0.5526	38	6	0.1351	89	34	0.375	7	10	1.5	2	4	3.0	17	33	2.0
XM_005336386.5	Txndc9	12	-	158	38430661	38430818	1.6437564462269834	2.5608833830922046e-20	1.1158134740616035e-19	42	27	0.6341	42	23	0.5366	74	39	0.5205	26	37	1.44	2	23	22.0	35	43	1.2353
XM_005327481.3	Bloc1s5	8	-	162	140867461	140867622	1.9749266741374234	3.534640383266919e-20	1.5291706622644116e-19	32	41	1.2903	28	25	0.8889	79	64	0.8077	17	35	2.125	1	10	NA	8	52	7.2857
XM_078034815.1	LOC120883658	x	-	74	85325252	85325325	-1.5962406773344362	3.9566471136691894e-20	1.699686436153666e-19	22	65	3.0476	14	43	3.2308	31	134	4.4333	44	38	0.8605	4	11	3.3333	51	61	1.2
XR_013431969.1;XR_013431968.1	LOC144371868	y	-	522	22882485	22883006	-2.4443141493075693	4.3075393251567435e-20	1.8374818100318977e-19	4	31	10.0	11	26	2.5	25	130	5.375	11	11	1.0	2	3	2.0	25	15	0.5833
XM_005334285.5	Wac	10	-	405	95278208	95278612	2.233297914269234	4.3852024308913465e-20	1.8576204741970287e-19	12	188	17.0	24	152	6.5652	35	373	10.9412	6	225	44.8	1	130	NA	6	224	44.6
XR_001229796.3;XR_001229795.3	LOC106144938	4	-	160	52537381	52537540	2.2856579805512776	2.4839923173351007e-19	1.0449898714306285e-18	20	18	0.8947	23	6	0.2273	61	28	0.45	8	22	3.0	2	6	5.0	15	32	2.2143
XM_078048491.1	Prr16	1	-	84	140131025	140131108	3.6624001096720735	5.617597988492325e-19	2.3470786116303548e-18	11	30	2.9	17	26	1.5625	41	162	4.025	1	34	NA	1	22	NA	1	47	NA
XR_013438431.1	LOC144377425	4	-	1483	209322601	209324083	-2.9744814562548294	6.096405369033678e-19	2.5298008674221386e-18	6	18	3.4	4	21	6.6667	21	33	1.6	20	6	0.2632	5	1	0.0	11	5	0.4
XM_005328877.4	Med21	6	-	78	82226457	82226534	1.389712907004858	1.383203126988721e-18	5.70103991529135e-18	49	23	0.4583	33	8	0.2188	117	18	0.1466	143	107	0.7465	4	21	6.6667	196	63	0.3179
XM_005339190.4	Pten	1	+	6653	69740644	69747296	0.767308113792886	1.4500254915232858e-18	5.936345972008083e-18	177	78	0.4375	155	74	0.474	386	113	0.2909	239	121	0.5042	76	66	0.8667	157	114	0.7244
XM_005332479.5	Rpl22l1	3	-	154	115725878	115726031	1.7151336739394258	1.475340348310663e-18	5.999717416463363e-18	14	45	3.3846	11	35	3.4	50	80	1.6122	19	90	4.9444	1	37	NA	22	170	8.0476
XM_078044306.1	Alcam	3	-	778	161938217	161938994	0.8682286960129786	2.310664489562779e-18	9.3344724412801e-18	77	99	1.2895	79	76	0.9615	161	109	0.675	109	219	2.0185	11	51	5.0	150	154	1.0268
XM_040276316.2	Ddhd1	5	-	1033	49504496	49505528	1.3279576470467678	3.67597466157491e-18	1.4752266733951942e-17	73	26	0.3472	82	17	0.1975	273	86	0.3125	54	42	0.7736	4	13	4.0	70	34	0.4783
XM_005316874.5	Tmed3	5	-	295	6014420	6014714	1.6145159592573686	4.960941552516667e-18	1.9778917300883445e-17	25	49	2.0	50	44	0.8776	68	79	1.1642	13	32	2.5833	3	32	15.5	19	65	3.5556
XM_013358824.4	Mfsd1	3	-	202	95356919	95357120	2.5240425594174356	5.677497634336006e-18	2.248878933081145e-17	7	39	6.3333	16	26	1.6667	23	101	4.5455	5	95	23.5	1	17	NA	4	85	28.0
XM_005337716.5	Pgm1	11	+	661	49509677	49510337	-1.259694461612161	1.2849161456218972e-17	5.056766766641015e-17	24	130	5.6087	26	75	2.96	38	235	6.3243	68	111	1.6418	7	10	1.5	33	89	2.75
XM_021726594.3;XM_013358782.4;XM_021726593.3;XM_078016977.1;XM_013358781.4	Drosha	1	-	131	240212657	240212787	2.0996711789475837	1.8292929202166218e-17	7.153004367513714e-17	29	40	1.3929	22	16	0.7143	61	54	0.8833	2	48	47.0	2	4	3.0	13	25	2.0
XM_005326014.4	Jun	11	-	2693	44829043	44831735	0.8389191536070842	3.024386537096293e-17	1.1750801195087508e-16	184	45	0.2404	315	83	0.2611	629	258	0.4092	160	105	0.6541	24	24	1.0	132	47	0.3511
XM_078025949.1	Rragc	11	-	338	27618286	27618623	1.802563047809664	3.072562703083967e-17	1.1862425625830504e-16	17	46	2.8125	15	36	2.5	55	79	1.4444	10	77	8.4444	2	21	20.0	15	82	5.7857
XM_078022521.1	Cfh	10	+	239	25897496	25897734	-1.284175109883215	4.037964642567183e-17	1.5491562465194854e-16	8	185	26.2857	16	266	17.6667	43	508	12.0714	22	166	7.8571	26	64	2.52	18	220	12.8824
XR_005733703.2	LOC120889675	4	+	1337	77002442	77003778	-1.8739081495589294	4.2767829849685123e-17	1.6305235130192453e-16	8	56	7.8571	11	26	2.5	29	59	2.0714	24	33	1.3913	10	6	0.5556	19	8	0.3889
XM_078021365.1	LOC101976079	9	-	753	51674452	51675204	1.3661977822933629	2.0759690542621346e-16	7.865472814285107e-16	56	25	0.4364	11	22	2.1	56	102	1.8364	28	96	3.5185	3	35	17.0	33	51	1.5625
XR_013436882.1	LOC110598519	1	-	559	89761504	89762062	1.9727592605332573	2.498443824746153e-16	9.40772057466144e-16	226	5	0.0178	226	4	0.0133	668	12	0.0165	174	17	0.0925	14	4	0.2308	280	11	0.0358
XM_005330815.4	Kif5b	10	+	2531	92241497	92244027	0.8252477111077848	4.0386341381274836e-16	1.5113906897286902e-15	60	112	1.8814	76	116	1.5333	151	174	1.1533	87	214	2.4767	28	80	2.9259	61	152	2.5167
XM_078051097.1	Tlnrd1	5	+	3281	132066826	132070106	1.2273567632227271	5.390367513287645e-16	2.004953770186258e-15	46	37	0.8	70	23	0.3188	79	52	0.6538	51	50	0.98	3	16	7.5	63	82	1.3065
XM_078029613.1	Tdrd15	12	-	2362	105580255	105582616	1.4153673319015307	8.012228784551062e-16	2.962096702167362e-15	17	8	0.4375	48	33	0.6809	68	57	0.8358	33	66	2.0312	7	22	3.5	34	47	1.3939
XM_005328985.4	Ap3b1	1	-	292	88582066	88582357	1.6598904863318948	1.4336034925224861e-15	5.2680610267392565e-15	16	27	1.7333	30	20	0.6552	68	55	0.806	11	36	3.5	2	15	14.0	24	51	2.1739
XM_013358297.4;XM_005324684.3;XM_021725979.3;XM_021725978.3	Nckap1	7	-	337	150056981	150057317	2.3390492223802144	1.758487168478563e-15	6.4232166034246914e-15	10	70	7.6667	15	54	3.7857	30	184	6.3103	2	121	120.0	1	31	NA	6	97	19.2
XM_005331840.5	Mreg	7	-	505	178444301	178444805	1.7479544188492162	4.324026003562217e-15	1.5700332512934238e-14	8	10	1.2857	18	7	0.3529	34	72	2.1515	8	64	9.0	4	10	3.0	27	92	3.5
XM_005328636.5	Ripk2	7	-	487	44280097	44280583	-0.9612382924450555	7.621284232272512e-15	2.750877740642741e-14	55	66	1.2037	67	57	0.8485	87	124	1.4302	86	61	0.7059	2	16	15.0	184	61	0.3279
XM_005319995.5	Usp46	9	-	212	38293418	38293629	2.460696810859811	1.3546570562178874e-14	4.8608282605465374e-14	4	23	7.3333	11	39	3.8	13	56	4.5833	5	95	23.5	1	33	NA	4	99	32.6667
XR_013437891.1;XR_013437892.1;XR_013437893.1	Rexo2	4	+	13352	97768895	97782246	0.9604212930471913	1.943629288806351e-14	6.933414422057743e-14	105	22	0.2019	186	43	0.227	305	75	0.2434	129	74	0.5703	33	11	0.3125	127	48	0.373
XM_013363966.3	Rap2c	x	+	2504	19536944	19539447	1.3854267594844776	1.9803291796942327e-14	7.023260462869081e-14	20	26	1.3158	19	7	0.3333	28	25	0.8889	60	148	2.4915	14	27	2.0	48	103	2.1702
XM_005329460.5	Utp25	10	+	4263	37575240	37579502	1.612897890685028	2.8743602167586015e-14	1.0135027353888709e-13	23	15	0.6364	19	6	0.2778	37	12	0.3056	65	76	1.1719	12	8	0.6364	29	58	2.0357
XM_078026082.1	Ebna1bp2	11	-	238	31353437	31353674	2.6626165340493526	5.034781978168579e-14	1.765067245220019e-13	17	15	0.875	18	26	1.4706	35	28	0.7941	2	12	11.0	1	4	NA	4	30	9.6667
NM_001282256.1	Foxo1	6	+	125	165680338	165680462	-1.3819834195561655	5.791963008814841e-14	2.0189128202154592e-13	6	114	22.6	13	242	20.0833	7	259	43.0	21	398	19.85	25	55	2.25	12	211	19.0909
XM_078039603.1	LOC110596937	2	-	2378	112961970	112964347	-1.0433453987178627	2.0264743548145387e-13	7.023575888845844e-13	19	150	8.2778	30	126	4.3103	65	338	5.2656	34	100	3.0	12	25	2.1818	40	104	2.641
XM_078034267.1	Mbnl3	x	+	190	19420224	19420413	-1.1131529307867778	3.268732396786463e-13	1.1265122949377077e-12	13	230	19.0833	6	104	20.6	35	393	11.5294	14	269	20.6154	31	27	0.8667	16	223	14.8
XR_013438209.1	LOC106145029	4	-	188	183570146	183570333	-1.336627769636605	3.397411405911862e-13	1.164281436857436e-12	15	111	7.8571	10	107	11.7778	5	73	18.0	76	259	3.44	7	55	9.0	131	453	3.4769
XM_078048797.1	Fem1c	1	+	4673	144910130	144914802	-0.5973974477612993	3.4437336711853664e-13	1.1735628711860745e-12	93	97	1.0435	77	82	1.0658	328	265	0.8073	344	216	0.6268	44	54	1.2326	299	128	0.4262
XM_005340196.5	Ube2g2	3	-	149	215054419	215054567	1.5786278134217189	4.2882664147458495e-13	1.44521685800827e-12	32	40	1.2581	31	58	1.9	75	82	1.0946	9	43	5.25	3	6	2.5	11	46	4.5
XM_078015986.1;XM_078015984.1;XM_078015983.1;XM_078015982.1;XM_021720790.3	Zc3h13	6	-	83	159993348	159993430	-1.2564569449955272	4.2706458974193055e-13	1.44521685800827e-12	24	48	2.0435	14	31	2.3077	13	111	9.1667	40	60	1.5128	3	21	10.0	73	62	0.8472
XM_078042296.1;XM_078042295.1	Mrps23	3	-	155	31921743	31921897	1.5381928784539705	4.658437844961582e-13	1.5613445524321785e-12	20	22	1.1053	22	20	0.9048	19	13	0.6667	28	49	1.7778	2	14	13.0	34	96	2.8788
XM_078044314.1	Nfkbiz	3	-	4761	164911064	164915824	-0.8026532808168256	4.842086154804486e-13	1.614028718268162e-12	55	224	4.1296	97	320	3.3229	167	552	3.3193	45	110	2.4773	6	26	5.0	77	115	1.5
XM_013357463.4	Sec23a	5	+	1382	76301565	76302946	-1.3716930338086089	6.795973414169463e-13	2.2530129253496587e-12	15	88	6.2143	13	46	3.75	32	167	5.3548	13	31	2.5	9	14	1.625	34	59	1.7576
XR_013424378.1	LOC144365658	7	-	250	190527719	190527968	2.5481823169741613	1.1023175711561895e-12	3.634668748136625e-12	5	8	1.75	5	7	1.5	5	12	2.75	6	86	17.0	1	17	NA	7	45	7.3333
XM_005328388.5	Sc5d	4	+	5742	104329954	104335695	0.5569434275273684	1.3490901602807444e-12	4.424435471888463e-12	402	188	0.4663	288	111	0.3833	775	400	0.5155	173	120	0.6919	72	46	0.6338	157	107	0.6795
XM_078023461.1;XM_040277661.2	Map3k8	10	+	2425	94279027	94281451	0.9411182401490145	1.443200431715643e-12	4.707766114152632e-12	33	49	1.5	26	21	0.8	62	76	1.2295	97	218	2.2604	16	64	4.2	78	133	1.7143
XM_005315811.5	Rbm43	7	-	250	122429212	122429461	2.1746925912253743	2.9858910992871886e-12	9.68826367321907e-12	8	10	1.2857	5	6	1.25	5	4	0.75	17	97	6.0	1	23	NA	34	90	2.697
XM_005338012.5	Manea	8	-	182	66141324	66141505	-1.2098738554788488	3.760417458267511e-12	1.2136797087530062e-11	14	46	3.4615	12	21	1.8182	39	103	2.6842	49	59	1.2083	1	22	NA	71	35	0.4857
XM_005334460.5	Susd2	2	+	710	73720776	73721485	-1.9460154089069839	4.08173555838371e-12	1.3104519424284543e-11	2	25	24.0	9	39	4.75	4	63	20.6667	19	57	3.1111	6	4	0.6	15	35	2.4286
XM_021734208.3	Pros1	3	-	236	127451968	127452203	1.5036949343680333	4.105754519584515e-12	1.3112619146317037e-11	11	57	5.6	23	55	2.4545	29	112	3.9643	7	95	15.6667	1	41	NA	19	111	6.1111
XM_005330211.5	Kcnrg	6	+	1517	163373779	163375295	-0.9921447660206639	4.586479221611483e-12	1.4571626693661483e-11	24	44	1.8696	31	63	2.0667	47	177	3.8261	59	100	1.7069	17	13	0.75	54	62	1.1509
XM_078047227.1	Znf202	4	-	145	106454175	106454319	2.3270515231618853	6.860962813756283e-12	2.1533727707952985e-11	6	26	5.0	13	59	4.8333	9	45	5.5	2	83	82.0	2	22	21.0	3	77	38.0
XR_013437182.1	Arrdc3	1	-	615	99827222	99827836	-0.6196523914775908	6.831859919190457e-12	2.1533727707952985e-11	194	273	1.4093	77	23	0.2895	457	892	1.9539	124	181	1.4634	3	9	4.0	176	67	0.3771
XM_005329225.5;XM_021729065.3;XM_078031029.1	Irf2	14	-	191	33810860	33811050	-0.7897705260495356	6.883732627952184e-12	2.1533727707952985e-11	44	155	3.5814	35	122	3.5588	97	422	4.3854	53	155	2.9615	10	43	4.6667	91	131	1.4444
XM_005336825.5	Suds3	2	-	326	82584497	82584822	-1.3641126951094464	8.57101797528071e-12	2.6675106963883842e-11	12	71	6.3636	13	35	2.8333	26	110	4.36	31	39	1.2667	3	9	4.0	29	50	1.75
XR_013423826.1	LOC144365420	7	-	380	15565968	15566347	2.2295013532072403	8.99626994449111e-12	2.7856470386495316e-11	24	236	10.2174	28	58	2.1111	57	161	2.8571	3	74	36.5	1	4	NA	2	30	29.0
XM_005326576.5	Fh	10	+	193	57735922	57736114	-1.3157760018880411	1.1039909852802098e-11	3.401184348590545e-11	8	449	64.0	13	250	20.75	24	492	21.3478	7	135	22.3333	14	41	3.0769	8	146	20.7143
XM_005323964.3	Otc	x	-	212	95808373	95808584	0.7357676119405177	1.5069269231137816e-11	4.61922323165531e-11	65	237	3.6875	35	81	2.3529	161	807	5.0375	67	438	6.6212	6	91	18.0	49	234	4.8542
XM_005338863.5	Tvp23c	3	-	166	58946687	58946852	1.0709566319794515	2.1760646845241086e-11	6.636997287798532e-11	26	184	7.32	24	151	6.5217	60	335	5.661	18	211	12.3529	1	92	NA	32	309	9.9355
XM_021734705.3	Gprin3	9	+	8761	112135228	112143988	0.8353326689422782	4.439680704856304e-11	1.3473657860509181e-10	207	97	0.466	25	15	0.5833	136	120	0.8815	82	100	1.2222	12	10	0.8182	67	76	1.1364
XM_005334397.5	Bms1	1	-	201	77866380	77866580	2.5330694670915896	6.822208078517417e-11	2.0601717464829824e-10	11	22	2.1	18	34	1.9412	17	44	2.6875	2	30	29.0	1	6	NA	2	29	28.0
XM_005321354.5	Ust	8	-	768	17252364	17253131	1.5982473003930346	9.635086106533766e-11	2.8952721797958603e-10	14	17	1.2308	28	22	0.7778	44	57	1.3023	10	15	1.5556	2	20	19.0	9	34	4.125
XM_005334856.5	Vta1	8	-	184	23112152	23112335	1.3147515356765938	1.007412765984585e-10	3.012361702208808e-10	21	48	2.35	21	36	1.75	50	108	2.1837	19	62	3.3889	1	15	NA	13	88	7.25
XM_078019274.1	Smpdl3a	8	-	438	39886983	39887420	-1.4704535391274272	1.1564691554918779e-10	3.4412009017075395e-10	12	58	5.1818	7	25	4.0	19	93	5.1111	20	26	1.3158	3	11	5.0	25	38	1.5417
XM_005324102.5	Abhd17b	4	+	1536	140041168	140042703	-1.1635054959406237	2.8646128923772594e-10	8.482591574515185e-10	13	32	2.5833	9	43	5.25	27	104	3.9615	49	69	1.4167	16	23	1.4667	23	47	2.0909
XM_005335817.5	Eya1	7	+	2009	59150737	59152745	2.1335815868394854	3.673998036697664e-10	1.0826757499447223e-09	9	7	0.75	7	3	0.3333	19	9	0.4444	14	20	1.4615	2	5	4.0	5	24	5.75
XM_005324624.4	Lnpk	7	-	137	143922378	143922514	1.058914997345583	4.0193787745844867e-10	1.1787601213925659e-09	18	22	1.2353	36	11	0.2857	73	29	0.3889	53	79	1.5	3	16	7.5	116	58	0.4957
XM_078034770.1	Fam120c	x	-	1066	80706935	80708000	1.1236698996861048	4.798122921822339e-10	1.4004090824457542e-09	37	21	0.5556	27	25	0.9231	76	57	0.7467	27	47	1.7692	2	16	15.0	40	39	0.9744
XM_005322611.5	Sdc1	12	+	1419	106345627	106347045	-1.0401532319172606	5.146353166666154e-10	1.4948930626982638e-09	34	56	1.6667	32	84	2.6774	40	146	3.7179	28	34	1.2222	7	9	1.3333	39	48	1.2368
XM_005329817.5	Cited2	8	+	2135	25356933	25359067	0.8898815188945588	5.876030936058692e-10	1.6987577587657832e-09	119	40	0.3305	15	5	0.2857	113	31	0.2679	255	167	0.6535	34	21	0.6061	112	50	0.4414
XM_040294663.2	Ftcdnl1	7	-	103	164115044	164115146	1.602527496224655	6.306706174960744e-10	1.8146654560028554e-09	13	77	6.3333	24	64	2.7391	30	143	4.8966	5	86	21.25	1	17	NA	8	72	10.1429
XM_005329783.4	Hbs1l	8	+	15044	29051949	29066992	-0.682609297390636	8.364938910936152e-10	2.395592833648382e-09	155	51	0.3247	181	69	0.3778	366	123	0.3342	281	53	0.1857	59	9	0.1379	196	55	0.2769
XM_078031069.1;XM_078031068.1	F11	14	+	661	35313366	35314026	-0.8468929499388206	1.0269133888832095e-09	2.9271830243867187e-09	23	75	3.3636	31	31	1.0	56	100	1.8	50	45	0.898	64	35	0.5397	33	70	2.1562
XM_040270299.2	Gtf2e1	3	-	236	147263620	147263855	-2.708655968605052	1.1954333542890054e-09	3.3916946330990384e-09	1	19	NA	2	29	28.0	2	48	47.0	7	8	1.1667	1	11	NA	5	18	4.25
XM_005315678.5;XM_021726618.3	Cetn3	1	-	159	98973620	98973778	-1.3044585615947029	1.6666536274126414e-09	4.706753299637552e-09	41	23	0.55	52	14	0.2549	134	37	0.2707	73	11	0.1389	5	4	0.75	106	7	0.0571
XM_005341715.4	Necap1	6	+	1031	99315531	99316561	1.1826485890373069	1.7530663256827595e-09	4.927974463900844e-09	16	29	1.8667	10	40	4.3333	15	60	4.2143	15	96	6.7857	4	119	39.3333	28	109	4.0
XM_005319223.4	Stk17a	2	-	384	133125258	133125641	-0.7271100380778155	1.89935499244835e-09	5.314708923823365e-09	66	57	0.8615	87	88	1.0116	202	143	0.7065	99	43	0.4286	3	16	7.5	154	59	0.3791
XR_013427816.1	LOC120890779	11	+	710	44833004	44833713	1.5294494117259276	1.963318292969e-09	5.468603464434201e-09	6	18	3.4	7	17	2.6667	30	24	0.7931	21	74	3.65	2	14	13.0	10	46	5.0
XM_005343102.5	Phlda1	6	+	3175	40168325	40171499	-1.693602133291921	2.12606681470476e-09	5.895003440772289e-09	8	19	2.5714	42	22	0.5122	28	35	1.2593	29	9	0.2857	7	1	0.0	12	6	0.4545
XM_078039023.1;XM_078039039.1;XM_021735436.3;XM_078039018.1	Sh2d4b	1	-	3152	42351820	42354971	-1.0428095601883647	2.310229139201613e-09	6.3766505652171215e-09	37	24	0.6389	46	42	0.9111	95	48	0.5	66	12	0.1692	14	10	0.6923	77	26	0.3289
XM_005322772.4	Tmem30b	5	-	3399	56713193	56716591	0.8212384447206373	4.9991141029699934e-09	1.37363045171698e-08	64	31	0.4762	47	23	0.4783	175	99	0.5632	68	39	0.5672	9	19	2.25	77	80	1.0395
XM_005322914.5	Mrpl15	7	-	179	73975975	73976153	-0.8965539435594134	5.412994995807595e-09	1.4806847297949026e-08	65	41	0.625	69	28	0.3971	150	57	0.3758	81	22	0.2625	2	8	7.0	203	27	0.1287
XR_013436420.1	LOC144376203	3	+	1813	63385281	63387093	-2.172894850139446	9.52131326408949e-09	2.5928576299529413e-08	2	8	7.0	4	17	5.3333	16	63	4.1333	6	9	1.6	4	1	0.0	8	7	0.8571
XR_005732848.2	LOC120889066	8	+	429	86349544	86349972	-1.5903966701640946	9.66964747719894e-09	2.621548871596157e-08	10	115	12.6667	9	78	9.625	9	303	37.75	6	27	5.2	2	15	14.0	8	30	4.1429
XM_078020665.1	LOC144366403	8	-	152	157082362	157082513	-1.2547524559873098	9.814235087210385e-09	2.6489749571674048e-08	18	21	1.1765	14	9	0.6154	49	63	1.2917	31	15	0.4667	4	8	2.3333	59	13	0.2069
XM_013357562.4	Serpinb8	13	-	335	12169207	12169541	1.052230898564437	1.1114181555311956e-08	2.9866302857886756e-08	16	25	1.6	24	13	0.5217	90	39	0.427	35	47	1.3529	4	9	2.6667	51	62	1.22
XM_078021950.1;XM_078021946.1;XM_078021947.1;XM_078021949.1;XM_078021948.1;XM_078021945.1	Rapgef2	9	-	375	116726213	116726587	1.6025267513806527	1.2521078840741202e-08	3.3499377600228655e-08	3	52	25.5	9	18	2.125	10	60	6.5556	7	83	13.6667	1	54	NA	10	148	16.3333
XR_013439499.1	LOC120886165	5	+	1425	155039387	155040811	-1.23325304878942	1.5787144385405934e-08	4.205309203099397e-08	16	28	1.8	8	18	2.4286	49	136	2.8125	26	22	0.84	5	6	1.25	25	26	1.0417
XM_005316218.4	Eif3h	7	+	258	22199690	22199947	-1.761612854817739	1.911758374662671e-08	5.070315689322736e-08	5	38	9.25	1	31	NA	5	69	17.0	14	49	3.6923	8	23	3.1429	8	41	5.7143
XM_005334287.5	Bambi	10	-	504	94965751	94966254	1.2175264780196609	2.0919703085331743e-08	5.524250598291066e-08	53	10	0.1731	44	3	0.0465	98	9	0.0825	193	54	0.276	6	9	1.6	208	26	0.1208
XM_078030861.1	Adra1a	14	+	5873	9536149	9542021	-0.4040438692341651	3.4261005122989366e-08	9.008281519406687e-08	151	198	1.3133	166	157	0.9455	305	315	1.0329	332	262	0.7885	53	23	0.4231	226	229	1.0133
XR_013432098.1;XR_013432099.1	LOC144372057	y	+	421	16579389	16579809	-2.863451017144184	4.0365110819599985e-08	1.0567689957062657e-07	1	9	NA	1	16	NA	5	74	18.25	1	2	NA	3	6	2.5	5	8	1.75
XM_005330042.5	Ttc17	4	-	192	22829989	22830180	1.2687142184633697	5.43038336904718e-08	1.4156127585977693e-07	23	51	2.2727	20	33	1.6842	39	70	1.8158	6	54	10.6	1	15	NA	15	30	2.0714
