Enhancer_ID	chr	start	end	center	FANTOM5	associated_gene-FANTOM5	associated_gene-50kb	associated_gene-4DGenome	Cell_Tissue	Detection_method	PMID	closest_gene	distance
286	3	164609703	164610668	164610530	N	NA	NA	NA	NA	NA	NA	Nfkbiz	305156
287	3	176374938	176376189	176376098	N	NA	NA	NA	NA	NA	NA	C3H3orf38	2768887
288	3	190464395	190466551	190465603	N	NA	NA	NA	NA	NA	NA	Nrip1	156849
289	3	19213319	19215313	19214322	N	NA	Dhx8	NA	NA	NA	NA	Dhx8	18644
290	3	19223592	19225743	19224978	N	NA	Arl4d,Dhx8	NA	NA	NA	NA	Dhx8	28917
291	3	19229507	19230781	19230254	N	NA	Arl4d,Dhx8	NA	NA	NA	NA	Dhx8	34832
292	3	192589859	192591512	192590650	N	NA	NA	NA	NA	NA	NA	C3H21orf91	277123
293	3	19591283	19593324	19592582	N	NA	G6pc1,LOC144375601,LOC144375602	NA	NA	NA	NA	G6pc1	2499
294	3	196466210	196467915	196467231	N	NA	NA	NA	NA	NA	NA	Atp5pf	2902021
295	3	201467445	201469141	201467835	N	NA	NA	NA	NA	NA	NA	Ltn1	598568
296	3	202144820	202146276	202145791	N	NA	Cct8	NA	NA	NA	NA	Cct8	12520
297	3	204665603	204673702	204671970	N	NA	NA	NA	NA	NA	NA	Sod1	53855
298	3	204674819	204699416	204676787,204679001,204688396	N,N,N	NA;NA;NA	Sod1	NA	NA	NA	NA	Sod1	28141
299	3	214153045	214164885	214162441	N	NA	NA	NA	NA	NA	NA	U2af1	212324
300	3	214169806	214176126	214171357,214173637	N,N	NA;NA	NA	NA	NA	NA	NA	Rrp1	226045
301	3	26256493	26286056	26278632,26281861,26285070	N,N,N	NA;NA;NA	LOC101975192,Tob1	NA	NA	NA	NA	Tob1	5631
302	3	29773786	29775391	29774510	N	NA	Hlf,LOC144376076	NA	NA	NA	NA	Hlf	21152
303	3	46761217	46765275	46763872	N	NA	NA	NA	NA	NA	NA	LOC101959994	291718
304	3	46825971	46830227	46828329	N	NA	NA	NA	NA	NA	NA	LOC101959994	356472
305	3	46858022	46860620	46859328	N	NA	NA	NA	NA	NA	NA	LOC101959994	388523
306	3	48406635	48408464	48407451	N	NA	Ube2g1	NA	NA	NA	NA	Ube2g1	27359
307	3	61077240	61081698	61081157	N	NA	NA	NA	NA	NA	NA	Ulk2	252650
308	3	64113658	64115029	64114381	N	NA	NA	NA	NA	NA	NA	Map2k3	76590
309	3	70640378	70643216	70641579	N	NA	NA	NA	NA	NA	NA	LOC101966410	253647
310	3	72826529	72827435	72827000	N	NA	NA	NA	NA	NA	NA	LOC144376238	815443
311	3	72841490	72843611	72842685	N	NA	NA	NA	NA	NA	NA	LOC144376238	830404
312	3	77516434	77519598	77518840	N	NA	NA	NA	NA	NA	NA	Rpl29	60196
313	3	79738011	79739539	79738913	N	NA	Acp3	NA	NA	NA	NA	Acp3	31516
314	3	8934717	8936814	8935791	N	NA	NA	NA	NA	NA	NA	Sox9	457200
315	3	9074255	9076376	9075223	N	NA	NA	NA	NA	NA	NA	Sox9	596738
316	3	91824245	91826141	91824891	N	NA	NA	NA	NA	NA	NA	Plscr4	61116
317	3	94402607	94404506	94403814	N	NA	NA	NA	NA	NA	NA	Cp	75079
318	3	99173137	99175793	99174590	N	NA	NA	NA	NA	NA	NA	Arhgef26	269822
319	4	103319068	103321186	103320363	N	NA	Oaf	NA	NA	NA	NA	Oaf	24055
320	4	139405148	139406685	139405801	N	NA	NA	NA	NA	NA	NA	Zfand5	169253
321	4	141307666	141363399	141321240,141323804,141331488,141336689,141336703,141340659,141348434,141358452,141362075	N,N,N,N,N,N,N,N,N	NA;NA;NA;NA;NA;NA;NA;NA;NA	Klf9	NA	NA	NA	NA	Klf9	32430
322	4	149761582	149763077	149762355	N	NA	Gldc	NA	NA	NA	NA	Gldc	33305
323	4	162834035	162877731	162868902,162876743	N,N	NA;NA	NA	NA	NA	NA	NA	Klhl9	279200
324	4	176881412	176884529	176882297,176883938	N,N	NA;NA	Aldh1b1	NA	NA	NA	NA	Aldh1b1	4858
325	4	177392129	177393851	177392953	N	NA	NA	NA	NA	NA	NA	Xpa	85102
326	4	183453843	183455507	183454268	N	NA	Abca1	NA	NA	NA	NA	Abca1	32202
327	4	185291857	185298378	185297459	N	NA	Rad23b	NA	NA	NA	NA	Rad23b	41226
328	4	187232365	187234253	187233298	N	NA	NA	NA	NA	NA	NA	Epb41l4b	227252
329	4	189188594	189193658	189192580	N	NA	NA	NA	NA	NA	NA	Gng10	282968
330	4	191400869	191403121	191402058	N	NA	NA	NA	NA	NA	NA	Tmem268	57595
331	4	191411535	191412932	191412208	N	NA	NA	NA	NA	NA	NA	Tmem268	68261
332	4	204105774	204107787	204107504	N	NA	LOC110597745	NA	NA	NA	NA	LOC110597745	5540
333	4	205573058	205575479	205574384	N	NA	NA	NA	NA	NA	NA	Pomt1	93124
334	4	206819483	206820494	206819787	N	NA	NA	NA	NA	NA	NA	Gtf3c4	218823
335	4	207515226	207516454	207515598	N	NA	NA	NA	NA	NA	NA	Brd3	79564
336	4	207715271	207721579	207719510	N	NA	Rxra	NA	NA	NA	NA	Rxra	39942
337	4	210603720	210605235	210604359	N	NA	LOC144377480	NA	NA	NA	NA	LOC144377480	47109
338	4	30231217	30237083	30233101	N	NA	Cat	NA	NA	NA	NA	Cat	6400
339	4	30249419	30252824	30250588	N	NA	Abtb2,Cat	NA	NA	NA	NA	Cat	24602
340	4	30768633	30770103	30769281	N	NA	NA	NA	NA	NA	NA	Cd59	57324
341	4	4380434	4382322	4381390	N	NA	NA	NA	NA	NA	NA	Fadd	66765
342	4	52488499	52490718	52489409	N	NA	LOC106144938,Tmem41b	NA	NA	NA	NA	LOC106144938	46822
343	4	55958096	55994023	55978032	N	NA	NA	NA	NA	NA	NA	Mrpl17	667991
344	4	63436604	63438252	63437141	N	NA	Arrb1,Rps3	NA	NA	NA	NA	Arrb1	9505
345	4	64659519	64662672	64661760	N	NA	NA	NA	NA	NA	NA	Acer3	76825
346	4	64664918	64667598	64665799	N	NA	NA	NA	NA	NA	NA	Acer3	71899
347	4	83968137	83969121	83968476	N	NA	NA	NA	NA	NA	NA	Jrkl	1572285
348	4	87180613	87182578	87181338,87181646	N,N	NA;NA	Birc3	NA	NA	NA	NA	Birc3	47148
349	4	87509964	87512478	87511171	N	NA	NA	NA	NA	NA	NA	LOC101958300	252130
350	4	9333123	9334199	9333661	N	NA	LOC101978269	NA	NA	NA	NA	LOC101978269	9962
351	4	97391132	97393792	97391876	N	NA	Zbtb16	NA	NA	NA	NA	Zbtb16	19828
352	5	106424035	106426205	106424542	N	NA	NA	NA	NA	NA	NA	Ptpn21	2983194
353	5	110385714	110387121	110386689	N	NA	Foxn3	NA	NA	NA	NA	Foxn3	33569
354	5	114258070	114259713	114258978	N	NA	LOC144377571	NA	NA	NA	NA	LOC144377571	19291
355	5	114761696	114772121	114762300,114763665,114765264	N,N,N	NA;NA;NA	NA	NA	NA	NA	NA	LOC101960548	195685
356	5	119144556	119146051	119145736	N	NA	LOC144377948	NA	NA	NA	NA	LOC144377948	45858
357	5	119154806	119156959	119156065	N	NA	LOC144377948	NA	NA	NA	NA	LOC144377948	34950
358	5	119167671	119170192	119169167	N	NA	LOC144377948	NA	NA	NA	NA	LOC144377948	21717
359	5	120432138	120440203	120439816	N	NA	NA	NA	NA	NA	NA	LOC144377954	74773
360	5	120448069	120469120	120458548,120468188	N,N	NA;NA	LOC144377954	NA	NA	NA	NA	LOC144377954	45856
361	5	121197533	121199917	121198884	N	NA	NA	NA	NA	NA	NA	Ppp2r5c	60367
362	5	121211554	121212532	121212172	N	NA	LOC144377956,Ppp2r5c	NA	NA	NA	NA	Ppp2r5c	47752
363	5	141838310	141840198	141839294	N	NA	Chd2,LOC144378019	NA	NA	NA	NA	Chd2	32594
364	5	146439313	146440964	146440105	N	NA	Arrdc4	NA	NA	NA	NA	Arrdc4	48365
365	5	147731674	147733583	147732483	N	NA	NA	NA	NA	NA	NA	Mef2a	63565
366	5	151085502	151091518	151086823	N	NA	NA	NA	NA	NA	NA	Klf13	104435
367	5	15705656	15708103	15707191	N	NA	NA	NA	NA	NA	NA	Pias1	100261
368	5	15725463	15727351	15726499	N	NA	NA	NA	NA	NA	NA	Pias1	120068
369	5	16449611	16461690	16450029,16460483	N,N	NA;NA	NA	NA	NA	NA	NA	LOC144377712	231122
370	5	170278976	170280855	170279855	N	NA	Shld1	NA	NA	NA	NA	Shld1	24965
371	5	170289155	170290643	170289866	N	NA	Shld1	NA	NA	NA	NA	Shld1	35144
372	5	177839749	177843323	177841237	N	NA	Ahcy,Itch	NA	NA	NA	NA	Ahcy	12476
373	5	181909906	181912150	181910729	N	NA	NA	NA	NA	NA	NA	Dhx35	319251
374	5	18266531	18267484	18267087	N	NA	LOC120886319,Rbpms2	NA	NA	NA	NA	LOC120886319	49037
375	5	1848505	1850584	1849822	N	NA	NA	NA	NA	NA	NA	LOC144377684	458826
376	5	188307338	188309394	188308416	N	NA	LOC144378149,Pck1	NA	NA	NA	NA	Pck1	18427
377	5	188310093	188311404	188310810	N	NA	LOC144378149,Pck1	NA	NA	NA	NA	Pck1	21182
378	5	193472467	193474164	193473548	N	NA	Ptpn1	NA	NA	NA	NA	Ptpn1	6335
379	5	193486764	193488586	193487439	N	NA	Ptpn1	NA	NA	NA	NA	Ptpn1	20632
380	5	19427864	19429077	19428272	N	NA	Usp3	NA	NA	NA	NA	Usp3	21956
381	5	194317891	194318777	194318237	N	NA	Stau1	NA	NA	NA	NA	Stau1	5936
382	5	194319626	194320961	194320301	N	NA	Stau1	NA	NA	NA	NA	Stau1	3752
383	5	194901765	194902798	194902259	N	NA	NA	NA	NA	NA	NA	LOC120886321	362562
384	5	197552977	197554334	197553416	N	NA	NA	NA	NA	NA	NA	Fam217b	97823
385	5	22696192	22697439	22696741	N	NA	NA	NA	NA	NA	NA	Gtf2a2	68601
386	5	23994196	23998087	23997410	N	NA	NA	NA	NA	NA	NA	Adam10	487876
387	5	24108922	24110307	24109639	N	NA	NA	NA	NA	NA	NA	Adam10	602602
388	5	25212113	25214017	25213241	N	NA	Tcf12	NA	NA	NA	NA	Tcf12	20930
389	5	28631987	28634330	28632911	N	NA	NA	NA	NA	NA	NA	Onecut1	217081
390	5	28918047	28920226	28919048	N	NA	Atosa	NA	NA	NA	NA	Atosa	43477
391	5	30988264	30989291	30989166	N	NA	Gabpb1,LOC101961191,Usp8	NA	NA	NA	NA	Usp8	30097
392	5	35802899	35804371	35803795	N	NA	B2m,Spg11	NA	NA	NA	NA	B2m	9124
393	5	40810884	40813320	40812334	N	NA	NA	NA	NA	NA	NA	Spred1	683179
394	5	49241746	49242071	49241896	N	NA	Gnpnat1	NA	NA	NA	NA	Gnpnat1	23924
395	5	5491162	5493147	5492028	N	NA	Mthfs	NA	NA	NA	NA	Mthfs	34274
396	5	62174728	62175935	62175373	N	NA	Tmem229b	NA	NA	NA	NA	Tmem229b	42571
397	5	63144582	63146242	63145561	N	NA	NA	NA	NA	NA	NA	Zfp36l1	242140
398	5	63242109	63245314	63243281	N	NA	NA	NA	NA	NA	NA	Zfp36l1	143068
399	5	63309929	63311973	63311395	N	NA	NA	NA	NA	NA	NA	Zfp36l1	76409
400	5	63330533	63332895	63331751	N	NA	NA	NA	NA	NA	NA	Zfp36l1	55487
401	5	64332087	64355548	64333466,64336944,64338914,64343796	N,N,N,N	NA;NA;NA;NA	Slc10a1,Smoc1,Srsf5	NA	NA	NA	NA	Slc10a1	17117
402	5	64363524	64366776	64364084	N	NA	Slc10a1,Smoc1	NA	NA	NA	NA	Smoc1	25367
403	5	66005790	66007075	66006561	N	NA	Pygl	NA	NA	NA	NA	Pygl	2424
404	5	71258065	71259826	71258508,71259159	N,N	NA;NA	NA	NA	NA	NA	NA	Dorip1	162247
405	5	79840351	79842021	79841375	N	NA	NA	NA	NA	NA	NA	LOC101964833	53284
406	5	9405077	9410925	9407235	N	NA	C5H15orf39	NA	NA	NA	NA	C5H15orf39	21215
407	5	95637173	95638469	95637595	N	NA	Dpf3	NA	NA	NA	NA	Dpf3	23696
408	5	99203635	99206466	99204150,99206124	N,N	NA;NA	NA	NA	NA	NA	NA	Cipc	151110
409	6	110136969	110138942	110138189	N	NA	NA	NA	NA	NA	NA	LOC101954843	222056
410	6	116215615	116219294	116216170	N	NA	NA	NA	NA	NA	NA	Cdk8	1037156
411	6	131044988	131046343	131045736	N	NA	NA	NA	NA	NA	NA	Spry2	167722
412	6	131379221	131421262	131408964,131420594	N,N	NA;NA	NA	NA	NA	NA	NA	Ndfip2	121885
413	6	133909489	133911143	133910196	N	NA	NA	NA	NA	NA	NA	Cln5	202025
414	6	13820833	13822129	13821115	N	NA	Cry1	NA	NA	NA	NA	Cry1	8837
415	6	13823348	13825451	13824275	N	NA	Cry1	NA	NA	NA	NA	Cry1	5515
416	6	13957190	13958105	13957931	N	NA	NA	NA	NA	NA	NA	Mterf2	58355
417	6	158243836	158245681	158245072	N	NA	NA	NA	NA	NA	NA	LOC101978069	178957
418	6	165831929	165833477	165832591	N	NA	NA	NA	NA	NA	NA	Foxo1	239649
419	6	174376790	174378442	174377768	N	NA	NA	NA	NA	NA	NA	Uspl1	249813
420	6	174794424	174795755	174794989	N	NA	Hmgb1	NA	NA	NA	NA	Hmgb1	34813
421	6	174818714	174820695	174819723	N	NA	NA	NA	NA	NA	NA	Hmgb1	59103
422	6	175227547	175229441	175228471	N	NA	NA	NA	NA	NA	NA	Ubl3	66031
423	6	175230366	175232246	175230989	N	NA	NA	NA	NA	NA	NA	Ubl3	63226
424	6	175255485	175258145	175256854	N	NA	Ubl3	NA	NA	NA	NA	Ubl3	37327
425	6	176186762	176187760	176187134	N	NA	Slc46a3	NA	NA	NA	NA	Slc46a3	13609
426	6	176189851	176191279	176190706	N	NA	Slc46a3	NA	NA	NA	NA	Slc46a3	10090
427	6	177034728	177036679	177036137	N	NA	NA	NA	NA	NA	NA	LOC101959095	116611
428	6	177692071	177693364	177692876	N	NA	NA	NA	NA	NA	NA	Rasl11a	229368
429	6	182015359	182016562	182016182	N	NA	NA	NA	NA	NA	NA	Gpr180	3015010
430	6	187050442	187051346	187050804	N	NA	NA	NA	NA	NA	NA	Mbnl2	98548
431	6	188942408	188943527	188943024	N	NA	NA	NA	NA	NA	NA	Tm9sf2	55293
432	6	188947587	188949428	188948530	N	NA	Tm9sf2	NA	NA	NA	NA	Tm9sf2	49392
433	6	197161790	197167817	197166929	N	NA	LOC144365221	NA	NA	NA	NA	LOC144365221	40000
434	6	197170091	197171329	197170656	N	NA	LOC144365221	NA	NA	NA	NA	LOC144365221	36488
435	6	197802443	197804093	197803144	N	NA	Naxd,Rab20	NA	NA	NA	NA	Rab20	11080
436	6	197813325	197814851	197814159	N	NA	Naxd,Rab20	NA	NA	NA	NA	Naxd	11333
437	6	198365642	198375834	198375174	N	NA	NA	NA	NA	NA	NA	Arhgef7	201511
438	6	199235986	199249708	199236802,199238234	N,N	NA;NA	NA	NA	NA	NA	NA	F10	212218
439	6	25443703	25449455	25445779	N	NA	NA	NA	NA	NA	NA	LOC120888129	164719
440	6	25504795	25507545	25504804,25506479	N,N	NA;NA	NA	NA	NA	NA	NA	LOC120888129	106629
441	6	25534469	25536269	25535165	N	NA	NA	NA	NA	NA	NA	LOC120888129	77905
442	6	28723378	28724313	28723891	N	NA	Dusp6	NA	NA	NA	NA	Dusp6	30040
443	6	28977640	28978808	28978261	N	NA	NA	NA	NA	NA	NA	Dusp6	223287
444	6	45666802	45688486	45687337	N	NA	Frs2	NA	NA	NA	NA	Frs2	4716
445	6	46491315	46492955	46492216	N	NA	NA	NA	NA	NA	NA	Rap1b	57994
446	6	46642166	46643308	46642633	N	NA	NA	NA	NA	NA	NA	Rap1b	208845
447	6	49071946	49073188	49072619	N	NA	NA	NA	NA	NA	NA	Llph	326507
448	6	51106595	51107637	51106963	N	NA	NA	NA	NA	NA	NA	Ppm1h	296334
449	6	5402563	5403916	5403414	N	NA	NA	NA	NA	NA	NA	Poldip3	63955
450	6	54755807	54757175	54756703	N	NA	NA	NA	NA	NA	NA	Slc16a7	578825
451	6	55728302	55730985	55729953	N	NA	Avil	NA	NA	NA	NA	Avil	29786
452	6	56595087	56598080	56595692	N	NA	NA	NA	NA	NA	NA	Sdr9c7	76182
453	6	56605788	56607622	56606640	N	NA	NA	NA	NA	NA	NA	LOC101964320	74345
454	6	61800249	61803246	61801567	N	NA	Sp1	NA	NA	NA	NA	Sp1	6116
455	6	61816964	61818013	61817672	N	NA	Myg1,Sp1	NA	NA	NA	NA	Sp1	22831
456	6	62120860	62121654	62121144	N	NA	Eif4b,Krt18	NA	NA	NA	NA	Eif4b	13611
457	6	67310696	67313067	67311275	N	NA	NA	NA	NA	NA	NA	Slc38a4	171840
458	6	67314635	67315751	67315280	N	NA	NA	NA	NA	NA	NA	Slc38a4	169156
459	6	67318514	67322636	67320234	N	NA	NA	NA	NA	NA	NA	Slc38a4	162271
460	6	6846696	6848258	6847677	N	NA	Ep300	NA	NA	NA	NA	Ep300	31517
461	6	6870549	6876198	6873333	N	NA	NA	NA	NA	NA	NA	Rbx1	51255
462	6	97631893	97633229	97632722	N	NA	NA	NA	NA	NA	NA	LOC101958749	101459
463	7	11504912	11506674	11505287	N	NA	NA	NA	NA	NA	NA	Cyrib	176264
464	7	11510763	11512414	11511336	N	NA	NA	NA	NA	NA	NA	Cyrib	182115
465	7	121422083	121424026	121422979	N	NA	NA	NA	NA	NA	NA	Rnd3	257020
466	7	121737567	121739004	121738314	N	NA	NA	NA	NA	NA	NA	Rnd3	56521
467	7	12273331	12289784	12286515,12288597	N,N	NA;NA	NA	NA	NA	NA	NA	Myc	802973
468	7	139667172	139669012	139668091	N	NA	Gorasp2	NA	NA	NA	NA	Gorasp2	29483
469	7	141863921	141866362	141864724	N	NA	NA	NA	NA	NA	NA	LOC120892777	307411
470	7	141927393	141928900	141927878	N	NA	NA	NA	NA	NA	NA	LOC120892777	244873
471	7	157070118	157071678	157070651	N	NA	NA	NA	NA	NA	NA	Nabp1	145311
472	7	167724779	167726233	167725412	N	NA	Raph1	NA	NA	NA	NA	Raph1	5996
473	7	17094323	17096727	17094925	N	NA	Zhx2	NA	NA	NA	NA	Zhx2	19822
474	7	171066223	171067760	171067012	N	NA	NA	NA	NA	NA	NA	Creb1	179547
475	7	173790037	173791673	173790893	N	NA	Cps1,Lancl1	NA	NA	NA	NA	Cps1	15997
476	7	173796628	173802589	173798744,173800727,173802189	N,N,N	NA;NA;NA	Cps1	NA	NA	NA	NA	Cps1	5081
477	7	177955137	177956482	177955899	N	NA	Fn1	NA	NA	NA	NA	Fn1	15927
478	7	178277379	178278413	178277929	N	NA	NA	NA	NA	NA	NA	Mreg	166392
479	7	179527947	179529367	179528669	N	NA	NA	NA	NA	NA	NA	Tns1	580298
480	7	187255222	187256940	187256232	N	NA	NA	NA	NA	NA	NA	Rhbdd1	272194
481	7	192523710	192527126	192526087	N	NA	NA	NA	NA	NA	NA	LOC120883721	89692
482	7	193049851	193051492	193050599	N	NA	Hjurp	NA	NA	NA	NA	Hjurp	36911
483	7	195128414	195129914	195129144	N	NA	NA	NA	NA	NA	NA	Cops8	195020
484	7	195313719	195315102	195314378	N	NA	Cops8	NA	NA	NA	NA	Cops8	9832
485	7	196255304	196258163	196256545	N	NA	NA	NA	NA	NA	NA	Ilkap	81187
486	7	196269018	196270353	196269757	N	NA	NA	NA	NA	NA	NA	Ilkap	94901
487	7	196722430	196723745	196723029	N	NA	NA	NA	NA	NA	NA	Ilkap	548313
488	7	22053375	22056249	22054336	N	NA	Eif3h,Utp23	NA	NA	NA	NA	Utp23	32671
489	7	33461008	33462677	33461754	N	NA	NA	NA	NA	NA	NA	Azin1	68021
490	7	33464232	33465235	33464726	N	NA	NA	NA	NA	NA	NA	Azin1	71245
491	7	33493751	33495551	33494992	N	NA	NA	NA	NA	NA	NA	Klf10	77037
492	7	33544694	33546425	33545665	N	NA	Klf10	NA	NA	NA	NA	Klf10	26163
493	7	33626738	33628524	33627490	N	NA	NA	NA	NA	NA	NA	Klf10	54150
494	7	33675992	33677717	33676568,33677039	N,N	NA;NA	NA	NA	NA	NA	NA	Klf10	103404
495	7	39966761	39969843	39967606,39968277	N,N	NA;NA	Tp53inp1	NA	NA	NA	NA	Tp53inp1	27050
496	7	40294663	40300547	40299992	N	NA	Virma	NA	NA	NA	NA	Virma	44866
497	7	47004801	47007654	47006287	N	NA	NA	NA	NA	NA	NA	Wwp1	68598
498	7	51354495	51357647	51356638	N	NA	NA	NA	NA	NA	NA	Zbtb10	76755
499	7	61081777	61085513	61082463	N	NA	NA	NA	NA	NA	NA	Nsmaf	450288
500	7	64533135	64534921	64533935	N	NA	LOC144365480,Ttpa	NA	NA	NA	NA	Ttpa	12066
501	7	66256113	66258225	66256642	N	NA	NA	NA	NA	NA	NA	LOC120892981	175924
502	7	70380524	70382678	70381514	N	NA	NA	NA	NA	NA	NA	Ubxn2b	75362
503	7	70464580	70465832	70465000	N	NA	Ubxn2b	NA	NA	NA	NA	Ubxn2b	6540
504	7	7476400	7477161	7476803	N	NA	NA	NA	NA	NA	NA	LOC120892882	85329
505	7	7520989	7522495	7521527	N	NA	LOC120892882	NA	NA	NA	NA	LOC120892882	39995
506	7	7594204	7597823	7594936	N	NA	LOC120892882	NA	NA	NA	NA	LOC120892882	31714
507	7	78758909	78759952	78759686	N	NA	Ppdpfl	NA	NA	NA	NA	Ppdpfl	22003
508	7	82958147	82961297	82959673	N	NA	NA	NA	NA	NA	NA	LOC110598838	1646043
509	7	8490391	8493645	8492490	N	NA	LOC101975814	NA	NA	NA	NA	LOC101975814	22518
510	7	8498369	8499411	8498949	N	NA	LOC101975814	NA	NA	NA	NA	LOC101975814	16752
511	7	8499974	8501812	8501088	N	NA	LOC101975814	NA	NA	NA	NA	LOC101975814	14351
512	7	85786920	85788491	85787651	N	NA	NA	NA	NA	NA	NA	LOC110598838	4474816
513	8	100191325	100192643	100192015	N	NA	NA	NA	NA	NA	NA	LOC101959770	615657
514	8	10187825	10191341	10189690	N	NA	Arid1b	NA	NA	NA	NA	Arid1b	49685
515	8	10194788	10195966	10195230	N	NA	NA	NA	NA	NA	NA	Arid1b	56648
516	8	102290022	102291127	102290469	N	NA	NA	NA	NA	NA	NA	Cenpq	400696
517	8	104766439	104767446	104766848	N	NA	NA	NA	NA	NA	NA	Adgrf5	126540
518	8	106818868	106821235	106819694	N	NA	NA	NA	NA	NA	NA	Cdc5l	338180
519	8	109914691	109923151	109921359	N	NA	NA	NA	NA	NA	NA	Nfya	280702
520	8	110989059	110991180	110990267	N	NA	NA	NA	NA	NA	NA	Nfya	785206
521	8	111831027	111835154	111831582,111834273	N,N	NA;NA	NA	NA	NA	NA	NA	Saysd1	142959
522	8	111857982	111860849	111858887	N	NA	NA	NA	NA	NA	NA	Saysd1	117264
523	8	113849166	113850726	113849880	N	NA	NA	NA	NA	NA	NA	Rnf8	256950
524	8	113861348	113862877	113862053	N	NA	NA	NA	NA	NA	NA	Rnf8	269132
525	8	114401618	114412513	114402467	N	NA	Kctd20	NA	NA	NA	NA	Kctd20	9920
526	8	115856648	115858057	115857458	N	NA	Bltp3a,Ilrun,Snrpc	NA	NA	NA	NA	Snrpc	7669
527	8	115873784	115874992	115874757	N	NA	Ilrun,Snrpc	NA	NA	NA	NA	Snrpc	24805
528	8	115895303	115897120	115896533	N	NA	Ilrun,Snrpc	NA	NA	NA	NA	Ilrun	10673
529	8	119212290	119215253	119214432	N	NA	C2,Cfb,Dxo,Skic2,Slc44a4	NA	NA	NA	NA	C2	4260
530	8	121352996	121354414	121353787	N	NA	NA	NA	NA	NA	NA	LOC106145487	206316
531	8	133190424	133192420	133191519	N	NA	NA	NA	NA	NA	NA	Exoc2	524302
532	8	136763915	136766663	136765773	N	NA	NA	NA	NA	NA	NA	Prp4k	259018
533	8	136827164	136831789	136828163,136830663	N,N	NA;NA	NA	NA	NA	NA	NA	Prp4k	193892
534	8	137147499	137149879	137148467	N	NA	NA	NA	NA	NA	NA	Prp4k	121818
535	8	138042443	138044339	138043402	N	NA	NA	NA	NA	NA	NA	Lyrm4	186124
536	8	139696702	139698138	139697437	N	NA	NA	NA	NA	NA	NA	LOC144366341	107357
537	8	143446851	143448922	143447628	N	NA	NA	NA	NA	NA	NA	Nedd9	128137
538	8	144174699	144176161	144175150	N	NA	NA	NA	NA	NA	NA	Hivep1	73137
539	8	144182531	144184245	144183460	N	NA	NA	NA	NA	NA	NA	Hivep1	65053
540	8	144242849	144244751	144244087	N	NA	Hivep1	NA	NA	NA	NA	Hivep1	4547
541	8	144653838	144655702	144654773	N	NA	NA	NA	NA	NA	NA	Hivep1	404540
542	8	145512408	145513700	145513079	N	NA	Gfod1	NA	NA	NA	NA	Gfod1	8612
543	8	145535455	145537053	145536486	N	NA	Gfod1,Sirt5	NA	NA	NA	NA	Gfod1	31659
544	8	145541953	145544130	145542706	N	NA	Gfod1,LOC144366366,Nol7,Sirt5	NA	NA	NA	NA	Sirt5	25086
545	8	145546512	145548065	145547274	N	NA	Gfod1,LOC144366366,Nol7,Sirt5	NA	NA	NA	NA	Sirt5	21151
546	8	146666030	146667871	146667084	N	NA	NA	NA	NA	NA	NA	Jarid2	258953
547	8	147312598	147315531	147313597,147314371	N,N	NA;NA	NA	NA	NA	NA	NA	Mylip	365027
548	8	153529732	153531196	153530478	N	NA	NA	NA	NA	NA	NA	C8H6orf62	831072
549	8	153875297	153876931	153875938	N	NA	NA	NA	NA	NA	NA	C8H6orf62	485337
550	8	22786901	22787831	22787299	N	NA	NA	NA	NA	NA	NA	Vta1	324504
551	8	391063	393004	391512	N	NA	Tbp	NA	NA	NA	NA	Tbp	41692
552	8	39900034	39901688	39900790	N	NA	Smpdl3a	NA	NA	NA	NA	Smpdl3a	12614
553	8	42051182	42053516	42052640	N	NA	NA	NA	NA	NA	NA	LOC120889124	1264322
554	8	46203825	46206417	46205106	N	NA	LOC144366078	NA	NA	NA	NA	LOC144366078	28639
555	8	46207024	46215954	46209386	N	NA	LOC144366078	NA	NA	NA	NA	LOC144366078	19102
556	8	48888021	48889590	48889279	N	NA	NA	NA	NA	NA	NA	Tube1	1310864
557	8	50982819	50983458	50983049	N	NA	LOC101967412,LOC144366096	NA	NA	NA	NA	LOC144366096	8596
558	8	52725866	52728230	52727160	N	NA	Slc16a10	NA	NA	NA	NA	Slc16a10	16647
559	8	54548669	54550563	54549488	N	NA	NA	NA	NA	NA	NA	Foxo3	192298
560	8	54563775	54564694	54564273	N	NA	NA	NA	NA	NA	NA	Foxo3	178167
561	8	71629398	71630487	71630198	N	NA	NA	NA	NA	NA	NA	Ube2j1	110708
562	8	7254108	7257837	7255229	N	NA	NA	NA	NA	NA	NA	Plg	129133
563	8	77310100	77312004	77310919	N	NA	NA	NA	NA	NA	NA	LOC120888918	180287
564	8	77385081	77386150	77385602	N	NA	NA	NA	NA	NA	NA	LOC120888918	106141
565	8	8439082	8440400	8439834	N	NA	Ezr	NA	NA	NA	NA	Ezr	45191
566	8	84462567	84463852	84463474	N	NA	Eef1a1	NA	NA	NA	NA	Eef1a1	4810
567	8	99500320	99501494	99500849,99500855	N,N	NA;NA	LOC101958905,LOC101959480	NA	NA	NA	NA	LOC101958905	3322
568	9	103419043	103421016	103419897	N	NA	NA	NA	NA	NA	NA	LOC101976546	85653
569	9	104388986	104393616	104389514	N	NA	Rap1gds1	NA	NA	NA	NA	Rap1gds1	8511
570	9	10513082	10517605	10513726	N	NA	NA	NA	NA	NA	NA	LOC144366620	440093
571	9	10683803	10685321	10684403	N	NA	NA	NA	NA	NA	NA	Tapt1	296524
