Transcript	Gene	chr	strand	last_exon_len	last_exon_s	last_exon_e	log2fc	pvalue	FDR	last_exon_SRR13652347	tts_down_50k_SRR13652347	ratio_SRR13652347	last_exon_SRR13652348	tts_down_50k_SRR13652348	ratio_SRR13652348	last_exon_SRR13652349	tts_down_50k_SRR13652349	ratio_SRR13652349	last_exon_SRR13652335	tts_down_50k_SRR13652335	ratio_SRR13652335	last_exon_SRR13652336	tts_down_50k_SRR13652336	ratio_SRR13652336	last_exon_SRR13652337	tts_down_50k_SRR13652337	ratio_SRR13652337
XM_040294058.2	Aga	14	-	237	27819815	27820051	-0.39124946753893075	0.003253781855711174	0.013453050815864901	54	44	0.8113	31	31	1.0	104	87	0.835	51	34	0.66	74	46	0.6164	91	63	0.6889
XM_040270441.2	Bdh1	3	-	236	142431065	142431300	0.31585278412120715	0.0032643432126731008	0.013453050815864901	44	64	1.4651	37	24	0.6389	136	153	1.1259	68	83	1.2239	111	153	1.3818	122	177	1.4545
XM_005334331.5	Cisd1	1	-	209	62163046	62163254	-0.2880004741346097	0.0034133142116065506	0.014006358316592398	53	281	5.3846	35	126	3.6765	110	489	4.4771	47	172	3.7174	70	223	3.2174	75	313	4.2162
XM_078032941.1;XM_078032940.1	Znf274	15	+	1447	723562	725008	0.6766598390026267	0.0034514504969100244	0.014065652981094908	12	21	1.8182	14	12	0.8462	30	40	1.3448	7	20	3.1667	10	22	2.3333	27	44	1.6538
XM_078034607.1	Hmgn5	x	+	1410	64735998	64737407	0.8416331200633129	0.0034573138630002186	0.014065652981094908	12	14	1.1818	6	6	1.0	15	30	2.0714	5	12	2.75	10	21	2.2222	11	35	3.4
XM_021721848.3	Cyp39a1	8	+	1115	105290891	105292005	0.48393522251972604	0.003536339899011727	0.014325938654719846	22	74	3.4762	18	46	2.6471	35	127	3.7059	16	68	4.4667	24	108	4.6522	22	104	4.9048
XM_078017160.1	Sub1	1	+	331	241056467	241056797	-0.9402119960666021	0.0035900837242512215	0.014482032650369334	2	57	56.0	2	55	54.0	9	139	17.25	6	53	10.4	9	63	7.75	6	130	25.8
XM_078017896.1;XM_078017897.1	Zdbf2	7	+	11622	170201849	170213470	0.6030030610991659	0.0036234939993636532	0.01452053043919787	82	7	0.0741	79	11	0.1282	243	13	0.0496	81	10	0.1125	143	17	0.1127	133	19	0.1364
XR_013425751.1	LOC144366648	9	-	721	28944853	28945573	0.4460682540234198	0.0036301326097994673	0.01452053043919787	30	95	3.2414	20	39	2.0	89	154	1.7386	5	30	7.25	40	88	2.2308	33	102	3.1562
XM_005336825.5	Suds3	2	-	326	82584497	82584822	-0.5571961449113085	0.003699968378317612	0.014737949356311158	12	71	6.3636	13	35	2.8333	26	110	4.36	7	38	6.1667	30	53	1.7931	20	63	3.2632
XM_078028829.1	Septin10	12	+	75	45702999	45703073	1.646536744194028	0.0037413786348057657	0.014840801918062871	1	18	NA	1	7	NA	7	23	3.6667	2	22	21.0	1	24	NA	1	27	NA
XR_005737857.2	LOC120892981	7	+	4517	66082980	66087496	0.3882405575378711	0.0038475614167745456	0.015198665845516048	59	69	1.1724	18	29	1.6471	47	54	1.1522	41	54	1.325	65	125	1.9375	67	109	1.6364
XM_005332507.5	Golim4	3	-	72	113158115	113158186	-1.2293962139259416	0.003938656076015629	0.015494217290772229	3	48	23.5	1	21	NA	3	68	33.5	2	19	18.0	6	48	9.4	7	56	9.1667
XM_005329783.4	Hbs1l	8	+	15044	29051949	29066992	0.2723745935693333	0.003991020889969816	0.015635604474285043	155	51	0.3247	181	69	0.3778	366	123	0.3342	155	76	0.487	148	47	0.3129	214	96	0.446
XM_005327222.5	Man2a1	1	+	2763	115831347	115834109	-0.3194592223272666	0.004056480726479785	0.015826924801675225	69	92	1.3382	38	35	0.9189	193	105	0.5417	66	40	0.6	104	77	0.7379	124	80	0.6423
XM_005315804.3;XM_078017403.1	Arl5a	7	-	382	122899926	122900307	0.3734413823489494	0.0041583700540728545	0.01615823792439738	42	59	1.4146	40	43	1.0769	74	138	1.8767	17	53	3.25	61	78	1.2833	54	114	2.1321
XM_040286756.2	Msl3	x	-	816	119685648	119686463	1.2137734046990734	0.004240238022202976	0.016409376411126962	6	10	1.8	3	9	4.0	8	27	3.7143	1	14	NA	3	13	6.0	4	20	6.3333
XM_078046842.1	Ctsc	4	-	282	74969327	74969608	0.268245323156719	0.004320615297170041	0.016652735882210036	111	94	0.8455	60	34	0.5593	178	123	0.6893	69	82	1.1912	254	133	0.5217	140	161	1.1511
XM_005321083.3	Ass1	4	+	295	204934582	204934876	-0.3333736687866483	0.0044182259577138965	0.01696028674090173	120	339	2.8403	85	307	3.6429	324	518	1.6006	9	34	4.125	65	60	0.9219	23	90	4.0455
XM_078048431.1	Lox	1	-	1048	138492395	138493442	-0.5428917675582788	0.004613259213537592	0.017637842454971034	42	25	0.5854	43	29	0.6667	67	72	1.0758	26	15	0.56	27	11	0.3846	29	18	0.6071
XM_078043122.1	LOC144376238	3	-	300	72010787	72011086	-0.7363094235466568	0.004726914666915402	0.01792837754144806	26	21	0.8	12	15	1.2727	37	40	1.0833	10	6	0.5556	21	8	0.35	12	12	1.0
XM_078041895.1;XM_005334328.5	Tfam	1	-	274	62045189	62045462	-0.3764622529326589	0.004717819093432854	0.01792837754144806	66	48	0.7231	46	21	0.4444	132	69	0.5191	66	32	0.4769	97	36	0.3646	110	51	0.4587
XM_005325726.5;XM_078043472.1;XM_078043473.1	Plod2	3	-	541	91687800	91688340	-0.3750043128662746	0.005077761940917728	0.01918265622124475	28	75	2.7407	29	45	1.5714	76	212	2.8133	25	51	2.0833	37	83	2.2778	64	91	1.4286
XR_013424772.1	LOC144365994	8	+	4154	15388836	15392989	0.45556694118013713	0.005292301566407552	0.019914114985059246	34	29	0.8485	15	19	1.2857	35	24	0.6765	40	36	0.8974	47	69	1.4783	111	136	1.2273
XR_013440037.1	LOC144378376	6	-	154	67386191	67386344	0.7980931895862795	0.005348495884061335	0.020046331030025163	9	23	2.75	8	29	4.0	32	17	0.5161	6	18	3.4	3	13	6.0	8	14	1.8571
XR_013429343.1	LOC144369555	12	-	517	21702780	21703296	1.7923150575867963	0.005409375801952241	0.020195002993955033	4	4	1.0	2	1	0.0	6	9	1.6	1	2	NA	1	6	NA	2	7	6.0
XM_005325534.4	Spcs3	14	+	3531	26865452	26868982	-0.25230977489466677	0.005712837349119088	0.02124461389203661	105	131	1.25	97	113	1.1667	250	224	0.8956	88	95	1.0805	85	68	0.7976	132	111	0.8397
XM_078044420.1	Msh3	1	+	1246	90783304	90784549	-0.5751672763905108	0.005842328520193805	0.02164162160009534	15	60	4.2143	8	35	4.8571	26	95	3.76	9	27	3.25	15	40	2.7857	23	56	2.5
XM_078034267.1	Mbnl3	x	+	190	19420224	19420413	0.5659486827454066	0.005933540133682579	0.02189430312893727	13	230	19.0833	6	104	20.6	35	393	11.5294	8	196	27.8571	5	187	46.5	22	314	14.9048
XM_005335133.3	LOC101970276	4	+	624	131403263	131403886	0.6627147700180245	0.0061896937077059525	0.022751306601297556	12	74	6.6364	13	42	3.4167	6	42	8.2	12	74	6.6364	6	60	11.8	10	88	9.6667
XM_005330211.5	Kcnrg	6	+	1517	163373779	163375295	-0.382303658674771	0.006248752297556809	0.022880046874131088	24	44	1.8696	31	63	2.0667	47	177	3.8261	28	53	1.9259	45	85	1.9091	44	91	2.093
XM_005322977.4	Ca8	7	-	383	62020437	62020819	-0.3338112219919737	0.006456313134994499	0.02354946400197227	84	38	0.4458	68	33	0.4776	186	109	0.5838	62	45	0.7213	136	32	0.2296	110	45	0.4037
XM_078049003.1	LOC144377571	5	-	756	114238024	114238779	0.7359850860574824	0.0067275068228436295	0.024444986623462346	3	17	8.0	7	24	3.8333	24	40	1.6957	5	15	3.5	12	40	3.5455	8	63	8.8571
XR_005725879.2	LOC120883698	7	-	204	184839820	184840023	0.4360933094689882	0.006926130561086785	0.024976046568767493	18	27	1.5294	40	107	2.7179	32	31	0.9677	18	37	2.1176	32	45	1.4194	30	112	3.8276
XM_078037706.1	Bub3	1	-	161	7850532	7850692	-0.6373710782792169	0.0069244767215257364	0.024976046568767493	8	42	5.8571	9	42	5.125	11	74	7.3	6	30	5.8	18	45	2.5882	17	70	4.3125
XM_013360376.4	Hmgb1	6	+	640	174763907	174764546	-0.6018660779018659	0.006970529241816275	0.025041297502675825	7	121	20.0	9	41	5.0	18	137	8.0	5	46	11.25	12	59	5.2727	19	85	4.6667
XM_005333726.4	Cyp26a1	1	-	1517	33159063	33160579	-0.6074430658110317	0.007028189966043403	0.025153521983734283	22	24	1.0952	21	14	0.65	81	190	2.3625	17	8	0.4375	11	14	1.3	14	14	1.0
XM_005329460.5	Utp25	10	+	4263	37575240	37579502	-0.7774323273170568	0.007275994258221868	0.025942870913210556	23	15	0.6364	19	6	0.2778	37	12	0.3056	18	6	0.2941	30	6	0.1724	27	6	0.1923
XM_078051097.1	Tlnrd1	5	+	3281	132066826	132070106	-0.4075279197450659	0.007419961136195167	0.026357473886782834	46	37	0.8	70	23	0.3188	79	52	0.6538	51	15	0.28	75	27	0.3514	61	40	0.65
XM_040293097.2;XM_078021933.1	LOC101954857	9	+	213	113199730	113199942	-0.8396449532375103	0.007747977665209148	0.027420352183193712	3	57	28.0	3	42	20.5	9	124	15.375	7	15	2.3333	3	59	29.0	6	86	17.0
XM_005332288.4	Mdfic	2	-	494	190416888	190417381	0.4516966296100355	0.0078114661707486275	0.027542651090935902	22	60	2.8095	16	28	1.8	52	58	1.1176	25	36	1.4583	21	70	3.45	22	54	2.5238
XM_021720017.3	Mvk	2	-	121	75797841	75797961	-0.7024593959779535	0.008063127598719733	0.02822094659551907	8	47	6.5714	11	49	4.8	6	23	4.4	7	30	4.8333	10	25	2.6667	13	31	2.5
XM_078051855.1	LOC101972479	5	+	718	186622791	186623508	0.7339603427258814	0.008036849447047334	0.02822094659551907	11	23	2.2	7	30	4.8333	15	97	6.8571	6	34	6.6	6	33	6.4	5	47	11.5
XM_078016327.1	Lig4	6	-	56	196169739	196169794	-0.7103846481709715	0.008184639594579761	0.028469052797933537	6	58	11.4	8	43	6.0	4	89	29.3333	3	43	21.0	11	67	6.6	18	73	4.2353
XM_078029930.1;XM_078029929.1	Rnf152	13	+	8240	13946696	13954935	-0.35100717336951204	0.008193824019573307	0.028469052797933537	88	40	0.4483	36	10	0.2571	218	69	0.3134	91	22	0.2333	175	50	0.2816	188	55	0.2888
XM_013366422.4	Sap130	7	-	157	105327020	105327176	0.5391409397392823	0.008279860792770972	0.02866337263533806	9	48	5.875	13	26	2.0833	53	104	1.9808	10	33	3.5556	12	58	5.1818	17	54	3.3125
XM_005316285.3	Klf10	7	+	1575	33577231	33578805	0.24542741407084775	0.008359506851935695	0.02883424102551732	90	219	2.4494	43	26	0.5952	345	338	0.9797	40	72	1.8205	128	151	1.1811	91	155	1.7111
XM_005323539.4	Hunk	3	+	3258	205019895	205023152	-0.6192310639500279	0.008410792137519128	0.028906404746997145	11	25	2.4	12	31	2.7273	18	77	4.4706	9	27	3.25	15	28	1.9286	12	16	1.3636
XM_021727736.3	Tmem18	12	+	7410	119758458	119765867	0.5076686116000947	0.008834123425799515	0.03025210612000409	43	17	0.381	26	4	0.12	68	37	0.5373	19	15	0.7778	48	17	0.3404	70	44	0.6232
XM_040285649.2	Tle4	4	-	894	133194174	133195067	-0.2836443244842192	0.009351433325117463	0.031877280240295514	168	34	0.1976	176	40	0.2229	697	61	0.0862	347	38	0.1069	304	41	0.132	445	55	0.1216
XR_013434318.1	LOC144375024	1	-	391	33479010	33479400	0.5913997788978071	0.009375670658910446	0.031877280240295514	29	14	0.4643	20	5	0.2105	23	31	1.3636	13	14	1.0833	27	20	0.7308	20	23	1.1579
XM_078050015.1	Mnat1	5	+	198	56389379	56389576	-1.4714439399702184	0.00945483373428931	0.03203203457310826	1	25	NA	1	30	NA	1	53	NA	3	29	14.0	3	56	27.5	4	43	14.0
XR_005737823.2;XR_013423937.1	LOC120892965	7	-	263	52815887	52816149	0.766566390176307	0.009540650781461229	0.03217011594216403	9	45	5.5	8	80	11.2857	10	59	6.4444	5	52	12.75	4	57	18.6667	5	49	12.0
XM_078028409.1	LOC144369216	12	+	377	34424301	34424677	-1.2418267062941681	0.009563175222302963	0.03217011594216403	1	37	NA	2	22	21.0	3	61	30.0	2	16	15.0	3	17	8.0	4	43	14.0
XM_078019485.1	Rpf2	8	-	132	52797739	52797870	-0.33529824191421953	0.009660163158369104	0.032381955375941504	24	129	5.5652	34	71	2.1212	45	239	5.4091	28	88	3.2222	35	129	3.7647	56	156	2.8182
XM_005342396.5	Ufm1	6	-	156	167581192	167581347	-0.30509260715279535	0.009920205907707761	0.03313696850574663	37	75	2.0556	39	87	2.2632	88	150	1.7126	28	68	2.4815	80	89	1.1139	72	119	1.662
XR_013429461.1	LOC144369745	13	+	1316	2956212	2957527	0.9404522146780528	0.010035417194286404	0.0332882131322671	5	50	12.25	3	16	7.5	11	151	15.0	2	23	22.0	6	108	21.4	2	70	69.0
XM_040291838.2;XM_040291839.2;XM_078039862.1;XM_078039863.1	Dpy19l1	2	+	2833	141138174	141141006	0.4931617469744425	0.010029026358191228	0.0332882131322671	18	26	1.4706	22	25	1.1429	38	57	1.5135	17	30	1.8125	16	38	2.4667	25	43	1.75
XM_078029904.1	Dsel	13	+	8330	9367386	9375715	-0.43336676552720005	0.010101008252728447	0.033389443946519035	23	20	0.8636	20	18	0.8947	92	61	0.6593	41	22	0.525	48	25	0.5106	71	45	0.6286
XM_005328905.5	Kcnj8	6	+	1639	86890253	86891891	-0.21341326974002023	0.010418264185661066	0.03424420969945339	188	194	1.0321	49	21	0.4167	267	230	0.8609	158	98	0.6178	199	151	0.7576	176	143	0.8114
XM_078035373.1	Sts	y	+	654	4546606	4547259	-0.4123139799900445	0.010431534467270465	0.03424420969945339	28	266	9.8148	37	298	8.25	69	368	5.3971	16	93	6.1333	15	97	6.8571	13	50	4.0833
XM_005322914.5	Mrpl15	7	-	179	73975975	73976153	-0.32969837073827657	0.011433174191059587	0.03714806085286255	65	41	0.625	69	28	0.3971	150	57	0.3758	57	22	0.375	154	49	0.3137	135	53	0.3881
XM_005319542.5;XM_021722472.3;XM_040273800.2	Pik3r1	1	-	227	210331497	210331723	-0.20057265474121042	0.011425313824057379	0.03714806085286255	85	154	1.8214	112	171	1.5315	277	357	1.2899	125	138	1.1048	91	175	1.9333	150	159	1.0604
XM_005328152.5;XM_040268664.2	LOC101960968	3	-	112	17143480	17143591	-0.40866597411654054	0.011385998384820413	0.03714806085286255	17	29	1.75	33	41	1.25	78	48	0.6104	48	23	0.4681	25	32	1.2917	53	39	0.7308
XM_005328827.4	Brwd3	x	+	5704	65103338	65109041	-0.47866862010506545	0.013099579511084635	0.042417686035893104	11	22	2.1	21	21	1.0	42	50	1.1951	18	19	1.0588	25	27	1.0833	51	38	0.74
XM_005341129.5	Tcim	14	+	1536	64878437	64879972	0.1335686828223588	0.013302850050173178	0.042929875416152084	823	406	0.4927	531	90	0.1679	1260	362	0.2867	539	238	0.4405	473	180	0.3792	594	141	0.2361
XM_005333199.4	Tgfbi	1	-	272	148956723	148956994	0.6641114372188501	0.013503747410847785	0.043394966329283365	8	11	1.4286	15	29	2.0	13	22	1.75	6	18	3.4	11	24	2.3	11	33	3.2
XM_005322482.5	Lbh	12	-	251	98061963	98062213	0.26919948091598117	0.013538135503988613	0.043394966329283365	175	49	0.2759	211	28	0.1286	337	93	0.2738	91	34	0.3667	271	59	0.2148	187	54	0.2849
XM_078016128.1;XM_078016127.1;XM_078016129.1;XM_078016126.1;XM_078016125.1	Pds5b	6	-	150	172824206	172824355	-0.6830906850100363	0.013896243123984403	0.04439336729541326	8	13	1.7143	9	10	1.125	6	33	6.4	9	15	1.75	12	17	1.4545	20	23	1.1579
XM_005322611.5	Sdc1	12	+	1419	106345627	106347045	-0.40327127440839	0.013994237468405791	0.044556903243887336	34	56	1.6667	32	84	2.6774	40	146	3.7179	10	21	2.2222	27	63	2.3846	29	43	1.5
XR_013426044.1	LOC120892547	9	-	120	98484025	98484144	-0.4363843089658942	0.01449562981434415	0.045999465277518775	29	29	1.0	27	40	1.5	59	70	1.1897	13	5	0.3333	31	30	0.9667	45	49	1.0909
XM_013356228.4	LOC101967352	3	-	1739	192778029	192779767	-1.192330635798741	0.014766971071549785	0.04670483873792491	4	1	0.0	5	4	0.75	13	11	0.8333	4	2	0.3333	12	3	0.1818	13	3	0.1667
XR_013438726.1	Map2k5	5	-	829	16034860	16035688	-0.3072560357265456	0.015104533700356628	0.04761429166470037	49	52	1.0625	46	34	0.7333	87	97	1.1163	30	40	1.3448	111	61	0.5455	89	73	0.8182
XM_021727184.3;XM_005326570.5;XM_021727190.3	Cep170	10	+	2274	56312764	56315037	0.538141579264728	0.015399963036831386	0.04838536241275076	14	27	2.0	19	23	1.2222	30	36	1.2069	10	28	3.0	14	20	1.4615	15	31	2.1429
XM_078050812.1	Glrx5	5	+	573	115272638	115273210	-0.626085847534013	0.015589987687243023	0.048821277231103154	9	109	13.5	6	62	12.2	13	168	13.9167	4	23	7.3333	12	74	6.6364	8	93	13.1429
XM_005332318.5	Ppdpfl	7	-	220	78736681	78736900	-0.20575355599741652	0.015689675211065863	0.04897236328175311	50	40	0.7959	62	70	1.1311	187	319	1.7097	138	147	1.0657	202	228	1.1294	224	281	1.2556
XM_005343102.5	Phlda1	6	+	3175	40168325	40171499	0.47934822981096514	0.015780150517598526	0.04909380161030652	8	19	2.5714	42	22	0.5122	28	35	1.2593	12	24	2.0909	12	31	2.7273	47	38	0.8043
XM_005331833.5	Rpl37a	7	+	403	178829677	178830079	0.6496759648419403	0.015977883427638652	0.049547052192547215	9	119	14.75	5	113	28.0	14	207	15.8462	4	109	36.0	5	152	37.75	10	203	22.4444
XM_005339902.5	Wwtr1	3	+	3458	102835127	102838584	0.4275089434436291	0.01605933181824739	0.04963793471094648	17	40	2.4375	26	20	0.76	52	45	0.8627	16	30	1.9333	24	38	1.6087	37	47	1.2778
XM_005339113.5	Prmt6	11	+	2132	90554232	90556363	-0.4606091852259445	0.01650832739836018	0.050860607389122625	35	25	0.7059	19	19	1.0	50	53	1.0612	21	16	0.75	31	25	0.8	37	18	0.4722
XM_078022135.1;XM_078022138.1;XM_078022137.1	Ankrd50	9	+	2944	144840468	144843411	0.4737978468241904	0.01665160590787474	0.05113654459450565	22	23	1.0476	15	19	1.2857	41	71	1.75	9	32	3.875	17	34	2.0625	29	35	1.2143
XM_005327318.5	Wdr36	1	+	3096	116860641	116863736	-0.43751026373978646	0.017300229764866188	0.0527878805645917	9	23	2.75	13	42	3.4167	29	49	1.7143	27	51	1.9231	39	54	1.3947	33	62	1.9062
XM_005328985.4	Ap3b1	1	-	292	88582066	88582357	-0.3989685302043957	0.017294420473069883	0.0527878805645917	16	27	1.7333	30	20	0.6552	68	55	0.806	22	21	0.9524	62	28	0.4426	59	50	0.8448
XM_005320085.5	Asb7	5	+	3451	148620650	148624100	-0.41471697284564724	0.0175512517952051	0.05338272111512861	11	44	4.3	17	20	1.1875	53	71	1.3462	24	20	0.8261	25	55	2.25	43	48	1.119
XM_005340231.4	Tmx3	13	+	3431	8490934	8494364	-0.2651420472856166	0.01783408819378939	0.05389857765234127	38	66	1.7568	61	52	0.85	129	141	1.0938	62	62	1.0	83	62	0.7439	104	118	1.1359
XM_021728423.3;XM_013359945.4	Axin2	3	-	175	12083634	12083808	0.5245879658569743	0.017793871490386335	0.05389857765234127	22	14	0.619	47	5	0.087	97	28	0.2812	19	8	0.3889	39	22	0.5526	38	11	0.2703
XM_005334290.5	Mtpap	10	-	157	94236540	94236696	-0.2381766128858104	0.01793659759622216	0.05403683832785917	90	73	0.809	56	46	0.8182	171	145	0.8471	103	60	0.5784	125	89	0.7097	152	122	0.8013
XM_078017632.1	Atf2	7	-	112	143257544	143257655	0.7982714942249126	0.018013018869241785	0.05409588001109836	3	75	37.0	5	33	8.0	12	110	9.9091	3	48	23.5	7	74	12.1667	1	89	NA
XM_078016330.1	Tnfsf13b	6	+	1607	196240676	196242282	-0.7307957853017099	0.01809176966237713	0.05416152427227367	4	13	4.0	7	19	3.0	21	66	3.25	5	16	3.75	11	7	0.6	5	16	3.75
XM_078021677.1;XM_078021676.1	LOC144366834	9	-	1989	80938599	80940587	0.7229070780239334	0.01834416282599051	0.05474496241486823	10	5	0.4444	14	4	0.2308	53	15	0.2692	7	4	0.5	19	15	0.7778	28	10	0.3333
XR_013430067.1	LOC144370126	13	-	340	47278851	47279190	0.46295511821432545	0.018444811606167955	0.05480694399394096	11	25	2.4	15	11	0.7143	37	33	0.8889	16	40	2.6	36	39	1.0857	31	46	1.5
XM_021725646.3	LOC101977735	4	+	1057	147584154	147585210	-0.7041694204729986	0.018480072502158666	0.05480694399394096	6	12	2.2	12	12	1.0	15	23	1.5714	14	7	0.4615	7	14	2.1667	12	8	0.6364
XM_040272113.2	Hsd17b4	1	-	197	141116320	141116516	0.20635355708927794	0.019015334053870164	0.056219248507094394	73	184	2.5417	48	103	2.1702	190	572	3.0212	59	171	2.931	80	272	3.4304	107	307	2.8868
XM_005323985.4	Fundc1	x	+	1471	90425304	90426774	-0.6510712749579299	0.019274422263445216	0.056808823513312214	6	33	6.4	7	9	1.3333	12	45	4.0	6	16	3.0	12	18	1.5455	12	26	2.2727
XM_040281646.2	Polr1d	6	-	125	177132586	177132710	-0.9095169304086784	0.019435740528942678	0.05710748451714021	5	59	14.5	2	52	51.0	1	91	NA	4	50	16.3333	4	53	17.3333	6	74	14.6
XM_078018462.1	Mtrr	1	-	142	256958529	256958670	-0.5442933381089553	0.019555284392735454	0.05728194074425893	12	33	2.9091	9	20	2.375	12	64	5.7273	7	25	4.0	17	38	2.3125	20	34	1.7368
XM_078038093.1	LOC144364614	2	-	552	22267961	22268512	0.9326324699989326	0.019766965112568154	0.05772438891768369	2	16	15.0	8	5	0.5714	3	34	16.5	2	14	13.0	4	16	5.0	2	22	21.0
XM_078022220.1	LOC144367079	10	-	195	181601	181795	-0.7891036497753148	0.01985459675065961	0.05780298503555947	6	28	5.4	4	13	4.0	6	37	7.2	9	20	2.375	5	19	4.5	5	12	2.75
XM_005338444.5;XM_078027929.1	Polr1a	12	+	775	1955365	1956139	-0.6940142836558205	0.0201739176302055	0.05855356580474279	3	84	41.5	6	66	13.0	7	82	13.5	7	56	9.1667	6	57	11.2	8	74	10.4286
XM_013364125.4	Manea	8	-	210	66141098	66141307	0.3929396172232903	0.020396030138045616	0.05883945664066493	32	46	1.4516	23	21	0.9091	43	103	2.4286	9	29	3.5	43	47	1.0952	19	66	3.6111
XM_040291843.2	Septin7	2	-	169	140358594	140358762	-0.300021444555031	0.02037154181898001	0.05883945664066493	31	63	2.0667	41	56	1.375	63	131	2.0968	35	64	1.8529	57	76	1.3393	60	82	1.3729
XM_078035524.1;XM_078035523.1;XM_078035522.1;XM_078035521.1	LOC144372105	y	-	222	22599877	22600098	-0.47459106409653407	0.020577419136743613	0.05918339280416894	18	14	0.7647	12	13	1.0909	31	58	1.9	18	18	1.0	35	30	0.8529	33	30	0.9062
XM_078039704.1	Mtmr3	2	+	2171	119744214	119746384	0.40921457858312443	0.020851091002515483	0.05978987540480343	21	46	2.25	14	23	1.6923	37	67	1.8333	22	44	2.0476	27	65	2.4615	21	68	3.35
XM_078043137.1	LOC144376241	3	-	137	73296890	73297026	0.6911647975174091	0.021331676548312403	0.06098425247445468	3	20	9.5	6	17	3.2	28	51	1.8519	8	22	3.0	5	26	6.25	5	32	7.75
XM_078019332.1	Nus1	8	-	452	44778727	44779178	0.8792542204426766	0.021467217982841746	0.061187998561872285	2	73	72.0	6	81	16.0	7	110	18.1667	1	72	NA	4	82	27.0	4	142	47.0
XM_078021364.1	LOC101976079	9	-	752	51674452	51675203	-0.38915835905343166	0.021596129699848473	0.06137168798285297	56	21	0.3636	11	12	1.1	56	71	1.2727	43	26	0.5952	42	16	0.3659	58	50	0.8596
XM_078039023.1;XM_078039039.1;XM_021735436.3;XM_078039018.1	Sh2d4b	1	-	3152	42351820	42354971	0.3242455873940501	0.021981261760302087	0.062280241654189245	37	24	0.6389	46	42	0.9111	95	48	0.5	45	22	0.4773	61	56	0.9167	74	77	1.0411
XM_005327555.3	Hhip	9	-	892	129511045	129511936	0.25574891283910306	0.022101840418085637	0.06243605957868702	49	91	1.875	84	107	1.2771	193	457	2.375	31	61	2.0	53	123	2.3462	44	96	2.2093
XM_078045787.1	LOC101978562	4	+	1202	9288341	9289542	0.618826323221138	0.02297177046577151	0.06451069464134064	2	5	4.0	8	24	3.2857	29	100	3.5357	4	14	4.3333	11	38	3.7	13	101	8.3333
XR_013438149.1	Caap1	4	-	418	167321234	167321651	0.38802066844539684	0.02290510656815054	0.06451069464134064	41	23	0.55	27	21	0.7692	91	40	0.4333	17	21	1.25	54	23	0.4151	52	43	0.8235
XM_005325132.5	Ids	x	+	3814	5248442	5252255	0.43487570939301184	0.02347275638797157	0.06572371788632039	25	27	1.0833	21	14	0.65	43	13	0.2857	33	19	0.5625	32	35	1.0968	43	37	0.8571
XR_013425705.1	LOC144366620	9	-	449	10072541	10072989	-0.44279565923746583	0.024350511601090703	0.06798148693325029	19	26	1.3889	13	29	2.3333	59	26	0.431	13	17	1.3333	41	26	0.625	30	17	0.5517
XR_013426549.1	LOC144367219	10	-	3087	41296639	41299725	0.5903722402690129	0.024487956849668556	0.06816530678621188	22	11	0.4762	7	1	0.0	7	9	1.3333	89	82	0.9205	53	45	0.8462	36	31	0.8571
XM_078047693.1	Mllt3	4	-	261	161992692	161992952	0.3896649282629834	0.025532638275315177	0.07086609807026253	23	40	1.7727	23	15	0.6364	45	77	1.7273	15	36	2.5	34	28	0.8182	22	65	3.0476
XM_078014979.1;XM_040280858.2;XM_005339928.5	Ccdc91	6	-	141	81109865	81110005	0.41505506716872287	0.02566239800493637	0.0710191944787774	12	32	2.8182	7	36	5.8333	48	56	1.1702	14	44	3.3077	20	65	3.3684	35	76	2.2059
XM_078021457.1	Antxr2	9	-	917	61030180	61031096	0.3145727699297071	0.02611045060041654	0.07204970716404796	29	22	0.75	31	26	0.8333	75	65	0.8649	51	60	1.18	69	56	0.8088	83	95	1.1463
XM_021720039.3	Stard8	x	+	1459	72144244	72145702	0.39747802218232053	0.02619833993979285	0.0720832937071757	21	58	2.85	15	40	2.7857	36	132	3.7429	16	45	2.9333	16	79	5.2	20	92	4.7895
XM_005328963.5	Ptcd2	1	-	184	86552678	86552861	-0.4190899907275452	0.026403049708264535	0.0724371853667661	27	27	1.0	23	11	0.4545	50	39	0.7755	30	20	0.6552	40	14	0.3333	50	35	0.6939
XM_078042904.1	Map2k4	3	+	2595	55855278	55857872	-0.26909172788409075	0.027496957425060694	0.07522156169154535	34	62	1.8485	43	54	1.2619	73	162	2.2361	50	72	1.449	50	83	1.6735	76	103	1.36
XM_005323037.5	Fech	13	+	1428	17273541	17274968	-0.5641820523702267	0.027930239257853904	0.07618793058302842	12	17	1.4545	8	19	2.5714	22	63	2.9524	13	14	1.0833	13	19	1.5	8	17	2.2857
XM_021726594.3;XM_013358782.4;XM_021726593.3;XM_078016977.1;XM_013358781.4	Drosha	1	-	131	240212657	240212787	-0.3741179355167279	0.02840420201105704	0.07725942947007515	29	40	1.3929	22	16	0.7143	61	54	0.8833	21	20	0.95	58	36	0.614	44	35	0.7907
XM_005317277.5	Oxsm	2	-	217	34427009	34427225	-0.6377497745399388	0.029307714727548555	0.07948987014423425	6	9	1.6	10	9	0.8889	4	30	9.6667	2	17	16.0	15	12	0.7857	21	18	0.85
