chr	Gene	Transcript1	Transcript2	TTS_transcript1	TTS_transcript2	Ctrl_max_count	Ctrl_count_transcript1	Ctrl_count_transcript2	Ratio_transcript1_vs_2_in_Ctrl	Case_max_count	Case_count_transcript1	Case_count_transcript2	Ratio_transcript1_vs_2_in_Case	odds_ratio	pvalue	FDR	main_isoform_ctrl	main_isoform_case	isoform_switched
x	Diaph2	XM_040283677.2	XM_040283675.2;XM_040283676.2;XM_040283680.2	54368207	54512472	48.0	14.333	48.0	0.299	25.0	21.667	25.0	0.867	2.570711561033479	2.637890308574993e-10	6.260592999017984e-08	transcript2	transcript2	
3	Son	XM_078044564.1	XM_078044562.1	206357210	206360977	135.333	81.667	110.0	0.742	163.667	67.667	147.667	0.458	0.6399132671692407	3.03178643808814e-10	6.963328851350826e-08			
11	St7l	XM_021734772.3	XM_040287388.2	105453819	105528678	34.333	23.333	34.333	0.68	39.0	8.0	39.0	0.205	0.3521176813354766	3.6042450696270706e-10	8.019445279920232e-08	transcript2	transcript2	
11	Evi5	XM_021728012.3;XM_040288993.2;XM_040288991.2	XM_078026739.1	75697010	75746447	86.667	30.667	78.0	0.393	68.667	45.667	55.0	0.83	1.9020236722657005	4.3658354461016423e-10	9.419620720073846e-08			
1	Jakmip2	XM_078047382.1;XM_078047379.1;XM_078047376.1	XR_013438021.1	127313127	127318886	3.333	1.667	3.333	0.5	34.667	1.333	33.333	0.04	0.09064251733679478	4.924142101068452e-10	1.0114075162583613e-07	transcript2		
12	Rmdn2	XR_013429058.1;XR_013429052.1;XR_013429051.1;XM_078029359.1;XM_078029358.1	XM_078029354.1;XM_078029351.1	91583805	91710939	68.0	8.333	21.667	0.385	39.333	13.0	9.667	1.345	3.503471261836227	4.971806610820596e-10	1.0114075162583613e-07			
10	Decr2	XR_013427196.1	XM_078024819.1	135913951	135917782	488.333	161.667	488.333	0.331	550.0	140.333	550.0	0.255	0.7583785001432761	8.599918665026468e-10	1.65490326743212e-07	transcript2	transcript2	
3	LOC144376351	XR_013436722.1	XR_013436707.1	132841626	132942932	42.333	28.667	9.0	3.185	18.667	2.667	6.667	0.4	0.13234943057468565	9.3322119848462e-10	1.7485618245290774e-07			
12	Rmdn2	XR_013429058.1;XR_013429052.1;XR_013429051.1;XM_078029359.1;XM_078029358.1	XM_078029350.1	91583805	91735661	68.0	8.333	68.0	0.123	39.333	13.0	39.333	0.331	2.6819699321107136	1.0392061418835837e-09	1.8972173667207989e-07	transcript2	transcript2	
5	LOC144378141	XR_013439727.1;XR_013439725.1	XR_013439726.1	186208283	186224429	433.667	75.333	433.667	0.174	232.333	55.667	232.333	0.24	1.5508985422184212	1.1992066286402304e-09	2.13458779897961e-07	transcript2	transcript2	
6	Plekha5	XM_078015177.1	XM_078015181.1	88785304	88947550	41.667	29.0	41.667	0.696	33.0	31.667	21.333	1.484	2.169438731948625	1.8598629927828441e-09	3.229810855759476e-07	transcript2		
1	Cyp2e1	XM_040273494.2	XM_078023636.1	136446	141285	1700.333	666.0	1700.333	0.392	1537.0	685.333	1537.0	0.446	1.154408823534736	1.923456774941788e-09	3.260717199425126e-07	transcript2	transcript2	
1	Cxcl12	XM_078042866.1	XM_005334409.5	76288281	76291304	166.667	166.667	113.333	1.471	138.333	128.667	137.0	0.939	0.6891180187839532	2.3824872366293985e-09	3.9449556104189106e-07	transcript1		
7	Sf3b1	XM_078017787.1	XR_013424217.1;XR_013424216.1	162043142	162057016	86.0	72.0	56.0	1.286	69.667	49.0	67.0	0.731	0.5971696074672351	4.638585168758563e-09	7.506074182172947e-07			
12	Rmdn2	XR_013429058.1;XR_013429052.1;XR_013429051.1;XM_078029359.1;XM_078029358.1	XM_078029347.1	91583805	91758296	68.0	8.333	56.667	0.147	39.333	13.0	27.667	0.47	2.600098603852322	4.81544851907274e-09	7.619109656843979e-07			
3	LOC144376351	XM_078043834.1	XR_013436707.1	132856446	132942932	42.333	31.0	9.0	3.444	18.667	4.0	6.667	0.6	0.17353085527848533	4.96828264963186e-09	7.690037492473662e-07			
14	Scara5	XM_078030840.1	XM_078030839.1	8451793	8456880	341.333	341.333	209.333	1.631	281.0	281.0	131.667	2.134	1.3242608265194573	5.467220930194233e-09	8.282258089996369e-07	transcript1	transcript1	
6	Bcl2l13	XM_040281251.2	XM_078015546.1	112728343	112734482	30.333	25.667	22.0	1.167	42.667	41.0	14.667	2.795	2.314747399296843	5.802044399996599e-09	8.606365859994955e-07			
6	Plekha5	XM_078015171.1	XM_078015181.1	88741429	88947550	41.667	30.333	41.667	0.728	33.0	31.0	21.333	1.453	2.1119770046142285	6.740667211165203e-09	9.794602151733928e-07	transcript2		
9	Kdr	XM_005320014.5;XM_078021301.1	XM_078021304.1	40212865	40216843	55.0	41.0	36.333	1.128	49.0	46.667	19.667	2.373	2.055896917841405	8.666628074402826e-09	1.2314181825558722e-06			
4	Rbm14	XM_013361990.4	XM_005333369.5	6344995	6360256	134.0	90.333	134.0	0.674	75.0	73.333	75.0	0.978	1.5299044974606595	8.82055158853223e-09	1.2314181825558722e-06	transcript2	transcript2	
3	Xrn1	XM_005328037.5	XM_078043446.1	88227723	88278655	33.333	10.667	33.333	0.32	28.0	20.0	24.667	0.811	2.478522280857415	1.0834427800209365e-08	1.4834831911055898e-06	transcript2		
3	LOC144376351	XR_013436710.1;XR_013436713.1;XR_013436719.1;XR_013436725.1	XR_013436707.1	132842385	132942932	42.333	27.667	9.0	3.074	18.667	2.667	6.667	0.4	0.1451783378851754	1.8370278923549325e-08	2.4678563384088903e-06			
8	Pnisr	XM_021733673.3	XM_005335878.4	62679426	62691220	70.667	69.0	40.0	1.725	53.333	35.333	37.333	0.946	0.5552155311785562	2.5265973031318422e-08	3.2707950542361305e-06			
5	Sord	XM_021726509.3	XM_021726505.3	35631180	35634445	277.333	68.0	83.0	0.819	196.667	80.667	64.667	1.247	1.5924712549738127	3.040013007870258e-08	3.8651593957207565e-06			
5	Tasp1	XM_078051407.1	XM_005320468.5;XM_040274111.2;XM_040274112.2;XM_078051396.1;XM_040274113.2;XM_078051399.1	163237535	163454040	19.667	14.667	9.333	1.572	20.0	8.0	15.0	0.533	0.32180369657585417	6.88120792543455e-08	8.595473759490175e-06			
3	Hemk1	XM_078043245.1	XM_078043244.1	76218868	76223195	28.0	10.667	28.0	0.381	19.333	14.333	15.0	0.956	2.5972103023638295	7.233132263749181e-08	8.879293399636925e-06	transcript2		
11	Clcn6	XM_078025292.1	XM_005317463.5	7630586	7633590	22.0	7.667	22.0	0.348	16.333	13.0	13.667	0.951	2.882749117794135	7.371101634046944e-08	8.895295531256651e-06	transcript2		
6	Plekha5	XR_013423045.1	XM_078015176.1;XM_078015174.1	88763575	88779703	41.667	21.0	41.667	0.504	33.0	29.333	29.667	0.989	1.9822596138852413	8.72410992077728e-08	1.0190384400547347e-05	transcript2		
15	Marveld3	XM_021721721.3	XM_040280182.2	48419045	48423145	108.333	34.0	108.333	0.314	6.667	5.333	6.667	0.8	2.998254590629934	8.730525961143093e-08	1.0190384400547347e-05	transcript2	transcript2	
4	Epb41l4b	XM_078047926.1;XM_040283816.2;XM_078047925.1	XM_078047929.1	186872142	186930226	89.667	8.333	89.667	0.093	69.333	15.333	69.333	0.221	2.336926845921017	1.1013769238286335e-07	1.2648070480096567e-05	transcript2	transcript2	
1	Ablim3	XR_013438075.1	XR_013438073.1;XM_078047521.1	128858309	128860323	87.0	69.667	87.0	0.801	96.333	49.667	96.333	0.516	0.6481941011273173	1.354321328395707e-07	1.530598072726577e-05	transcript2	transcript2	
1	Snap47	XM_005341281.5	XM_078014574.1	189898078	189903694	87.0	87.0	33.0	2.636	52.0	52.0	34.333	1.515	0.5822451940999189	1.4866026293820552e-07	1.6538454251875362e-05	transcript1	transcript1	
5	Tasp1	XM_078051406.1	XM_078051407.1	163231040	163237535	19.667	5.333	14.667	0.364	20.0	10.0	8.0	1.25	3.5244980152202334	1.6605764997386945e-07	1.8189699504830007e-05			
2	Pip5k1c	XM_078033561.1	XM_078033564.1	2188261	2195547	26.333	26.333	12.667	2.079	33.667	33.667	5.667	5.941	2.760603641337372	1.747538521603059e-07	1.8852233748202697e-05	transcript1	transcript1	
1	Snap47	XR_013422904.1	XM_005341281.5	189893740	189898078	87.0	31.0	87.0	0.356	52.0	33.333	52.0	0.641	1.7131514500464768	1.9429078751478996e-07	2.0647021001571712e-05	transcript2	transcript2	
x	LOC144371774	XR_013431878.1	XR_013431877.1	93689615	93695812	41.0	4.0	35.0	0.114	50.0	13.667	38.667	0.353	2.949169191300985	2.147531483898049e-07	2.248591789022663e-05			
11	St7l	XM_021734772.3	XM_013363945.4	105453819	105527556	34.333	23.333	33.667	0.693	39.0	8.0	32.667	0.245	0.41569722223190353	2.444474996229248e-07	2.5224147787177164e-05			
1	Snap47	XR_013422905.1	XM_005341281.5	189886485	189898078	87.0	24.333	87.0	0.28	52.0	26.667	52.0	0.513	1.788463197621452	2.6483992024446955e-07	2.693800331629462e-05	transcript2	transcript2	
11	Evi5	XM_021728012.3;XM_040288993.2;XM_040288991.2	XM_040288994.2	75697010	75701462	86.667	30.667	86.667	0.354	68.667	45.667	68.667	0.665	1.664116223320583	2.711173678367138e-07	2.7188107873202847e-05	transcript2	transcript2	
7	Ubr3	XR_013424132.1;XR_013424133.1	XM_078017552.1;XM_078017556.1;XM_078017555.1;XM_040268121.2;XM_078017560.1;XM_078017553.1;XM_078017554.1;XM_078017561.1	138916945	138957768	59.0	32.333	59.0	0.548	59.333	18.667	59.333	0.315	0.542153984911495	2.9575987420862344e-07	2.924736533840832e-05	transcript2	transcript2	
3	Son	XM_078044564.1	XM_078044563.1	206357210	206360155	135.333	81.667	135.333	0.603	163.667	67.667	163.667	0.413	0.7044491605457751	4.1637242888549707e-07	4.006177964411809e-05	transcript2	transcript2	
4	Carnmt1	XM_078047485.1	XM_021725629.3	137232956	137239915	41.0	25.333	30.333	0.835	49.0	43.333	28.0	1.548	1.8982740295992668	4.2438242039562705e-07	4.028803777622486e-05			
6	Bcl2l13	XM_013365330.4	XM_078015546.1	112728603	112734482	30.333	30.333	22.0	1.379	42.667	42.667	14.667	2.909	2.0506096666128637	4.5807968367031736e-07	4.291483352279815e-05	transcript1	transcript1	
4	LOC110598447	XR_013437903.1;XR_013437907.1;XR_013437906.1;XR_013437898.1;XR_013437904.1;XR_013437899.1;XR_013437901.1;XR_013437900.1;XR_013437902.1	XR_013437905.1	99334625	99338791	22.667	21.333	22.667	0.941	44.0	21.667	44.0	0.492	0.4986272422470532	4.647441465486235e-07	4.297374446008051e-05	transcript2	transcript2	
7	Dis3l2	XM_078018227.1	XM_040268002.2;XM_040268006.2	191665728	191824753	34.667	25.333	16.0	1.583	23.333	11.0	17.667	0.623	0.4215529810327356	5.218731998214781e-07	4.763765618883236e-05			
11	LOC110599556	XM_005339386.4	XR_013428145.1	120001867	120045052	188.0	188.0	39.667	4.739	93.333	93.333	31.667	2.947	0.6254627178522606	5.988661885556141e-07	5.329909078144965e-05	transcript1	transcript1	
6	Plekha5	XM_078015179.1	XM_078015181.1	88803330	88947550	41.667	30.0	41.667	0.72	33.0	27.0	21.333	1.266	1.9410902154477017	6.263115691993409e-07	5.4382175276820824e-05	transcript2		
1	Sufu	XM_005333617.5	XM_040273838.2;XM_040273837.2	24650873	24654352	21.0	20.667	20.667	1.0	28.667	12.667	28.667	0.442	0.45744733601779647	6.399884807384194e-07	5.49002166609343e-05		transcript2	
6	Plekha5	XM_078015178.1	XM_078015181.1	88798796	88947550	41.667	26.0	41.667	0.624	33.0	25.0	21.333	1.172	1.9586835674783725	6.707065670560806e-07	5.685036615999159e-05	transcript2		
15	Znf446	XM_021721446.3	XM_040290853.2	970502	975226	91.667	49.0	90.0	0.544	103.0	33.667	103.0	0.327	0.6306667035473817	7.460417383849513e-07	6.249196679177475e-05		transcript2	
3	LOC144376351	XR_013436716.1	XR_013436707.1	132886257	132942932	42.333	22.333	9.0	2.481	18.667	2.667	6.667	0.4	0.185711735851433	7.560504907812863e-07	6.259394760886928e-05			
8	Ccnc	XM_078019571.1	XM_078019573.1	62557673	62572457	37.667	37.667	14.333	2.628	44.0	44.0	6.333	6.948	2.444948877160949	9.337144638675602e-07	7.491129542241544e-05	transcript1	transcript1	
5	Ppip5k1	XM_078049728.1;XM_078049727.1	XM_040274209.2;XM_078049705.1;XM_078049707.1;XM_078049704.1;XM_078049708.1;XM_078049711.1;XM_078049706.1;XM_078049710.1;XM_078049712.1;XM_078049713.1;XM_078049715.1;XM_078049716.1;XM_040274211.2;XM_078049709.1;XM_040274220.2;XM_040274223.2	36694399	36729547	10.333	5.333	6.0	0.889	17.333	3.0	14.0	0.214	0.22350749224890246	9.36391192780193e-07	7.491129542241544e-05			
8	Aig1	XM_078018990.1	XM_040283413.2	22083259	22244159	22.0	11.0	22.0	0.5	29.667	25.667	23.667	1.085	2.164727968338149	9.71821238997311e-07	7.688185801845393e-05	transcript2		
7	Dis3l2	XM_078018227.1	XM_078018215.1	191665728	191825022	34.667	25.333	16.667	1.52	23.333	11.0	17.667	0.623	0.43301575263540615	1.0113593305872927e-06	7.91305322393574e-05			
3	LOC144376351	XR_013436718.1	XR_013436707.1	132849671	132942932	42.333	24.667	9.0	2.741	18.667	4.333	6.667	0.65	0.22417776085112007	1.2938395565991523e-06	0.00010013193090202136			
11	Prdm2	XM_078025317.1	XM_078025316.1	8903979	8933515	56.333	56.333	20.667	2.726	45.333	45.333	9.667	4.689	2.051341114344418	1.4361193190737499e-06	0.00010859761990544402	transcript1	transcript1	
11	Prdm2	XM_078025317.1	XM_040287937.2	8903979	8933523	56.333	56.333	20.667	2.726	45.333	45.333	9.667	4.689	2.051341114344418	1.4361193190737499e-06	0.00010859761990544402	transcript1	transcript1	
12	Rmdn2	XR_013429058.1;XR_013429052.1;XR_013429051.1;XM_078029359.1;XM_078029358.1	XM_078029348.1	91583805	91754587	68.0	8.333	26.333	0.316	39.333	13.0	16.667	0.78	2.456360713986136	1.448985097052975e-06	0.00010859761990544402			
3	Hemk1	XM_078043253.1	XM_078043248.1	76218302	76234724	28.0	12.0	11.333	1.059	19.333	19.333	6.667	2.9	2.773928511017768	1.7694933308440784e-06	0.0001312374220376025		transcript1	
11	Evi5	XM_021728012.3;XM_040288993.2;XM_040288991.2	XR_013427909.1	75697010	75701571	86.667	30.667	79.333	0.387	68.667	45.667	65.667	0.695	1.613358582365571	1.8513496136507683e-06	0.00013589287885766466			
4	Rbm14	XM_013361990.4	XM_013361992.4	6344995	6352819	134.0	90.333	73.0	1.237	75.0	73.333	38.667	1.897	1.5283165944565325	1.9044730637993913e-06	0.00013696816378031985			
3	LOC144376311	XR_013436622.1	XM_078043590.1	106163520	106172171	13.667	13.667	9.667	1.414	14.0	14.0	3.0	4.667	3.532494620383773	1.9496093692463607e-06	0.0001388121870903409	transcript1	transcript1	
3	Son	XM_078044566.1	XM_078044564.1	206344008	206357210	135.333	70.667	81.667	0.865	163.667	88.333	67.667	1.305	1.4513175807549628	2.1486988188811074e-06	0.0001498490935355404			
1	Sufu	XM_005333617.5	XM_078018865.1	24650873	24672643	21.0	20.667	15.667	1.319	28.667	12.667	22.0	0.576	0.4535053476864854	2.214378188067862e-06	0.00015159973749079978			
5	Sord	XM_021726509.3	XM_040274755.2	35631180	35636214	277.333	68.0	108.667	0.626	196.667	80.667	92.667	0.871	1.446249475990551	2.2950650633881476e-06	0.00015562726906022487			
5	Tasp1	XM_078051407.1	XM_078051397.1	163237535	163406773	19.667	14.667	15.0	0.978	20.0	8.0	20.0	0.4	0.4018453000852574	2.3196399799514294e-06	0.00015580977978541676		transcript2	
10	Zscan25	XM_078023757.1	XM_005339743.5	110715801	110720947	28.667	28.667	18.667	1.536	39.333	39.333	13.333	2.95	2.003735820429621	2.4656297201710883e-06	0.00016406807109923505	transcript1	transcript1	
1	Sufu	XM_005333617.5	XR_005728708.2	24650873	24654266	21.0	20.667	21.0	0.984	28.667	12.667	28.0	0.452	0.476845947357664	2.534999238347177e-06	0.00016712217200955465	transcript2		
5	Tasp1	XM_078051407.1	XR_005728942.2;XR_013439542.1	163237535	163422793	19.667	14.667	9.667	1.517	20.0	8.0	13.333	0.6	0.3668003766106887	2.614223830070236e-06	0.00017076397862477138			
5	Mthfs	XM_005316876.5	XM_040275125.2	5581471	5668923	77.333	77.333	28.0	2.762	50.333	50.333	9.0	5.593	1.9856671719781678	2.8814094549820935e-06	0.00018650577563156823	transcript1	transcript1	
5	LOC120886165	XR_013439501.1	XR_013439499.1	155009267	155040811	228.667	176.333	28.333	6.224	210.333	186.0	15.333	12.131	1.7538966622530276	2.9781647554948607e-06	0.00019103182936147214			
2	Pip5k1c	XM_078033561.1	XM_078033528.1	2188261	2193117	26.333	26.333	13.667	1.927	33.667	33.667	7.333	4.591	2.337959830685185	3.025935535172929e-06	0.00019103822662380336	transcript1	transcript1	
6	Aebp2	XM_078015136.1	XM_078015137.1	88544677	88593742	22.0	14.333	22.0	0.652	21.333	5.667	21.333	0.266	0.3899108888155227	3.0319269113047443e-06	0.00019103822662380336	transcript2	transcript2	
7	Sf3b1	XR_005738052.2	XR_013424217.1;XR_013424216.1	162042119	162057016	86.0	58.667	56.0	1.048	69.667	44.333	67.0	0.662	0.651965405968444	3.346213070095017e-06	0.00020636637682615682			
4	Ralgps1	XM_078048267.1	XM_078048268.1;XM_078048269.1	202431568	202435106	10.0	5.333	8.667	0.615	11.667	11.667	6.0	1.944	3.2704531330828934	3.3621488359317686e-06	0.00020636637682615682		transcript1	
8	Pnisr	XM_021733673.3	XM_040283133.2	62679426	62682346	70.667	69.0	70.667	0.976	53.333	35.333	53.333	0.662	0.6413720617107088	3.5253238485651286e-06	0.0002130766725150291	transcript2	transcript2	
12	Alms1	XM_078029017.1;XM_078029015.1	XR_013428868.1	61301222	61314385	16.667	15.0	15.0	1.0	17.0	17.0	7.0	2.429	2.4791084504462217	3.5449549615557056e-06	0.0002130766725150291		transcript1	
1	Sufu	XM_005333617.5	XM_040273842.2	24650873	24666791	21.0	20.667	11.667	1.771	28.667	12.667	17.333	0.731	0.44156680338532556	3.657313479902913e-06	0.00021700059980757285			
3	Myo18a	XM_078042570.1	XM_078042580.1	42563025	42575314	76.333	76.333	44.333	1.722	91.0	91.0	35.333	2.575	1.5446931078779054	3.7294700879020237e-06	0.00021945311591621826	transcript1	transcript1	
x	LOC144371774	XR_013431878.1	XR_013431881.1	93689615	93694382	41.0	4.0	25.0	0.16	50.0	13.667	28.667	0.477	2.703418822015849	3.922261837072e-06	0.0002272613376400539			
9	Kiaa0232	XM_040292693.2	XM_078020986.1	4015323	4035008	57.333	57.333	47.333	1.211	75.333	75.333	41.0	1.837	1.5572389865514507	3.926003445186324e-06	0.0002272613376400539	transcript1	transcript1	
10	Mtarc2	XM_078022854.1	XM_005335858.5	47124615	47127959	132.333	100.667	132.333	0.761	114.667	63.0	114.667	0.549	0.7191394935995191	4.005871614666479e-06	0.00023001456368084946	transcript2	transcript2	
9	Coq2	XM_078021505.1;XM_078021506.1;XM_078021502.1;XM_078021500.1;XM_078021504.1;XM_078021499.1;XM_078021511.1;XM_078021507.1;XM_078021510.1;XM_078021508.1;XM_078021503.1;XM_078021509.1;XM_078021501.1;XM_078021497.1;XM_078021498.1	XM_078021514.1	63802796	63841553	35.333	3.333	18.333	0.182	39.333	6.667	10.667	0.625	3.3067421135841877	4.06052318777571e-06	0.00023128740077570442			
12	LOC144369008	XM_078028048.1	XM_078028044.1	9882623	9893656	12.333	12.333	5.0	2.467	10.667	5.667	8.0	0.708	0.2985128399818653	4.136061208991778e-06	0.0002337202841906465	transcript1		
5	Ppip5k1	XM_078049725.1	XM_040274209.2;XM_078049705.1;XM_078049707.1;XM_078049704.1;XM_078049708.1;XM_078049711.1;XM_078049706.1;XM_078049710.1;XM_078049712.1;XM_078049713.1;XM_078049715.1;XM_078049716.1;XM_040274211.2;XM_078049709.1;XM_040274220.2;XM_040274223.2	36700552	36729547	10.333	7.333	6.0	1.222	17.333	5.0	14.0	0.357	0.3059340428403101	4.471524323005092e-06	0.00025068703291178157			
4	Cdc26	XR_013438236.1	XR_013438243.1	190277693	190281952	55.667	45.333	27.0	1.679	59.0	23.0	24.667	0.932	0.5448880604703047	4.773915226549446e-06	0.0002655490344768129			
x	LOC144371774	XR_013431882.1	XR_013431878.1	93504710	93689615	41.0	41.0	4.0	10.25	50.0	50.0	13.667	3.658	0.39065448421963317	4.872662016225472e-06	0.0002686577215700389	transcript1	transcript1	
11	Ddi2	XM_078025349.1	XM_078025350.1	10253265	10256250	179.667	179.667	178.0	1.009	136.333	136.333	109.0	1.251	1.3062808346859058	5.115270309342264e-06	0.00027802079849249556	transcript1	transcript1	
6	Triobp	XM_013357319.4	XM_013357320.4	9356900	9366099	20.0	20.0	17.667	1.132	28.0	28.0	11.0	2.545	2.105920719262295	5.380068191936191e-06	0.00029019761762564904	transcript1	transcript1	
9	Coq2	XM_078021514.1	XM_005339312.5	63841553	63863115	35.333	18.333	35.333	0.519	39.333	10.667	39.333	0.271	0.49819743845028175	5.542844847897242e-06	0.0002967297392257772	transcript2	transcript2	
9	Kdr	XM_005320014.5;XM_078021301.1	XM_078021305.1	40212865	40216302	55.0	41.0	31.667	1.295	49.0	46.667	19.333	2.414	1.7892365469917564	5.68064009063254e-06	0.0003018369958604753			
15	Adat1	XM_021721745.3	XM_078032695.1	50542121	50553699	34.0	4.333	34.0	0.127	24.0	7.333	19.667	0.373	2.76574089948153	5.9650044523472e-06	0.00031459875333860783	transcript2		
5	Tasp1	XM_078051407.1	XR_013439540.1	163237535	163406775	19.667	14.667	14.667	1.0	20.0	8.0	19.0	0.421	0.41269531814276145	6.031300507068402e-06	0.00031575632066416925			
3	Masp1	XM_040270161.2	XM_005330990.5	132247022	132273428	70.0	24.0	60.333	0.398	64.333	28.333	43.667	0.649	1.7156611150432535	6.288514095909132e-06	0.00032681912673629946			
4	Fbxw2	XM_040286215.2	XR_013438261.1	196688812	196712299	83.667	18.667	83.667	0.223	83.0	10.0	83.0	0.12	0.5240503301134444	6.377866872874157e-06	0.0003290609574990145	transcript2	transcript2	
x	Gk	XM_013360272.4	XM_013360273.4	102610882	102616237	76.667	76.667	50.333	1.523	165.667	165.667	76.333	2.17	1.429529631130558	6.466348478161496e-06	0.00033122590765834425	transcript1	transcript1	
8	LOC144366185	XR_013425118.1	XR_013425113.1	101947794	101976532	17.333	5.0	17.333	0.288	17.0	13.333	17.0	0.784	2.5965391443536103	7.452342636599834e-06	0.00037631687640135336	transcript2	transcript2	
2	Agmo	XM_078040034.1	XM_040291151.2	158447234	158472949	102.0	65.0	47.667	1.364	134.333	73.667	78.0	0.944	0.6802286054067324	7.6126153566444e-06	0.0003817029671782262			
3	Hsf2bp	XR_013437101.1	XR_013437104.1	214217604	214259465	37.333	6.667	37.333	0.179	12.333	6.333	12.333	0.514	2.839044703669826	9.395477211410222e-06	0.0004613503292775226	transcript2	transcript2	
7	Wdr33	XM_040294209.2	XM_021721759.3	105069259	105072520	64.333	37.0	54.333	0.681	74.667	47.0	46.333	1.014	1.5845766436485218	9.638804290585184e-06	0.0004700567571847021			
5	Togaram1	XM_013361338.4	XM_040275955.2	70940061	70949823	11.0	9.667	9.667	1.0	12.0	12.0	4.0	3.0	3.1142922733003897	1.0103394421371628e-05	0.00048668684660333334		transcript1	
12	Slc20a1	XM_078028282.1	XM_078028284.1	31002539	31008608	24.667	24.667	22.333	1.105	23.333	23.333	10.667	2.187	2.0330349769720524	1.0116524339507491e-05	0.00048668684660333334	transcript1	transcript1	
10	Gpatch2	XM_005334960.5	XM_078022833.1	44192623	44293840	17.667	15.0	16.667	0.9	23.333	23.333	12.667	1.842	2.133575546316646	1.043186453285204e-05	0.0004984890971403123		transcript1	
10	Sdccag8	XM_005326568.5	XM_040277164.2	55963729	56031130	22.667	10.333	22.667	0.456	15.333	13.0	12.333	1.054	2.302400171301606	1.0671597461183993e-05	0.0005065451594908669	transcript2		
2	C1galt1	XR_013435286.1	XM_005331785.5	196942721	196961728	30.667	23.667	30.667	0.772	31.333	12.333	31.333	0.394	0.5131838631328324	1.1216321774917953e-05	0.0005288755697842109	transcript2	transcript2	
12	Alms1	XR_013428868.1	XM_078029019.1	61314385	61371220	16.667	15.0	13.667	1.098	17.0	7.0	15.667	0.447	0.41299524613943805	1.1587934354050132e-05	0.0005428032407949799			
x	LOC110597940	XR_013431715.1;XR_013431716.1	XR_013431714.1	43551851	43577647	14.0	2.0	14.0	0.143	11.333	6.0	10.667	0.562	3.681968835282431	1.2029403901127534e-05	0.0005597997109544316	transcript2		
3	Pigl	XM_040269604.2;XM_040269603.2;XM_005340815.5	XR_005726567.2	60062328	60076219	41.0	26.667	21.667	1.231	38.667	18.333	28.333	0.647	0.5358855171375558	1.2908034380587869e-05	0.0005967870440895171			
10	Sdccag8	XM_021727195.3	XM_040277164.2	55992467	56031130	22.667	11.0	22.667	0.485	15.333	13.667	12.333	1.108	2.24401525568518	1.340718263674093e-05	0.0006158654217651317	transcript2		
11	LOC106145433	XR_013428325.1;XR_013428327.1	XR_013428322.1	132240763	132250582	311.0	212.333	2.667	79.615	147.333	90.333	4.333	20.848	0.3048847894082907	1.4550283504187426e-05	0.0006640898624988107			
3	Pigl	XM_040269604.2;XM_040269603.2;XM_005340815.5	XR_005726563.2	60062328	60075901	41.0	26.667	22.333	1.194	38.667	18.333	29.0	0.632	0.5393565402640137	1.5003548462063885e-05	0.0006803560749104312			
15	Fosb	XM_005338223.5	XM_040279545.2	10560923	10562947	14.667	1.0	14.667	0.068	5.667	2.667	5.667	0.471	5.932859555221207	1.509778930278766e-05	0.0006803560749104312	transcript2	transcript2	
13	Iars1	XM_005320861.4	XR_005727347.2	94135894	94143166	28.333	28.333	25.0	1.133	58.333	58.333	31.0	1.882	1.6878878736486913	1.629589525704738e-05	0.0007251673389386085	transcript1	transcript1	
5	Ppip5k1	XM_078049728.1;XM_078049727.1	XR_013438815.1;XM_078049723.1;XM_078049720.1;XM_078049724.1	36694399	36711360	10.333	5.333	10.0	0.533	17.333	3.0	17.333	0.173	0.28441067553718985	1.6701335382431457e-05	0.0007385932169124968		transcript2	
11	LOC106145433	XR_013428323.1;XR_013428326.1	XR_013428322.1	132241641	132250582	311.0	311.0	2.667	116.61	147.333	147.333	4.333	34.003	0.30716408809203777	2.00820741659093e-05	0.0008782614215358522	transcript1	transcript1	
11	Tm2d1	XM_078026386.1	XM_078026389.1	47373917	47454867	35.0	13.667	20.333	0.672	26.667	4.0	16.333	0.245	0.37107530060984206	2.0106265689655044e-05	0.0008782614215358522			
3	Xrn1	XM_005328037.5	XR_013436550.1	88227723	88299255	33.333	10.667	21.667	0.492	28.0	20.0	20.0	1.0	2.071064163769089	2.0504870882683096e-05	0.0008902114675896564			
2	Thoc5	XM_078039692.1	XM_078039689.1	119292904	119298570	44.333	15.0	44.333	0.338	30.0	18.333	30.0	0.611	1.8665775508685236	2.0735972622428605e-05	0.0008947886367981312	transcript2	transcript2	
4	Nucb2	XM_040284673.2	XM_021727318.3	45447583	45454917	25.667	16.0	25.667	0.623	18.333	17.333	13.667	1.268	2.0282352511727466	2.1950739828057918e-05	0.0009302932593795974	transcript2		
8	Dst	XM_078019851.1	XM_021721801.3;XM_078019848.1;XM_078019847.1;XM_078019846.1;XM_040282863.2;XM_078019845.1;XM_078019849.1;XM_078019850.1;XM_021721825.3;XM_078019844.1;XM_021721803.3;XM_078019852.1	96131042	96266868	59.333	13.0	59.333	0.219	37.333	16.333	37.333	0.437	1.8244509080452769	2.2263705372272825e-05	0.0009368041054536851	transcript2	transcript2	
