Transcript	Gene	chr	strand	last_exon_len	last_exon_s	last_exon_e	log2fc	pvalue	FDR	last_exon_SRR13652347	tts_down_50k_SRR13652347	ratio_SRR13652347	last_exon_SRR13652348	tts_down_50k_SRR13652348	ratio_SRR13652348	last_exon_SRR13652349	tts_down_50k_SRR13652349	ratio_SRR13652349	last_exon_SRR13652341	tts_down_50k_SRR13652341	ratio_SRR13652341	last_exon_SRR13652342	tts_down_50k_SRR13652342	ratio_SRR13652342	last_exon_SRR13652343	tts_down_50k_SRR13652343	ratio_SRR13652343
XM_078038648.1	LOC110597289	2	-	457	58012454	58012910	3.1015440599978006	5.3306294052003545e-43	3.961209092485091e-42	13	4	0.25	36	17	0.4571	32	14	0.4194	21	55	2.7	5	37	9.0	13	43	3.5
XM_005319463.4	Orc5	2	-	199	174890952	174891150	2.608216716662797	1.1169640693704333e-42	8.229256647840286e-42	41	49	1.2	28	22	0.7778	59	61	1.0345	15	49	3.4286	1	65	NA	12	59	5.2727
XM_005328777.4	Bzw2	2	-	153	157159760	157159912	1.9791409045903678	1.5429878819325478e-41	1.127165723920217e-40	137	14	0.0956	183	8	0.0385	314	31	0.0958	154	28	0.1765	12	31	2.7273	160	31	0.1887
XM_005323330.4;XM_021725189.3	Pls3	x	-	142	33619495	33619636	1.9311954121236725	1.9607706667432625e-41	1.4203229535568844e-40	82	29	0.3457	106	20	0.181	156	22	0.1355	76	44	0.5733	12	37	3.2727	73	41	0.5556
XM_005338863.5	Tvp23c	3	-	166	58946687	58946852	1.9931687950647718	2.221640599688537e-41	1.5958784974429326e-40	26	184	7.32	24	151	6.5217	60	335	5.661	26	311	12.4	6	410	81.8	11	373	37.2
XM_013359850.3;XM_078047642.1;XM_021728196.3;XM_078047641.1	Mpdz	4	-	296	155694713	155695008	1.4940594112685783	2.575607413657372e-41	1.8348542070848387e-40	36	88	2.4857	36	34	0.9429	125	260	2.0887	77	275	3.6053	17	154	9.5625	53	311	5.9615
XM_005340196.5	Ube2g2	3	-	149	215054419	215054567	2.796234650030497	4.574057915674244e-41	3.2318343633698344e-40	32	40	1.2581	31	58	1.9	75	82	1.0946	10	88	9.6667	1	35	NA	9	57	7.0
XR_013424179.1;XM_040294521.2	Rbm45	7	+	10283	145806647	145816929	1.554247765591632	4.946627696616837e-41	3.4666610361656215e-40	107	51	0.4717	81	33	0.4	227	70	0.3053	60	59	0.9831	68	92	1.3582	54	57	1.0566
XM_005335938.4	Dnajb9	2	-	139	164224667	164224805	1.9637191241480776	8.764548147083151e-41	6.092774599020707e-40	18	165	9.6471	25	185	7.6667	149	298	2.0068	35	244	7.1471	1	208	NA	9	200	24.875
XM_078017888.1;XM_078017893.1	Ino80d	7	-	272	170002363	170002634	1.977279025819785	1.0913534254204215e-40	7.525973221699227e-40	9	31	3.75	29	14	0.4643	107	49	0.4528	59	121	2.069	26	97	3.84	25	86	3.5417
XR_013424027.1	Slc35f5	7	-	311	92797059	92797369	1.3927151493033345	7.354432688625538e-40	5.031365855234297e-39	45	79	1.7727	41	57	1.4	92	122	1.3297	97	274	2.8438	19	227	12.5556	89	244	2.7614
XM_005321354.5	Ust	8	-	768	17252364	17253131	3.2836693866399593	4.617269160685037e-39	3.1339259972523637e-38	14	17	1.2308	28	22	0.7778	44	57	1.3023	7	89	14.6667	1	23	NA	6	38	7.4
XM_005334285.5	Wac	10	-	405	95278208	95278612	2.868462088148285	5.043860136433573e-39	3.3967245606294844e-38	12	188	17.0	24	152	6.5652	35	373	10.9412	6	315	62.8	1	400	NA	6	274	54.6
XM_078051097.1	Tlnrd1	5	+	3281	132066826	132070106	1.744182325443228	5.106158599611845e-39	3.412022258035202e-38	46	37	0.8	70	23	0.3188	79	52	0.6538	64	75	1.1746	20	78	4.0526	45	86	1.9318
XM_005328152.5;XM_040268664.2	LOC101960968	3	-	112	17143480	17143591	1.874890277554055	8.890883704982936e-39	5.895339810534838e-38	17	29	1.75	33	41	1.25	78	48	0.6104	43	130	3.0714	22	99	4.6667	32	114	3.6452
XM_005325685.5	Mbnl1	3	-	387	100290630	100291016	1.3010777041827788	1.575822413731331e-38	1.0369152065926774e-37	64	138	2.1746	23	92	4.1364	128	165	1.2913	94	379	4.0645	39	182	4.7632	53	316	6.0577
XM_005316285.3	Klf10	7	+	1575	33577231	33578805	0.8887682731927865	1.8819489592122975e-38	1.2289696991219701e-37	90	219	2.4494	43	26	0.5952	345	338	0.9797	305	688	2.2599	219	473	2.1651	152	398	2.6291
XM_005327314.5	Zmat2	1	+	1095	120954025	120955119	-1.8805784655041602	3.1403459867351714e-38	2.0353219853877577e-37	17	136	8.4375	9	302	37.625	28	404	14.9259	29	139	4.9286	31	80	2.6333	28	134	4.9259
XM_005327667.5	Dtx3l	3	-	187	145844552	145844738	3.048945890037402	3.7459713308893083e-38	2.4097218561392417e-37	16	62	4.0667	7	47	7.6667	35	148	4.3235	5	157	39.0	1	181	NA	8	183	26.0
XM_078017755.1	Nab1	7	+	3389	156329383	156332771	1.4766567926489982	9.021075678718605e-38	5.760123877818843e-37	37	64	1.75	51	65	1.28	107	193	1.8113	41	146	3.625	54	224	4.2075	26	172	6.84
XM_078021457.1	Antxr2	9	-	917	61030180	61031096	2.138270123424083	1.011059300321364e-37	6.408331741742763e-37	29	22	0.75	31	26	0.8333	75	65	0.8649	28	80	2.9259	12	80	7.1818	15	42	2.9286
XM_005334856.5	Vta1	8	-	184	23112152	23112335	2.350381736794812	2.210656876986263e-37	1.390938852527123e-36	21	48	2.35	21	36	1.75	50	108	2.1837	11	100	9.9	5	107	26.5	15	116	8.2143
XM_021733547.3	Slc16a7	6	-	252	54176731	54176982	2.9035800688822717	6.751012698479078e-37	4.1865992417906225e-36	17	69	4.25	14	38	2.8462	38	91	2.4324	5	97	24.0	3	108	53.5	7	120	19.8333
XR_013426534.1	LOC144367210	10	-	354	38785069	38785422	2.226558037347247	6.742483826656086e-37	4.1865992417906225e-36	30	26	0.8621	38	6	0.1351	51	29	0.56	44	39	0.8837	2	54	53.0	23	56	2.5
XM_078042915.1	LOC144376174	3	-	100	57246234	57246333	4.05832505204229	7.92169046231132e-37	4.8774979846516846e-36	7	26	4.1667	19	35	1.8889	17	27	1.625	1	54	NA	1	100	NA	3	45	22.0
XM_078020058.1	Unc5cl	8	+	3309	110247374	110250682	2.120761694342498	1.0713403767283744e-36	6.549612799573467e-36	30	10	0.3103	91	22	0.2333	96	16	0.1579	69	65	0.9412	36	41	1.1429	28	26	0.9259
XM_078019349.1	LOC144366078	8	+	583	46255401	46255983	-0.9757941459128224	1.7002375115398987e-36	1.0321160105263328e-35	82	390	4.8025	87	301	3.4884	271	1084	4.0111	115	117	1.0175	110	190	1.7339	47	261	5.6522
XM_021734208.3	Pros1	3	-	236	127451968	127452203	2.373715983094701	3.4466504381712265e-36	2.0776312431493688e-35	11	57	5.6	23	55	2.4545	29	112	3.9643	15	167	11.8571	2	142	141.0	13	222	18.4167
XM_005338512.5	Hmgb3	x	-	98	4011828	4011925	4.35197735575551	4.355893412626104e-36	2.6074861956136816e-35	3	10	4.5	4	8	2.3333	7	12	1.8333	2	105	104.0	1	91	NA	3	77	38.0
XM_013365246.4;XM_040291712.2	Arl4a	2	-	358	160592495	160592852	2.4600161638081133	6.105776327408842e-36	3.629778754638911e-35	18	71	4.1176	22	83	3.9048	50	172	3.4898	13	143	11.8333	1	147	NA	8	150	21.2857
XM_040280294.2	Bbs10	6	+	3330	39918978	39922307	-1.7087282166983586	1.1965220130891644e-35	7.064397090978491e-35	32	45	1.4194	19	17	0.8889	41	49	1.2	182	110	0.6022	139	35	0.2464	165	45	0.2683
XM_040293984.2	Ythdf3	7	+	3113	64641039	64644151	1.084422826441286	1.3456623393456766e-35	7.890890724598457e-35	76	106	1.4	45	74	1.6591	164	189	1.1534	115	318	2.7807	101	277	2.76	103	300	2.9314
XM_005328629.5	Ca2	7	-	174	47518469	47518642	3.133774672862565	1.684411202112269e-35	9.810557136626865e-35	24	19	0.7826	34	38	1.1212	70	89	1.2754	5	33	8.0	1	36	NA	6	43	8.4
XM_005326618.5	Tcaf2	2	-	1820	220411296	220413115	2.1767985652428528	1.743694424953608e-35	1.008768184100678e-34	26	10	0.36	29	9	0.2857	68	28	0.403	38	60	1.5946	11	65	6.4	55	44	0.7963
XM_078050096.1	Tmem229b	5	-	129	62218378	62218506	4.266427679974475	4.072629359873398e-34	2.340404338807246e-33	4	26	8.3333	25	36	1.4583	45	44	0.9773	1	53	NA	1	30	NA	2	44	43.0
XM_021723474.3	Cdk5rap2	4	-	227	196574651	196574877	1.9374764847621322	9.841378941234548e-34	5.61805870685045e-33	58	62	1.0702	46	63	1.3778	160	110	0.6855	25	81	3.3333	6	33	6.4	13	46	3.75
XM_078015268.1	LOC120888566	6	+	143	98078487	98078629	-3.0707765556404953	1.2568258224042497e-33	7.127525387581995e-33	2	9	8.0	11	168	16.7	26	411	16.4	10	8	0.7778	11	13	1.2	4	13	4.0
XM_078026082.1	Ebna1bp2	11	-	238	31353437	31353674	3.60813652306511	1.853167019970594e-33	1.0372921891004233e-32	17	15	0.875	18	26	1.4706	35	28	0.7941	2	26	25.0	3	28	13.5	3	45	22.0
XM_005328668.5	Ndufaf6	7	-	239	39913114	39913352	2.054589729551699	1.8462960234663745e-33	1.0372921891004233e-32	27	41	1.5385	41	15	0.35	73	36	0.4861	22	62	2.9048	6	34	6.6	30	57	1.931
XM_078022072.1	Hhip	9	-	894	129511045	129511938	1.3780887222793652	3.620464898757265e-33	2.013445640470169e-32	49	94	1.9375	84	102	1.2169	193	456	2.3698	38	142	3.8108	20	136	7.1053	31	141	4.6667
XM_078017896.1;XM_078017897.1	Zdbf2	7	+	11622	170201849	170213470	1.871120751798814	8.37111728149713e-33	4.6255789081093114e-32	82	7	0.0741	79	11	0.1282	243	13	0.0496	369	117	0.3152	282	78	0.274	255	75	0.2913
XM_005324141.5	Prrc1	1	-	156	133640748	133640903	1.4187365147470223	9.014043984305897e-33	4.949112047434194e-32	51	51	1.0	36	56	1.5714	126	108	0.856	58	109	1.8947	16	131	8.6667	55	116	2.1296
XM_005330933.5	Tmem144	9	-	247	117481794	117482040	2.9004336668531545	1.9070402231621366e-32	1.0404232103580771e-31	12	19	1.6364	17	12	0.6875	29	29	1.0	10	52	5.6667	4	51	16.6667	5	42	10.25
XR_013437182.1	Arrdc3	1	-	615	99827222	99827836	-1.0961150086026181	2.5254050530481086e-32	1.3691189658663329e-31	194	273	1.4093	77	23	0.2895	457	892	1.9539	134	16	0.1128	40	73	1.8462	123	78	0.6311
XR_013424434.1	LOC144365682	7	-	786	194051148	194051933	2.540167895937778	3.189201706040334e-32	1.7181824191292299e-31	53	5	0.0769	43	6	0.119	104	10	0.0874	120	101	0.8403	23	10	0.4091	43	20	0.4524
XM_005324491.5	Mcfd2	12	+	1495	84072907	84074401	-1.3477340867172647	4.008278547700568e-32	2.1460472721229126e-31	39	104	2.7105	47	60	1.2826	117	112	0.9569	103	61	0.5882	104	35	0.3301	69	57	0.8235
XR_013439319.1;XM_078051014.1	Atp5mj	5	-	159	122892215	122892373	2.649490286162591	6.234401603841869e-32	3.317317396612155e-31	37	6	0.1389	30	5	0.1379	41	13	0.3	29	32	1.1071	4	37	12.0	26	11	0.4
XM_078047559.1;XM_078047556.1	Tjp2	4	-	223	142496046	142496268	2.2154543053899456	7.412402558988212e-32	3.9199331324219866e-31	13	56	4.5833	18	39	2.2353	36	115	3.2571	16	166	11.0	2	146	145.0	13	129	10.6667
XM_005317067.4	Ubl3	6	+	2944	175352936	175355879	0.8580575121183207	1.6476677285498685e-31	8.660302329329187e-31	48	107	2.2553	139	300	2.1667	99	147	1.4898	384	1457	3.8016	115	343	3.0	168	610	3.6467
XM_005327481.3	Bloc1s5	8	-	162	140867461	140867622	2.036797069984598	1.7948448547081763e-31	9.376704634899685e-31	32	41	1.2903	28	25	0.8889	79	64	0.8077	20	59	3.0526	5	58	14.25	18	50	2.8824
XM_078050223.1	Psma6	5	-	197	79525489	79525685	1.6530274940944314	3.004280467683324e-31	1.5600540741825454e-30	34	77	2.303	26	36	1.4	91	94	1.0333	39	97	2.5263	7	101	16.6667	26	116	4.6
XM_078052959.1;XM_078052958.1	Nedd1	6	-	81	22306117	22306197	2.2429807831463378	4.027975148355576e-31	2.0791105256781476e-30	25	24	0.9583	29	14	0.4643	40	57	1.4359	13	62	5.0833	3	47	23.0	21	50	2.45
XM_005333681.5	Hif1an	1	-	177	26493733	26493909	3.665356949978831	4.9634885160159555e-31	2.5467423219081868e-30	19	99	5.4444	12	74	6.6364	20	190	9.9474	2	131	130.0	1	152	NA	2	153	152.0
XM_078041895.1;XM_005334328.5	Tfam	1	-	274	62045189	62045462	1.181376923380034	7.976606891304514e-31	4.068541503138752e-30	66	48	0.7231	46	21	0.4444	132	69	0.5191	263	187	0.7099	71	204	2.9	152	188	1.2384
XM_005319995.5	Usp46	9	-	212	38293418	38293629	2.9822371962870116	9.723238986357547e-31	4.930254121317768e-30	4	23	7.3333	11	39	3.8	13	56	4.5833	8	195	27.7143	1	150	NA	6	143	28.4
XR_013440415.1;XM_005324422.4	Tmtc3	6	-	305	29763625	29763929	1.560316756926634	4.1689517907042e-30	2.1015417798754504e-29	58	32	0.5439	53	27	0.5	140	42	0.295	68	57	0.8358	19	55	3.0	52	55	1.0588
XM_078052542.1	Atxn10	6	-	360	3341979	3342338	2.2632558679892756	6.900682180618329e-30	3.4583651393563954e-29	20	74	3.8421	24	63	2.6957	42	177	4.2927	10	205	22.6667	6	82	16.2	6	98	19.4
XM_005332479.5	Rpl22l1	3	-	154	115725878	115726031	1.946472643377154	1.1443190493800543e-29	5.701751563963045e-29	14	45	3.3846	11	35	3.4	50	80	1.6122	20	178	9.3158	6	123	24.4	26	138	5.48
XM_005340087.4	Ccser2	1	-	263	39258116	39258378	2.132837657443107	3.310186098466945e-29	1.6398738028037394e-28	18	27	1.5294	22	18	0.8095	57	37	0.6429	17	53	3.25	5	55	13.5	20	52	2.6842
XR_013426836.1	LOC144367450	10	-	107	111365262	111365368	3.182305585376534	6.866133526054382e-29	3.3820611996907867e-28	35	198	5.7941	9	128	15.875	49	371	7.7083	6	299	59.6	1	139	NA	1	84	NA
XM_078022775.1	Lpgat1	10	-	144	39262432	39262575	3.482012354018157	1.0599470444082977e-28	5.191331547045186e-28	5	50	12.25	4	52	17.0	8	154	21.8571	3	364	181.5	1	454	NA	3	371	185.0
XM_013358824.4	Mfsd1	3	-	202	95356919	95357120	2.972236612678241	2.157715323555157e-28	1.0508195530534155e-27	7	39	6.3333	16	26	1.6667	23	101	4.5455	7	119	19.6667	1	86	NA	3	77	38.0
XM_078033860.1	LOC101968204	16	-	159	35915243	35915401	3.6190310585013825	2.588105935470162e-28	1.2533411889748762e-27	12	67	6.0	16	38	2.4667	31	131	4.3333	2	75	74.0	2	90	89.0	1	71	NA
XM_078025949.1	Rragc	11	-	338	27618286	27618623	1.98869461019156	1.2829391026604685e-27	6.178176013929183e-27	17	46	2.8125	15	36	2.5	55	79	1.4444	29	149	5.2857	3	80	39.5	11	76	7.5
XM_005329286.4	Lpl	14	-	310	14981884	14982193	2.9008253405953686	1.4100755487199013e-27	6.75269512775864e-27	13	15	1.1667	12	9	0.7273	12	20	1.7273	4	48	15.6667	3	52	25.5	10	47	5.1111
XM_005321601.3	Mmd	3	-	280	29932476	29932755	2.7858112152072456	3.624650876268648e-27	1.7262149477036326e-26	13	39	3.1667	18	70	4.0588	29	91	3.2143	7	77	12.6667	2	82	81.0	2	98	97.0
XM_078019377.1	Marcks	8	-	525	48621970	48622494	2.438104697129438	3.971106699528874e-27	1.8808208653812578e-26	40	19	0.4615	50	10	0.1837	81	22	0.2625	14	11	0.7692	3	21	10.0	13	17	1.3333
XR_013435964.1	LOC144375991	3	+	6727	8754321	8761047	0.8275975868890342	2.247856375414966e-26	1.0588263363976506e-25	178	92	0.5141	113	34	0.2946	175	103	0.5862	476	415	0.8716	207	216	1.0437	402	287	0.7132
XM_040292523.2	Rbm47	9	-	140	30604570	30604709	1.6340021320596807	2.2869287393316418e-26	1.0713763985347149e-25	51	232	4.62	22	123	5.8095	30	382	13.1379	5	288	71.75	12	272	24.6364	24	292	12.6522
XM_040280378.1;XM_005328694.4	Tbk1	6	-	131	50180273	50180403	2.1242697157422117	3.5272243012017015e-26	1.643495863586955e-25	16	80	5.2667	15	52	3.6429	21	142	7.05	8	196	27.8571	6	162	32.2	11	193	19.2
XR_013434668.1	LOC144375182	1	-	62	39848186	39848247	3.2358396871827333	7.470246533234323e-26	3.4620174793806378e-25	43	30	0.6905	31	8	0.2333	36	77	2.1714	3	30	14.5	1	15	NA	3	11	5.0
XM_005335189.5	Ice1	1	-	333	258956676	258957008	2.1045442124767435	1.0332900896622121e-25	4.763080520261106e-25	19	38	2.0556	12	62	5.5455	46	204	4.5111	17	197	12.25	2	94	93.0	8	114	16.1429
XM_078052864.1	LOC120888597	6	-	116	12654611	12654726	3.0865953767138166	5.980069294039215e-25	2.7419253890754276e-24	5	168	41.75	9	62	7.625	73	234	3.2361	3	155	77.0	3	115	57.0	1	91	NA
XM_005326812.5	Wee1	4	-	870	52315881	52316750	1.9661162338561544	8.632112869563456e-25	3.9369742293987826e-24	8	14	1.8571	22	26	1.1905	34	19	0.5455	38	59	1.5676	3	72	35.5	19	81	4.4444
XM_005327221.3	Pja2	1	-	139	115434864	115435002	1.362224213130612	9.128400284144714e-25	4.141411076280391e-24	25	73	3.0	48	64	1.3404	141	134	0.95	49	89	1.8333	10	83	9.1111	22	110	5.1905
XM_005330419.5	Rab21	6	-	287	43726654	43726940	3.0217406675148624	2.1576888534420616e-24	9.73784184118878e-24	9	128	15.875	4	94	31.0	17	288	17.9375	6	510	101.8	1	386	NA	2	292	291.0
XR_013424772.1	LOC144365994	8	+	4154	15388836	15392989	1.7296998191834743	2.950304945788684e-24	1.324563991286378e-23	34	29	0.8485	15	19	1.2857	35	24	0.6765	42	127	3.0732	21	54	2.65	24	73	3.1304
XM_040270443.2	Cblb	3	+	3654	161672843	161676496	1.46806628567242	5.833080992523516e-24	2.605241355209985e-23	29	33	1.1429	36	16	0.4286	71	34	0.4714	47	78	1.6739	51	97	1.92	45	72	1.6136
XM_005330145.4	Foxo3	8	-	269	54742577	54742845	0.9290294673127877	7.19321630533237e-24	3.196161059379641e-23	86	709	8.3294	82	470	5.7901	236	1439	6.1191	57	566	10.0893	12	413	37.4545	54	521	9.8113
XM_078014903.1	Cpne8	6	+	1704	74609458	74611161	1.3805471220696883	8.305940111095965e-24	3.671651474751139e-23	20	69	3.5789	13	37	3.0	37	67	1.8333	69	416	6.1029	45	287	6.5	45	321	7.2727
XM_005333286.3	LOC101975801	9	-	762	51916021	51916782	2.1334767718424628	1.0090813060878876e-23	4.437898397182445e-23	91	54	0.5889	49	24	0.4792	102	95	0.9307	10	23	2.4444	4	14	4.3333	9	30	3.625
XM_078035524.1;XM_078035523.1;XM_078035522.1;XM_078035521.1	LOC144372105	y	-	222	22599877	22600098	2.157516745581713	1.424857370912237e-23	6.234655095057605e-23	18	14	0.7647	12	13	1.0909	31	58	1.9	17	47	2.875	3	57	28.0	10	67	7.3333
XR_013427849.1	LOC144368081	11	-	745	50810946	50811690	-1.2394178702104304	1.5158069722087358e-23	6.599119242646113e-23	47	105	2.2609	29	14	0.4643	101	168	1.67	121	48	0.3917	46	45	0.9778	66	47	0.7077
XR_005726126.2	LOC120883982	14	-	994	68274067	68275060	1.4572312449303568	1.7769345185604727e-23	7.697073140699132e-23	17	109	6.75	49	246	5.1042	80	320	4.038	13	157	13.0	16	224	14.8667	21	278	13.85
XM_013358700.4	Mat2b	1	+	1087	174035551	174036637	2.454409074936077	4.14437257777162e-23	1.7862245810195683e-22	7	63	10.3333	10	34	3.6667	17	146	9.0625	7	195	32.3333	4	191	63.3333	4	170	56.3333
XM_005324103.5	C4H9orf85	4	-	466	140000939	140001404	1.4539965397252315	4.612558213506307e-23	1.9781219801206153e-22	59	33	0.5517	38	16	0.4054	119	65	0.5424	35	52	1.5	11	57	5.6	58	33	0.5614
XM_013366422.4	Sap130	7	-	157	105327020	105327176	1.96911809685356	6.289421096349679e-23	2.6839014777492193e-22	9	48	5.875	13	26	2.0833	53	104	1.9808	20	112	5.8421	2	94	93.0	10	94	10.3333
XM_005336762.5	Nsun3	3	-	696	171560791	171561486	-1.165016109389893	7.826806896832716e-23	3.323501253728966e-22	47	73	1.5652	22	66	3.0952	83	113	1.3659	121	61	0.5	41	54	1.325	101	79	0.78
XM_005319202.5	Epdr1	2	-	534	138499511	138500044	1.1215641906176415	1.0831655360759364e-22	4.576905353418908e-22	68	57	0.8358	55	24	0.4259	121	72	0.5917	122	148	1.2149	8	84	11.8571	113	65	0.5714
XR_013437674.1	Pfdn1	1	-	118	120627809	120627926	2.0394111170266984	1.5087295522236726e-22	6.344023775691735e-22	25	25	1.0	19	22	1.1667	11	67	6.6	10	85	9.3333	2	53	52.0	16	71	4.6667
XM_021726594.3;XM_013358782.4;XM_021726593.3;XM_078016977.1;XM_013358781.4	Drosha	1	-	131	240212657	240212787	2.362813111783301	4.400275993472378e-22	1.841280537074364e-21	29	40	1.3929	22	16	0.7143	61	54	0.8833	9	22	2.625	4	23	7.3333	3	37	18.0
XM_005340156.4	Yipf6	x	+	4556	71981821	71986376	1.2626777519035015	8.392218740264832e-22	3.494730702467771e-21	35	24	0.6765	42	21	0.4878	85	47	0.5476	97	138	1.4271	65	83	1.2812	75	105	1.4054
XM_078018754.1	Cep43	8	-	210	2320086	2320295	1.6500967472781776	1.8890569558624314e-21	7.8286879613145e-21	38	161	4.3243	49	141	2.9167	114	328	2.8938	8	130	18.4286	7	77	12.6667	13	81	6.6667
XM_005323964.3	Otc	x	-	212	95808373	95808584	0.9532762637717344	3.264661710808399e-21	1.3464777008214545e-20	65	237	3.6875	35	81	2.3529	161	807	5.0375	46	342	7.5778	24	360	15.6087	57	265	4.7143
XM_078023450.1;XM_078023451.1	Svil	10	-	155	93755850	93756004	1.8431784797387096	4.630015647044327e-21	1.9005111846439095e-20	9	17	2.0	17	19	1.125	28	23	0.8148	44	130	3.0	4	56	18.3333	29	87	3.0714
XM_078019696.1	Tent5a	8	+	4756	77494601	77499356	1.283982576491373	4.87380114798162e-21	1.9910979097441498e-20	91	32	0.3444	92	16	0.1648	254	44	0.17	75	38	0.5	75	40	0.527	63	37	0.5806
XM_005328388.5	Sc5d	4	+	5742	104329954	104335695	0.5993336089086057	5.114333651909836e-21	2.079507362238811e-20	402	188	0.4663	288	111	0.3833	775	400	0.5155	305	238	0.7796	219	152	0.6927	198	121	0.6091
XR_013437953.1	LOC144377210	4	-	553	103344191	103344743	3.459748810091631	9.977154501219545e-21	4.037702901432511e-20	16	3	0.1333	16	6	0.3333	46	7	0.1333	4	4	1.0	4	6	1.6667	1	14	NA
XM_005330425.5	Atxn7l3b	6	-	3633	41458950	41462582	0.7379723091072297	1.2372957635275063e-20	4.9838735895360297e-20	112	70	0.6216	111	36	0.3182	259	175	0.6744	317	211	0.6646	140	232	1.6619	254	203	0.7984
XM_005317404.3	Eif1b	2	-	142	22420468	22420609	2.693483687884449	1.504384502320155e-20	6.031532283720806e-20	8	53	7.4286	1	50	NA	13	72	5.9167	4	256	85.0	5	156	38.75	2	194	193.0
XM_078044484.1	C3H21orf91	3	-	133	192868642	192868774	0.9251422310548576	2.986252693610189e-20	1.1917360286536958e-19	85	99	1.1667	61	31	0.5	267	147	0.5489	160	96	0.5975	9	90	11.125	85	112	1.3214
XM_078039405.1	Ran	2	+	401	106250302	106250702	1.768947497388779	3.117971415716224e-20	1.2385674471646934e-19	6	60	11.8	6	40	7.8	17	78	4.8125	16	699	46.5333	24	336	14.5652	21	410	20.45
XM_013356910.4;XM_078018838.1	Arid1b	8	-	2112	10136029	10138140	1.0272325317049196	3.2217581783520565e-20	1.2739245641006756e-19	42	58	1.3902	51	68	1.34	96	162	1.6947	105	202	1.9327	22	120	5.6667	46	169	3.7333
XM_005329734.5	Rad23b	4	+	1333	185377882	185379214	0.7144149395107148	5.1995996448293135e-20	2.0466004081474284e-19	95	298	3.1596	50	216	4.3878	107	528	4.9717	120	710	5.958	108	679	6.3364	82	680	8.3827
XM_005322977.4	Ca8	7	-	383	62020437	62020819	1.3941370899439154	5.571356792394996e-20	2.1829588886565845e-19	84	38	0.4458	68	33	0.4776	186	109	0.5838	40	26	0.641	9	36	4.375	25	35	1.4167
XM_005334409.5	Cxcl12	1	+	3017	76288288	76291304	0.7944127708444396	8.598460454428022e-20	3.353788647835726e-19	123	117	0.9508	85	59	0.6905	548	270	0.4918	155	143	0.9221	55	66	1.2037	99	139	1.4082
XM_005324146.5	Isoc1	1	-	425	132222593	132223017	1.4854951067154325	9.336757754853789e-20	3.62535368679458e-19	27	145	5.5385	27	113	4.3077	51	277	5.52	23	254	11.5	3	144	71.5	15	156	11.0714
XM_078047949.1	Or2k2	4	-	13719	188651975	188665693	-1.0907156706708399	1.1430508760566502e-19	4.418429843770549e-19	114	29	0.2478	104	36	0.3398	272	65	0.2362	231	39	0.1652	285	36	0.1232	304	28	0.0891
XM_005342078.5	Vamp7	x	-	152	210038	210189	2.134691012845909	1.6313545473373106e-19	6.277801874128401e-19	25	16	0.625	39	18	0.4474	59	39	0.6552	14	22	1.6154	4	15	4.6667	6	23	4.4
XM_078047381.1	Gas1	4	+	2620	126057653	126060272	1.3303751604565957	1.828945556025864e-19	7.006893641307976e-19	43	31	0.7143	25	14	0.5417	53	25	0.4615	99	97	0.9796	39	78	2.0263	62	105	1.7049
XM_078019475.1	LOC144366111	8	-	244	51903951	51904194	1.6860005733903631	1.879824371193379e-19	7.169949592781827e-19	40	16	0.3846	16	6	0.3333	71	25	0.3429	37	41	1.1111	6	35	6.8	58	32	0.5439
XM_078042477.1	Znf207	3	-	187	39862450	39862636	0.7300878294946711	2.0814055896178205e-19	7.903839727976041e-19	67	329	4.9697	58	211	3.6842	188	666	3.5561	123	620	5.0738	40	428	10.9487	86	526	6.1765
XM_021733541.3	Atp23	6	-	60	55653945	55654004	2.9646957546291635	3.109476932892333e-19	1.1756004895408733e-18	13	10	0.75	11	6	0.5	19	18	0.9444	2	19	18.0	2	24	23.0	6	17	3.2
XM_078021950.1;XM_078021946.1;XM_078021947.1;XM_078021949.1;XM_078021948.1;XM_078021945.1	Rapgef2	9	-	375	116726213	116726587	2.249848335369614	3.5187022584096213e-19	1.3245071383183816e-18	3	52	25.5	9	18	2.125	10	60	6.5556	9	260	32.375	4	143	47.3333	7	144	23.8333
XM_040283260.2;XM_078019230.1	Trmt11	8	-	137	37047901	37048037	1.7569052661302111	4.808456376398291e-19	1.8021258245457944e-18	33	17	0.5	35	15	0.4118	74	18	0.2329	31	30	0.9667	3	20	9.5	32	26	0.8065
XM_078051099.1;XM_021722947.3	Efl1	5	-	109	133207535	133207643	2.457999235783291	4.95088221114077e-19	1.8474720632049106e-18	12	31	2.7273	11	41	4.0	14	88	6.6923	1	79	NA	2	70	69.0	9	101	12.5
XM_005334331.5	Cisd1	1	-	209	62163046	62163254	1.0049681646584407	5.273327458841911e-19	1.959313909276607e-18	53	281	5.3846	35	126	3.6765	110	489	4.4771	41	326	8.125	17	249	15.5	41	301	7.5
XM_078019319.1;XM_078019318.1	Man1a1	8	+	2710	43484787	43487496	0.4581145427555836	5.820415003776701e-19	2.153303748178333e-18	135	306	2.2761	137	231	1.6912	720	1006	1.3978	330	652	1.9787	272	770	2.8376	265	543	2.053
XM_078048491.1	Prr16	1	-	84	140131025	140131108	2.949435021806269	6.2185362900924125e-19	2.290759949598145e-18	11	30	2.9	17	26	1.5625	41	162	4.025	2	30	29.0	1	93	NA	2	12	11.0
