Transcript	Gene	chr	strand	last_exon_len	last_exon_s	last_exon_e	log2fc	pvalue	FDR	last_exon_SRR13652347	tts_down_50k_SRR13652347	ratio_SRR13652347	last_exon_SRR13652348	tts_down_50k_SRR13652348	ratio_SRR13652348	last_exon_SRR13652349	tts_down_50k_SRR13652349	ratio_SRR13652349	last_exon_SRR13652338	tts_down_50k_SRR13652338	ratio_SRR13652338	last_exon_SRR13652339	tts_down_50k_SRR13652339	ratio_SRR13652339	last_exon_SRR13652340	tts_down_50k_SRR13652340	ratio_SRR13652340
XM_005339902.5	Wwtr1	3	+	3458	102835127	102838584	1.157769310642568	5.943370387289488e-14	2.468584103843484e-13	17	40	2.4375	26	20	0.76	52	45	0.8627	35	82	2.3824	29	100	3.5357	38	76	2.027
XM_005334553.5	Rtn4r	2	+	1691	70454342	70456032	1.2601137335869665	7.272089277955436e-14	3.0072788411457635e-13	22	42	1.9524	22	26	1.1905	46	108	2.3778	27	114	4.3462	14	73	5.5385	15	60	4.2143
XM_013356910.4;XM_078018838.1	Arid1b	8	-	2112	10136029	10138140	0.7415584950222963	7.501876307340099e-14	3.0888160274135103e-13	42	58	1.3902	51	68	1.34	96	162	1.6947	102	199	1.9604	133	225	1.697	43	263	6.2381
XR_013426566.1	Tlr5	10	-	161	49177610	49177770	1.2319879486464151	8.59536929961681e-14	3.523729318933818e-13	14	41	3.0769	16	113	7.4667	34	181	5.4545	8	276	39.2857	28	140	5.1481	11	203	20.2
XM_013359098.4;XM_021726918.3	Aptx	4	-	625	172406653	172407277	0.8949197531174135	1.3598638716866897e-13	5.550823648652134e-13	47	30	0.6304	62	25	0.3934	158	54	0.3376	118	82	0.6923	135	76	0.5597	55	76	1.3889
XM_005317067.4	Ubl3	6	+	2944	175352936	175355879	0.5300701828315896	2.329425187801722e-13	9.467663746129745e-13	48	107	2.2553	139	300	2.1667	99	147	1.4898	290	679	2.346	167	504	3.0301	242	749	3.1037
XM_078017632.1	Atf2	7	-	112	143257544	143257655	2.10570871447735	3.377770168842188e-13	1.3669864743134837e-12	3	75	37.0	5	33	8.0	12	110	9.9091	3	161	80.0	7	226	37.5	4	272	90.3333
XM_040282189.2	Mylk4	8	-	300	134650247	134650546	1.619727784128082	4.4288644175628557e-13	1.7847381291200104e-12	36	57	1.6	37	50	1.3611	63	60	0.9516	15	30	2.0714	4	12	3.6667	2	39	38.0
XM_005328899.4	Etnk1	6	-	439	86167335	86167773	0.74004812267419	4.657600647043675e-13	1.868960937606085e-12	68	52	0.7612	99	28	0.2755	208	74	0.3527	161	80	0.4938	214	84	0.3897	48	108	2.2766
XM_078014875.1	Gxylt1	6	+	7835	71538518	71546352	0.9342531131612508	5.339813915125507e-13	2.1336724800100657e-12	49	39	0.7917	53	23	0.4231	113	67	0.5893	69	53	0.7647	55	54	0.9815	46	90	1.9778
XR_013438149.1	Caap1	4	-	418	167321234	167321651	1.110553762849017	5.395950485963402e-13	2.147044163952665e-12	41	23	0.55	27	21	0.7692	91	40	0.4333	56	50	0.8909	63	52	0.8226	13	44	3.5833
XM_021720859.3	LOC101959212	6	+	131	98434092	98434222	-1.0753665321255101	9.71870607630988e-13	3.850884792579689e-12	7	199	33.0	16	331	22.0	16	190	12.6	45	279	6.3182	36	174	4.9429	38	926	25.0
XM_005340087.4	Ccser2	1	-	263	39258116	39258378	1.1306038067070032	1.1143779736204683e-12	4.397149754244098e-12	18	27	1.5294	22	18	0.8095	57	37	0.6429	46	60	1.3111	61	72	1.1833	10	80	8.7778
XM_005342396.5	Ufm1	6	-	156	167581192	167581347	0.7582397292058161	1.1488685915843597e-12	4.514433843279621e-12	37	75	2.0556	39	87	2.2632	88	150	1.7126	74	223	3.0411	101	165	1.64	17	229	14.25
XM_013366422.4	Sap130	7	-	157	105327020	105327176	1.158860634511766	1.1750584130597637e-12	4.598265773419819e-12	9	48	5.875	13	26	2.0833	53	104	1.9808	36	139	3.9429	40	160	4.0769	5	124	30.75
XM_005335964.4	Fancf	4	+	2579	40325369	40327947	0.7048429307739137	1.2133383064331569e-12	4.728524181860903e-12	116	49	0.4174	74	40	0.5342	193	91	0.4688	140	64	0.4532	152	84	0.5497	100	162	1.6263
XM_005327223.5	Slc25a46	1	+	4163	116541994	116546156	0.6590704122232977	1.8221185597431148e-12	7.071910967527581e-12	51	73	1.44	33	60	1.8438	149	180	1.2095	113	242	2.1518	93	257	2.7826	150	270	1.8054
XR_013434468.1	LOC144375072	2	-	637	48680532	48681168	-1.4771157207882704	1.888172731713568e-12	7.298365620133668e-12	10	19	2.0	9	20	2.375	13	44	3.5833	28	39	1.4074	41	29	0.7	35	26	0.7353
XM_078023461.1;XM_040277661.2	Map3k8	10	+	2425	94279027	94281451	0.8866241716470923	2.019020480715405e-12	7.772408110721498e-12	33	49	1.5	26	21	0.8	62	76	1.2295	86	188	2.2	64	131	2.0635	62	149	2.4262
XR_013434817.1	LOC144375238	2	-	777	90879656	90880432	-0.5221714231658041	2.174730509931029e-12	8.337934384229492e-12	66	34	0.5077	97	19	0.1875	270	649	2.4089	213	673	3.1698	297	49	0.1622	129	29	0.2188
XM_005339885.5	Dpysl2	14	-	330	9674642	9674971	1.8374027983001362	2.4413883131847628e-12	9.32255940558859e-12	13	46	3.75	9	19	2.25	39	58	1.5	5	54	13.25	5	33	8.0	5	30	7.25
XM_005329805.5	Tnfaip3	8	-	139	26588913	26589051	2.0502826354680415	2.5521540159304154e-12	9.706384952153025e-12	8	8	1.0	12	8	0.6364	7	10	1.5	7	32	5.1667	8	13	1.7143	5	52	12.75
XM_005325534.4	Spcs3	14	+	3531	26865452	26868982	0.5242227383959328	3.0872430030843842e-12	1.1694476495683648e-11	105	131	1.25	97	113	1.1667	250	224	0.8956	177	251	1.4205	149	233	1.5676	151	243	1.6133
XM_078040238.1	Ccdc71l	2	-	1913	177021031	177022943	1.0916115547690086	4.752597630713622e-12	1.7931115363688445e-11	19	33	1.7778	29	28	0.9643	34	28	0.8182	61	98	1.6167	35	65	1.8824	19	98	5.3889
XM_078021364.1	LOC101976079	9	-	752	51674452	51675203	0.9507525852614673	4.918109932901149e-12	1.8481944866894395e-11	56	21	0.3636	11	12	1.1	56	71	1.2727	73	86	1.1806	72	82	1.1408	51	154	3.06
XM_005337689.5	Gpc4	x	+	2060	18565318	18567377	1.5004318125169074	1.3863358275288972e-11	5.189170073793936e-11	9	17	2.0	9	8	0.875	16	18	1.1333	25	85	3.5	22	82	3.8571	22	79	3.7143
XM_013363966.3	Rap2c	x	+	2504	19536944	19539447	1.2300287529957334	2.39569600432443e-11	8.931984709036359e-11	20	26	1.3158	19	7	0.3333	28	25	0.8889	29	73	2.5714	34	59	1.7576	31	55	1.8
XM_021723335.3	Trub1	1	-	321	14413352	14413672	0.9626350204394724	2.4328787611025962e-11	9.035043869663366e-11	36	25	0.6857	23	19	0.8182	77	55	0.7105	53	61	1.1538	78	55	0.7013	17	87	5.375
XR_013439111.1	LOC144377877	1	-	1286	156232130	156233415	3.0390405069492594	2.803462338167028e-11	1.0370620446266312e-10	8	1	0.0	11	2	0.1	34	3	0.0606	5	6	1.25	8	5	0.5714	3	5	2.0
XR_005733909.2	C4H9orf85	4	-	473	140000939	140001411	0.8335969393069732	3.620970655093723e-11	1.334264284192123e-10	59	27	0.4483	38	20	0.5135	119	85	0.7119	82	67	0.8148	109	67	0.6111	29	83	2.9286
XR_013424772.1	LOC144365994	8	+	4154	15388836	15392989	1.0799929317255175	4.3659312661947645e-11	1.6025336856924194e-10	34	29	0.8485	15	19	1.2857	35	24	0.6765	67	130	1.9545	29	53	1.8571	41	71	1.75
XM_078027701.1	Chd1l	11	-	133	133048879	133049011	1.338679163968269	5.035865977170758e-11	1.8412992588342503e-10	10	56	6.1111	3	31	15.0	40	95	2.4103	20	149	7.7895	14	92	7.0	5	133	33.0
XM_005340196.5	Ube2g2	3	-	149	215054419	215054567	0.9039582189823878	5.731767970829139e-11	2.0876862570673825e-10	32	40	1.2581	31	58	1.9	75	82	1.0946	39	107	2.7895	47	88	1.8913	20	66	3.4211
XM_021728028.3	Znf644	11	-	338	74432420	74432757	1.0609570770158432	5.97215885325859e-11	2.166909744841335e-10	23	71	3.1818	21	29	1.4	44	110	2.5349	26	105	4.16	18	83	4.8235	15	94	6.6429
XM_078051282.1	Tjp1	5	+	1586	149971159	149972744	0.7549180520976988	6.686123275987922e-11	2.4167018100612835e-10	29	160	5.6786	27	96	3.6538	64	268	4.2381	52	326	6.3725	37	323	8.9444	48	358	7.5957
XM_021720039.3	Stard8	x	+	1459	72144244	72145702	0.9972694890251492	7.18062118646407e-11	2.5855696819701425e-10	21	58	2.85	15	40	2.7857	36	132	3.7429	29	164	5.8214	24	165	7.1304	28	175	6.4444
XM_005319995.5	Usp46	9	-	212	38293418	38293629	1.548235287644644	7.637282023420183e-11	2.739585634916255e-10	4	23	7.3333	11	39	3.8	13	56	4.5833	8	114	16.1429	13	88	7.25	6	161	32.0
XM_078034968.1	Mid1ip1	x	-	25	95411316	95411340	1.977238023996406	7.68007995177226e-11	2.744541778991823e-10	4	287	95.3333	7	57	9.3333	4	555	184.6667	2	563	562.0	2	415	414.0	4	491	163.3333
XM_078034607.1	Hmgn5	x	+	1410	64735998	64737407	1.4503590120536523	8.882675446355114e-11	3.1623660329692834e-10	12	14	1.1818	6	6	1.0	15	30	2.0714	16	84	5.5333	16	80	5.2667	30	82	2.7931
XR_005735926.2	LOC120891483	16	-	313	45531520	45531832	-2.331030264367956	9.134572869828725e-11	3.2398653586995516e-10	2	27	26.0	2	22	21.0	1	110	NA	14	37	2.7692	4	46	15.0	7	28	4.5
XM_005329806.5	Perp	8	+	1448	26426277	26427724	0.800152250759756	9.509596637594813e-11	3.360294035747122e-10	30	63	2.1379	24	28	1.1739	67	125	1.8788	63	158	2.5323	58	202	3.5263	48	158	3.3404
XM_040291579.2;XM_078040334.1	Foxp2	2	-	440	191153126	191153565	1.1380582079644446	1.2655317826267826e-10	4.4552364243403836e-10	16	55	3.6	11	30	2.9	38	132	3.5405	11	118	11.7	35	126	3.6765	7	125	20.6667
XR_013426534.1	LOC144367210	10	-	354	38785069	38785422	1.0392828176288131	1.3285817359088884e-10	4.659877421873027e-10	30	26	0.8621	38	6	0.1351	51	29	0.56	56	32	0.5636	84	47	0.5542	10	59	6.4444
XM_078020665.1	LOC144366403	8	-	152	157082362	157082513	1.1943158872833357	1.5798894110297033e-10	5.520868163266158e-10	18	21	1.1765	14	9	0.6154	49	63	1.2917	31	62	2.0333	24	39	1.6522	9	56	6.875
XM_078052959.1;XM_078052958.1	Nedd1	6	-	81	22306117	22306197	1.1097339131406536	1.9810931854019318e-10	6.884634560965867e-10	25	24	0.9583	29	14	0.4643	40	57	1.4359	18	49	2.8235	36	34	0.9429	14	55	4.1538
XM_078018754.1	Cep43	8	-	210	2320086	2320295	0.751022683462582	1.9846940181031486e-10	6.884634560965867e-10	38	161	4.3243	49	141	2.9167	114	328	2.8938	30	218	7.4828	47	136	2.9348	16	152	10.0667
XM_078050577.1	Gpatch2l	5	+	9063	98624980	98634042	-0.701618504847062	3.0161078890762896e-10	1.0424285295457103e-09	173	40	0.2267	128	22	0.1654	320	79	0.2445	322	60	0.1838	318	36	0.1104	375	43	0.1123
XM_013358700.4	Mat2b	1	+	1087	174035551	174036637	1.3230955771402884	3.5322823590419917e-10	1.216389597822824e-09	7	63	10.3333	10	34	3.6667	17	146	9.0625	14	178	13.6154	12	169	15.2727	7	233	38.6667
XR_013429863.1	LOC144369981	13	+	1167	90162969	90164135	-1.2471182850384641	3.7486300019595946e-10	1.2862147144404841e-09	10	42	4.5556	7	46	7.5	13	55	4.5	23	62	2.7727	33	62	1.9062	33	55	1.6875
XM_078043354.1	Anapc13	3	-	191	81685529	81685719	1.2827571716566342	4.4368782800987324e-10	1.5168677730157038e-09	16	14	0.8667	15	8	0.5	27	28	1.0385	19	53	2.8889	27	42	1.5769	23	46	2.0455
XM_005326618.5	Tcaf2	2	-	1820	220411296	220413115	1.0927556192236978	5.789147366983725e-10	1.9720584735732332e-09	26	10	0.36	29	9	0.2857	68	28	0.403	55	36	0.6481	90	61	0.6742	37	45	1.2222
XM_005327481.3	Bloc1s5	8	-	162	140867461	140867622	0.8697086757857595	6.155780743592274e-10	2.08943525597917e-09	32	41	1.2903	28	25	0.8889	79	64	0.8077	52	69	1.3333	66	57	0.8615	8	82	11.5714
XM_078014903.1	Cpne8	6	+	1704	74609458	74611161	0.8463711847599983	6.5446244523399e-10	2.2134854844163877e-09	20	69	3.5789	13	37	3.0	37	67	1.8333	54	172	3.2264	49	221	4.5833	88	554	6.3563
XM_005341913.4	Maged1	x	-	220	84422277	84422496	2.019509595159202	6.712204027526783e-10	2.2620844178177453e-09	17	2	0.0625	17	2	0.0625	22	7	0.2857	17	7	0.375	31	17	0.5333	6	14	2.6
XM_078047182.1	Sorl1	4	+	4144	104624390	104628533	0.6917720720967802	8.220912484801247e-10	2.760710681952759e-09	54	59	1.0943	34	41	1.2121	77	81	1.0526	72	115	1.6056	82	114	1.3951	95	234	2.4787
XM_078019549.1	Atg5	8	+	2212	56769439	56771650	0.7007623061449514	1.0631240734956937e-09	3.557521192934353e-09	23	82	3.6818	33	69	2.125	51	183	3.64	55	254	4.6852	50	259	5.2653	103	532	5.2059
XM_005316217.5	Utp23	7	-	298	22088623	22088920	0.675601498081338	1.0882894763474752e-09	3.628908922891053e-09	54	69	1.283	34	21	0.6061	138	78	0.562	108	137	1.271	160	101	0.6289	32	99	3.1613
XM_005322977.4	Ca8	7	-	383	62020437	62020819	0.7961086373290359	1.2116390417521073e-09	4.02604271066402e-09	84	38	0.4458	68	33	0.4776	186	109	0.5838	77	42	0.5395	54	34	0.6226	17	50	3.0625
XM_078020232.1	LOC101956844	8	-	145	117645456	117645600	2.4615969248448333	1.2733092082708096e-09	4.216167203609988e-09	6	6	1.0	9	9	1.0	1	15	NA	2	20	19.0	2	7	6.0	1	45	NA
XM_078053038.1	Dusp6	6	+	1491	28757332	28758822	0.6175959824372517	1.42949367702184e-09	4.716831052751507e-09	43	117	2.7619	86	127	1.4824	54	146	2.7358	86	241	2.8235	48	198	4.1915	61	198	3.2833
XM_021730013.3	Hgsnat	14	+	1366	68115986	68117351	0.7079864662407611	1.4597895991806715e-09	4.800072050083667e-09	27	80	3.0385	20	72	3.7368	80	252	3.1772	49	213	4.4167	65	274	4.2656	40	330	8.4359
XM_078050448.1	Sipa1l1	5	+	1981	94556597	94558577	1.0105680125962546	1.6871115965424964e-09	5.528355300781121e-09	13	21	1.6667	9	14	1.625	48	78	1.6383	32	112	3.5806	30	88	3.0	45	149	3.3636
XM_078023181.1	Sfmbt2	10	-	325	72378545	72378869	1.2712722619477435	1.7850838733982599e-09	5.829222165890179e-09	12	29	2.5455	10	33	3.5556	42	112	2.7073	16	80	5.2667	9	69	8.5	7	59	9.6667
XM_078044473.1;XM_078044469.1;XM_078044472.1;XM_078044471.1;XM_078044470.1	Nrip1	3	-	139	190623262	190623400	0.9579617854656602	2.310861849919797e-09	7.520227394756178e-09	12	111	10.0	17	118	7.3125	24	241	10.4348	18	268	15.7059	42	376	9.1463	3	480	239.5
XM_040271017.2	Papolg	12	-	266	72310740	72311005	0.7673250762739936	2.3978983869443706e-09	7.77674579601479e-09	56	28	0.4909	53	17	0.3077	122	59	0.4793	71	66	0.9286	95	65	0.6809	110	75	0.6789
XM_021721374.3;XM_021721375.3;XM_078038646.1	LOC110597290	2	-	166	57809812	57809977	1.0637679349118796	2.41781121261311e-09	7.814563885135205e-09	29	28	0.9643	41	9	0.2	95	61	0.6383	29	43	1.5	21	24	1.15	21	19	0.9
XM_005320892.5	Tlr4	4	+	4042	194040666	194044707	-0.6097292837762092	2.7817443059506357e-09	8.960244414065484e-09	48	51	1.0638	84	57	0.6747	175	199	1.1379	105	73	0.6923	69	39	0.5588	215	134	0.6215
XR_013436602.1	LOC144376299	3	-	169	100539416	100539584	2.212930913302007	2.8316692512280065e-09	9.090138240382787e-09	4	7	2.0	9	6	0.625	11	21	2.0	2	23	22.0	3	15	7.0	4	19	6.0
XM_078043137.1	LOC144376241	3	-	137	73296890	73297026	1.789573109164222	2.9591853805253925e-09	9.467393768099819e-09	3	20	9.5	6	17	3.2	28	51	1.8519	6	56	11.0	5	35	8.5	3	38	18.5
XM_078017236.1	Insig2	7	+	460	96511233	96511692	-0.9225985633010235	3.0614928622165635e-09	9.761729766057529e-09	14	107	8.1538	11	174	17.3	17	224	13.9375	79	488	6.2436	40	190	4.8462	22	194	9.1905
XM_078048797.1	Fem1c	1	+	4673	144910130	144914802	0.44524335137448995	3.2943251712140616e-09	1.0433866010500723e-08	93	97	1.0435	77	82	1.0658	328	265	0.8073	176	202	1.1486	176	191	1.0857	219	337	1.5413
XM_078017038.1	Tram1	7	+	1578	59672409	59673986	0.6332961817076775	3.290711562850575e-09	1.0433866010500723e-08	31	101	3.3333	38	93	2.4865	90	337	3.7753	65	375	5.8438	51	217	4.32	50	251	5.102
XR_013437926.1	LOC144377198	1	+	853	15734586	15735438	-0.7534255922245261	3.386521406688238e-09	1.0690119240445871e-08	26	157	6.24	9	93	11.5	42	273	6.6341	76	301	4.0	76	257	3.4133	33	187	5.8125
XM_013360376.4	Hmgb1	6	+	640	174763907	174764546	1.1223631657304038	3.4141533144006198e-09	1.0741538833014575e-08	7	121	20.0	9	41	5.0	18	137	8.0	15	290	20.6429	17	352	21.9375	23	385	17.4545
XM_078021041.1;XM_078021040.1	Znf518b	9	-	116	6294244	6294359	0.9380850266776264	3.4746729999197206e-09	1.0895746128887335e-08	24	60	2.5652	31	75	2.4667	42	89	2.1463	16	102	6.7333	33	80	2.4688	10	77	8.4444
XR_013437891.1;XR_013437892.1;XR_013437893.1	Rexo2	4	+	13352	97768895	97782246	-0.7754974523853544	3.828663429857998e-09	1.1966152699919224e-08	105	22	0.2019	186	43	0.227	305	75	0.2434	211	28	0.1286	154	28	0.1765	201	20	0.095
XM_005325758.5	LOC101976546	9	+	1678	103352050	103353727	-0.2401631072254944	4.796109078933566e-09	1.4940510847862127e-08	377	940	2.4973	131	349	2.6769	707	1673	2.3683	290	498	1.7197	559	973	1.7419	627	1733	2.7668
XM_005329817.5	Cited2	8	+	2135	25356933	25359067	0.8453127720983687	5.651265919669007e-09	1.754671746205426e-08	119	40	0.3305	15	5	0.2857	113	31	0.2679	83	39	0.4634	70	50	0.7101	137	70	0.5074
XM_005327501.5	Pxdc1	8	-	962	136756475	136757436	0.502164146024078	5.9153757435339384e-09	1.8306734735707974e-08	100	90	0.899	76	98	1.2933	227	209	0.9204	130	170	1.3101	185	162	0.875	36	134	3.8
XM_005332318.5	Ppdpfl	7	-	220	78736681	78736900	0.4598895536190413	7.37215404674176e-09	2.2740813948744126e-08	50	40	0.7959	62	70	1.1311	187	319	1.7097	143	323	2.2676	207	286	1.3835	286	593	2.0772
XM_021722297.3	C2H7orf25	2	+	1663	133707893	133709555	-0.7720762382368063	8.295122290629369e-09	2.5504807822162376e-08	19	77	4.2222	16	74	4.8667	33	179	5.5625	58	185	3.2281	55	135	2.4815	70	194	2.7971
XM_040287032.2	Erg	3	-	264	210474123	210474386	1.7137286978349122	8.582096082314023e-09	2.63017637215255e-08	2	22	21.0	6	9	1.6	22	31	1.4286	4	37	12.0	7	34	5.5	5	47	11.5
XM_078053230.1	Lrig3	6	+	1274	54835123	54836396	1.02983559437002	8.747922214884362e-09	2.6723491411275777e-08	17	32	1.9375	9	11	1.25	36	47	1.3143	33	68	2.0938	20	86	4.4737	31	98	3.2333
XM_005316323.5	Ptdss1	7	-	318	38843419	38843736	0.7393089290897987	1.0314998781243944e-08	3.140933712488108e-08	86	34	0.3882	97	39	0.3958	171	34	0.1941	85	40	0.4643	139	31	0.2174	21	43	2.1
XR_013427387.1	LOC144367852	11	-	110	5863953	5864062	2.4807688465630227	1.1767997600462337e-08	3.571889015268536e-08	3	1	0.0	4	2	0.3333	4	3	0.6667	18	48	2.7647	16	29	1.8667	3	25	12.0
XM_005328715.5	Dyrk2	6	-	468	47426043	47426510	0.7800015999676395	1.3394166587210399e-08	4.052484267759824e-08	34	131	3.9394	22	54	2.5238	46	218	4.8222	28	186	6.8519	40	128	3.2564	9	199	24.75
XM_005318174.4	Tox3	15	-	550	31656013	31656562	1.9727490471336429	1.898670420275633e-08	5.7262448662453004e-08	4	22	7.0	3	1	0.0	3	9	4.0	8	100	14.1429	6	49	9.6	5	85	21.0
XM_005334290.5	Mtpap	10	-	157	94236540	94236696	0.5240666582630148	2.0511226959294753e-08	6.166391089032423e-08	90	73	0.809	56	46	0.8182	171	145	0.8471	125	159	1.2742	167	122	0.7289	79	154	1.9615
XM_078017896.1;XM_078017897.1	Zdbf2	7	+	11622	170201849	170213470	0.9616715933411527	2.1589055525487164e-08	6.469884678049476e-08	82	7	0.0741	79	11	0.1282	243	13	0.0496	286	49	0.1684	244	31	0.1235	317	56	0.1741
XM_078044474.1;XM_078044475.1;XM_078044476.1;XM_078044477.1	Usp25	3	+	604	191336986	191337589	0.79544421837811	2.331616943707275e-08	6.962719622490869e-08	21	174	8.65	11	104	10.3	54	315	5.9245	26	319	12.72	22	283	13.4286	34	412	12.4545
XM_078023354.1	Vim	10	-	712	85635696	85636407	1.2428262399058776	2.3380621330011578e-08	6.962719622490869e-08	23	19	0.8182	42	23	0.5366	23	22	0.9545	18	20	1.1176	11	15	1.4	7	29	4.6667
XM_078042477.1	Znf207	3	-	187	39862450	39862636	0.42448680179598297	2.4396817623713357e-08	7.242566235002053e-08	67	329	4.9697	58	211	3.6842	188	666	3.5561	136	527	3.8963	110	481	4.4037	66	650	9.9846
XR_013429511.1	LOC144369768	13	-	162	13882693	13882854	1.9880583837573478	3.2424654189040346e-08	9.595671099069128e-08	12	3	0.1818	4	2	0.3333	23	8	0.3182	19	23	1.2222	8	9	1.1429	4	8	2.3333
XM_005339124.5	Lmo4	11	+	4084	70516753	70520836	0.5070367618510512	3.61523536702163e-08	1.0665507453487486e-07	186	67	0.3568	70	37	0.5217	131	56	0.4231	450	254	0.5635	205	129	0.6275	270	162	0.5985
XM_021726645.3	Slc39a8	9	+	1516	100825221	100826736	1.0760828935072255	3.702416635484903e-08	1.0888784328584482e-07	11	26	2.5	11	16	1.5	34	49	1.4545	22	56	2.619	19	72	3.9444	16	73	4.8
XM_078052542.1	Atxn10	6	-	360	3341979	3342338	0.8177922326620398	4.144468491709279e-08	1.2151119695506772e-07	20	74	3.8421	24	63	2.6957	42	177	4.2927	27	199	7.6154	35	143	4.1765	12	116	10.4545
XR_013438999.1	LOC144377824	5	+	16823	63392314	63409136	0.6000044196262674	4.352549576069679e-08	1.2721803853512302e-07	84	33	0.3855	80	28	0.3418	235	68	0.2863	185	79	0.4239	174	100	0.5723	130	67	0.5116
XM_013360139.4;XM_005328782.5	Snx13	2	+	3492	156190648	156194139	0.5817577944290713	5.746378639099092e-08	1.6744063296082585e-07	56	54	0.9636	37	46	1.25	106	138	1.3048	86	122	1.4235	74	131	1.7808	86	186	2.1765
XR_013426245.1	LOC144367039	10	-	98	88651381	88651478	1.1292181389119382	6.159325170337876e-08	1.7892272810766777e-07	30	36	1.2069	26	2	0.04	100	6	0.0505	28	3	0.0741	47	76	1.6304	11	1	0.0
XM_078042285.1	Akap1	3	+	1073	31291851	31292923	0.6963684664913824	6.670517160396332e-08	1.9317980889588153e-07	17	142	8.8125	23	92	4.1364	84	311	3.7349	40	267	6.8205	32	280	9.0	26	185	7.36
XM_005342995.5	Ch25h	1	+	1456	36332001	36333456	3.1080856676837936	7.032201597530141e-08	2.0303338148966598e-07	7	1	0.0	22	3	0.0952	7	1	0.0	4	1	0.0	3	6	2.5	1	3	NA
XR_013424472.1	LOC120883756	7	-	1096	197596285	197597380	0.926544645170973	7.320736373040903e-08	2.1072149985622295e-07	14	25	1.8462	19	27	1.4444	60	76	1.2712	41	76	1.875	21	55	2.7	11	57	5.6
XM_005342039.5	Rnf6	6	+	2807	117287613	117290419	0.6471279243180516	7.739037726751345e-08	2.220869311282886e-07	20	43	2.2105	34	46	1.3636	70	107	1.5362	88	173	1.977	72	150	2.0986	50	203	4.1224
XM_078050267.1	Scfd1	5	-	154	83567472	83567625	0.8420988743993851	7.816507226719776e-08	2.2363239709074405e-07	22	53	2.4762	22	42	1.9524	24	60	2.5652	16	122	8.0667	40	120	3.0513	34	119	3.5758
XM_078039405.1	Ran	2	+	401	106250302	106250702	1.1688020563156887	7.914737885296384e-08	2.2576074630649626e-07	6	60	11.8	6	40	7.8	17	78	4.8125	11	166	16.5	17	224	13.9375	14	196	15.0
XM_005331562.5	Cntf	4	-	1372	13434305	13435676	-0.8296170436373151	8.16588640024706e-08	2.3222505768870766e-07	36	25	0.6857	14	13	0.9231	48	33	0.6809	84	52	0.6145	103	55	0.5294	176	33	0.1829
XM_005319223.4	Stk17a	2	-	384	133125258	133125641	0.5538365994670259	8.25132690625114e-08	2.3395229282095302e-07	66	57	0.8615	87	88	1.0116	202	143	0.7065	93	82	0.8804	96	71	0.7368	28	106	3.8889
XM_078019303.1	LOC144366059	8	-	1614	40473595	40475208	0.9912150551329401	8.491443516365099e-08	2.400417017909776e-07	54	8	0.1321	57	4	0.0536	122	36	0.2893	67	56	0.8333	73	12	0.1528	59	11	0.1724
XM_078049559.1	Polr2m	5	-	270	24453099	24453368	0.9322458945052506	9.213135129380277e-08	2.596678264143786e-07	10	62	6.7778	12	18	1.5455	27	53	2.0	35	126	3.6765	35	98	2.8529	2	142	141.0
XM_078034647.1	Yipf6	x	+	4556	71981821	71986376	0.7253831809824082	1.0417545243306597e-07	2.927422951160637e-07	35	24	0.6765	42	21	0.4878	85	47	0.5476	87	69	0.7907	62	81	1.3115	89	73	0.8182
XM_005316874.5	Tmed3	5	-	295	6014420	6014714	0.7219187934164997	1.0727609231381001e-07	3.005634894117695e-07	25	49	2.0	50	44	0.8776	68	79	1.1642	48	83	1.7447	57	76	1.3393	15	73	5.1429
XM_021727188.3;XM_021727185.3;XM_021727186.3;XM_021727189.3	Cep170	10	+	1679	56313359	56315037	1.0893800984395567	1.1125225399095598e-07	3.1078432014582687e-07	9	27	3.25	15	23	1.5714	24	36	1.5217	18	56	3.2353	15	53	3.7143	14	76	5.7692
XR_013424810.1	LOC144366015	8	-	803	22404375	22405177	2.2005684353611352	1.1897790272249573e-07	3.313884525829513e-07	21	1	0.0	16	2	0.0667	67	5	0.0606	11	2	0.1	17	4	0.1875	8	7	0.8571
XM_005319822.5	Gorab	10	+	2154	5296465	5298618	0.739339774421579	1.3218674196730046e-07	3.67099251152591e-07	22	35	1.619	23	23	1.0	59	51	0.8621	83	114	1.378	46	101	2.2222	62	121	1.9672
XM_078026452.1	Pde4b	11	+	2041	51933466	51935506	0.9805694712278995	1.3793033590176527e-07	3.819299067221395e-07	22	23	1.0476	49	33	0.6667	49	37	0.75	13	8	0.5833	25	37	1.5	19	51	2.7778
XM_078051612.1	Commd7	5	-	135	176471836	176471970	1.604254252525812	1.45245982865919e-07	4.0101441916625447e-07	7	72	11.8333	8	47	6.5714	8	89	12.5714	4	119	39.3333	5	84	20.75	2	96	95.0
XM_078017150.1	Bpnt2	7	+	5760	71480097	71485856	0.5412113904690823	1.4669764090559384e-07	4.038449591209226e-07	90	34	0.3708	73	27	0.3611	182	77	0.4199	207	102	0.4903	179	116	0.6461	246	147	0.5959
XM_078032174.1	Cebpa	15	+	2624	19174342	19176965	0.21882516136228625	1.5875520577119726e-07	4.357715358415183e-07	470	493	1.049	330	278	0.8419	1210	1105	0.9132	808	776	0.9603	567	455	0.8021	217	442	2.0417
