chr	Gene	Transcript1	Transcript2	TTS_transcript1	TTS_transcript2	Ctrl_max_count	Ctrl_count_transcript1	Ctrl_count_transcript2	Ratio_transcript1_vs_2_in_Ctrl	Case_max_count	Case_count_transcript1	Case_count_transcript2	Ratio_transcript1_vs_2_in_Case	odds_ratio	pvalue	FDR	main_isoform_ctrl	main_isoform_case	isoform_switched
9	Sh3tc1	XM_078020941.1	XR_013425649.1	3142514	3149793	52.0	46.667	52.0	0.897	47.0	47.0	37.333	1.259	1.3780554259860975	0.0016387104846645256	0.009223413953210611	transcript2	transcript1	isoform_switched
11	Eri3	XM_013364465.4	XM_078026128.1	32252131	32316908	20.333	18.0	20.333	0.885	30.333	30.333	19.0	1.596	1.6386918867146263	0.0016960922184463035	0.009501319115135862	transcript2	transcript1	isoform_switched
x	Hcfc1	XR_013431627.1	XM_005340624.5;XM_013365348.4;XM_005340625.5	1697974	1701820	16.333	16.333	15.333	1.065	65.333	45.333	65.333	0.694	0.6530207808339336	0.0020184265155506445	0.011020284350494128	transcript1	transcript2	isoform_switched
7	Stk3	XM_078016884.1	XM_005316308.5	36967165	37006114	12.667	12.667	9.0	1.407	27.0	21.333	27.0	0.79	0.5734984106527452	0.0020394225735260157	0.011118444658120391	transcript1	transcript2	isoform_switched
x	Piga	XM_021722831.3	XM_005315989.4	116488423	116490614	16.0	16.0	10.333	1.548	32.333	29.333	32.333	0.907	0.606510416315234	0.002206340262988521	0.011900865660968384	transcript1	transcript2	isoform_switched
x	Piga	XR_013431918.1;XR_013431919.1	XM_005315989.4	116488424	116490614	16.0	16.0	10.333	1.548	32.333	29.333	32.333	0.907	0.606510416315234	0.002206340262988521	0.011900865660968384	transcript1	transcript2	isoform_switched
2	Chek2	XM_005336033.5	XM_078039661.1	118642762	118645733	7.0	3.0	7.0	0.429	4.333	4.333	3.333	1.3	2.9498361255590404	0.0022173335808510163	0.011933042400347116	transcript2	transcript1	isoform_switched
7	Vps13b	XM_078016870.1	XR_005737781.2	35850392	36150270	18.667	18.667	18.0	1.037	37.333	26.333	37.333	0.705	0.6391857019235692	0.002248977586724142	0.012066857888075275	transcript1	transcript2	isoform_switched
x	Fmr1	XM_005325138.3	XM_040286531.2	6470896	6473314	25.667	17.333	25.667	0.675	42.0	42.0	40.667	1.033	1.4966337262662535	0.002317018360084206	0.012366887804449955	transcript2	transcript1	isoform_switched
11	Epha10	XM_078025935.1	XR_013427713.1	26692056	26696113	3.0	3.0	1.333	2.251	3.0	1.333	3.0	0.444	0.19030732860520091	0.002317054540889921	0.012366887804449955	transcript1	transcript2	isoform_switched
1	Arb2a	XM_040273168.2	XM_040273166.2	101861512	101915006	16.333	11.333	16.333	0.694	19.0	19.0	16.333	1.163	1.7145978190083293	0.0024501896123670965	0.012980171160754261	transcript2	transcript1	isoform_switched
12	LOC144369033	XR_013428450.1	XM_078028103.1	12161163	12163581	17.333	17.333	12.667	1.368	30.333	28.333	30.333	0.934	0.6228072444034976	0.002612848403960034	0.013729580142252014	transcript1	transcript2	isoform_switched
1	Chst3	XM_040272183.2	XM_078040792.1	50123760	50127141	2.667	1.667	2.667	0.625	4.333	4.333	1.667	2.599	4.58454796620808	0.002629559490544418	0.013796951785317802	transcript2	transcript1	isoform_switched
2	Znf10	XM_078039511.1	XR_013434945.1	107489924	107492508	20.0	13.333	20.0	0.667	13.333	13.333	12.333	1.081	1.7286636312468815	0.00309162262564093	0.015939430191573803	transcript2	transcript1	isoform_switched
5	Btbd7	XM_040273933.2	XM_021735840.3	113207822	113210511	23.0	19.0	23.0	0.826	38.333	38.333	31.333	1.223	1.4862991888824104	0.0033954996751500563	0.01731802126580831	transcript2	transcript1	isoform_switched
5	Zmynd8	XM_078052024.1	XM_078051987.1;XM_078051991.1;XM_078051989.1;XM_078051994.1;XM_078051988.1;XM_078051992.1;XM_078051993.1;XM_078051997.1;XM_078052009.1;XM_078051990.1;XM_078051998.1;XM_078052008.1;XM_078052014.1;XM_078052022.1	195460888	195480776	21.333	21.333	18.0	1.185	51.0	40.667	51.0	0.797	0.6780915044616087	0.003560804201289858	0.018070510273117454	transcript1	transcript2	isoform_switched
11	S100pbp	XM_078025862.1	XM_013363988.4;XM_021735225.3	22533831	22552045	36.667	36.667	27.667	1.325	42.333	39.667	42.333	0.937	0.7115783015078393	0.003565436518243259	0.01808113106117664	transcript1	transcript2	isoform_switched
7	Samd12	XM_078016761.1	XM_078016764.1	20766072	20878758	4.333	1.0	4.333	0.231	1.667	1.667	1.0	1.667	5.955223880597014	0.003953572588329239	0.019698696171381515	transcript2	transcript1	isoform_switched
7	Samd12	XM_078016763.1;XM_078016762.1;XM_078016759.1;XM_078016760.1	XM_078016764.1	20834337	20878758	4.333	1.0	4.333	0.231	1.667	1.667	1.0	1.667	5.955223880597014	0.003953572588329239	0.019698696171381515	transcript2	transcript1	isoform_switched
15	Pou2f2	XM_040278830.2	XM_040278840.2;XM_040278839.2;XM_040278837.2	12065339	12068198	14.0	13.333	14.0	0.952	16.0	16.0	10.0	1.6	1.796462750332022	0.003985957147256052	0.01983181476426824	transcript2	transcript1	isoform_switched
6	Klf12	XM_078015796.1	XM_040281411.2	136650552	136686526	16.333	16.333	14.667	1.114	54.667	40.333	54.667	0.738	0.6637692703829217	0.003988645890791028	0.01983181476426824	transcript1	transcript2	isoform_switched
10	Ccdc7	XM_078023431.1	XM_078023429.1	91612581	91621418	3.333	3.333	1.0	3.333	2.667	2.0	2.667	0.75	0.21290131856027472	0.0040259596075877604	0.02000337223030346	transcript1	transcript2	isoform_switched
2	LOC101967419	XR_013434404.1	XM_078038261.1;XM_078038262.1	33573367	33590587	14.667	14.667	13.333	1.1	31.667	20.333	31.667	0.642	0.6134974724233851	0.004113126581780327	0.020337125876580507	transcript1	transcript2	isoform_switched
4	Alg9	XM_013362375.4	XM_013362376.4	95329707	95342518	13.667	11.667	13.667	0.854	22.667	22.667	16.0	1.417	1.6825134575335863	0.004159045380594664	0.0204930125327571	transcript2	transcript1	isoform_switched
3	Cep97	XM_078044312.1	XM_021733076.3	165004680	165027461	6.0	2.333	6.0	0.389	3.667	3.667	3.333	1.1	3.0519147898972094	0.0041715469880802694	0.02054039734103148	transcript2	transcript1	isoform_switched
10	Otoa	XM_078024221.1	XR_013426997.1	129623621	129646959	4.0	2.0	4.0	0.5	8.333	8.333	5.333	1.563	2.845561537396071	0.0042379003664283245	0.020809552144117015	transcript2	transcript1	isoform_switched
10	Otoa	XM_078024221.1	XM_078024223.1	129623621	129647085	4.0	2.0	4.0	0.5	8.333	8.333	5.333	1.563	2.845561537396071	0.0042379003664283245	0.020809552144117015	transcript2	transcript1	isoform_switched
1	LOC101963135	XM_078017399.1	XM_078017393.1	243497505	243501410	4.333	4.333	1.667	2.599	3.0	1.667	3.0	0.556	0.2574437993151704	0.0046032495710821965	0.022311189207695873	transcript1	transcript2	isoform_switched
9	Camk2d	XM_078021750.1;XM_078021743.1	XM_078021724.1;XM_078021735.1;XM_078021731.1;XM_078021732.1;XM_078021744.1;XM_078021728.1;XM_078021737.1;XM_078021739.1;XM_078021746.1;XM_078021726.1;XM_078021736.1;XM_078021745.1;XM_078021730.1;XM_078021741.1;XM_078021748.1;XM_078021725.1;XM_078021734.1;XM_078021751.1;XM_078021729.1;XM_078021738.1;XM_078021740.1;XM_078021747.1;XM_078021727.1;XM_078021742.1	90936967	90941969	17.667	17.667	15.0	1.178	25.667	19.667	25.667	0.766	0.6373540353881871	0.004711652701400993	0.02272829758399395	transcript1	transcript2	isoform_switched
4	Ddx31	XM_078048522.1	XM_078048523.1	206539705	206566097	20.667	20.0	20.667	0.968	31.333	31.333	22.0	1.424	1.5196228135478116	0.004785037376614125	0.023051059622119466	transcript2	transcript1	isoform_switched
2	Kiaa1143	XM_005337904.5	XM_005337905.5	18569506	18572186	21.333	21.0	21.333	0.984	83.333	83.333	59.667	1.397	1.3992233147607713	0.004892215786263062	0.023424731942295225	transcript2	transcript1	isoform_switched
5	Arhgap5	XM_078050237.1	XM_078050241.1	82353429	82364803	30.333	28.667	30.333	0.945	51.333	51.333	37.333	1.375	1.3996786152950562	0.005190360408574	0.024669803811112737	transcript2	transcript1	isoform_switched
3	Tnk2	XM_013365186.4	XM_078043979.1	140746798	140748916	9.667	6.0	9.667	0.621	10.0	10.0	6.667	1.5	1.9989713252883308	0.005195227100954208	0.02467646228071645	transcript2	transcript1	isoform_switched
2	Gatad1	XM_078040427.1	XM_078040425.1	201753517	201757308	37.333	37.333	33.0	1.131	49.667	40.333	49.667	0.812	0.7381893722287967	0.005399947213742311	0.025411516299963816	transcript1	transcript2	isoform_switched
11	Nipal3	XM_021734343.3	XM_005317609.5	16373874	16377245	18.0	18.0	11.333	1.588	12.0	10.667	12.0	0.889	0.5793273839675371	0.005923776983988354	0.027494975310297966	transcript1	transcript2	isoform_switched
11	Ahcyl1	XM_078026965.1	XM_005338110.2	103201087	103203877	43.333	43.333	39.0	1.111	60.0	52.333	60.0	0.872	0.762110254367696	0.006487701563554716	0.029743152726048102	transcript1	transcript2	isoform_switched
6	Rbms2	XM_013363079.3	XM_013363077.4	56797414	56801946	25.0	21.333	25.0	0.853	22.667	22.667	18.0	1.259	1.523209986720211	0.0066638582453739555	0.030446254593922813	transcript2	transcript1	isoform_switched
1	Cplane1	XM_078017547.1	XR_013424144.1	244482108	244513011	3.667	2.667	3.667	0.727	9.667	9.667	4.0	2.417	2.556580472285477	0.006692536997282858	0.030489191389603414	transcript2	transcript1	isoform_switched
15	Wwox	XM_040279962.2	XM_078032706.1	52917408	52939879	20.667	19.0	20.667	0.919	34.0	34.0	26.333	1.291	1.466717250496861	0.006755555228990005	0.03073453880537306	transcript2	transcript1	isoform_switched
8	Ripor2	XM_078020616.1	XM_078020622.1	154432142	154448696	7.0	6.0	7.0	0.857	11.0	11.0	6.333	1.737	2.0585070390314035	0.007083348768335965	0.03187753699951387	transcript2	transcript1	isoform_switched
4	Gramd1b	XM_078047220.1	XM_021728502.3	106224623	106343895	3.667	3.667	2.667	1.375	7.333	3.333	7.333	0.455	0.35559958036076034	0.007087379363796413	0.03187753699951387	transcript1	transcript2	isoform_switched
12	Il18r1	XM_078028740.1	XM_078028742.1	44157459	44164044	30.333	29.0	30.333	0.956	69.0	69.0	50.0	1.38	1.368323317722687	0.00720329419110787	0.03228095901956524	transcript2	transcript1	isoform_switched
5	C5H15orf61	XM_021727827.3	XM_005316726.5	16042862	16051180	10.333	10.333	9.0	1.148	25.667	18.0	25.667	0.701	0.5945261303497412	0.007209642836646666	0.03228468993517249	transcript1	transcript2	isoform_switched
4	Rfx3	XM_021725603.3	XR_013438110.1	146119017	146166879	2.333	2.0	2.333	0.857	7.0	7.0	2.0	3.5	3.5297246838476686	0.007477676817865177	0.03333817090995621	transcript2	transcript1	isoform_switched
3	Trim37	XM_040269054.2	XM_078042329.1	32830804	32849686	20.333	14.0	20.333	0.689	22.0	22.0	20.0	1.1	1.5581505198420558	0.007532467745673378	0.03349854487769797	transcript2	transcript1	isoform_switched
1	Add3	XM_013356556.4	XM_078052006.1	18501822	18504652	13.667	10.667	13.667	0.78	18.667	18.667	12.667	1.474	1.6659893757274662	0.00767988204268473	0.034111515997451825	transcript2	transcript1	isoform_switched
4	Mamdc2	XM_005324096.3	XM_078047543.1	141569317	141577549	5.0	2.667	5.0	0.533	4.667	4.667	3.0	1.556	2.896398720462285	0.007923890826681764	0.035042299804952895	transcript2	transcript1	isoform_switched
2	Polr1f	XM_078039997.1	XR_013435116.1;XM_078039995.1	154586804	154591577	17.333	17.333	17.0	1.02	51.667	38.333	51.667	0.742	0.6928777310519499	0.008300012397570953	0.036429187063661286	transcript1	transcript2	isoform_switched
10	Stx6	XM_005319734.5	XM_021722593.3	13239231	13244805	17.333	17.333	15.333	1.13	29.667	23.0	29.667	0.775	0.6696806570821084	0.008936749880382696	0.038798572651417555	transcript1	transcript2	isoform_switched
5	Dmac2l	XM_078050159.1	XM_078050160.1	66554969	66557398	7.667	4.0	7.667	0.522	8.333	8.333	7.333	1.136	2.0605258756630196	0.009796901789293596	0.041944642657709204	transcript2	transcript1	isoform_switched
1	Srd5a1	XM_078018488.1	XM_005335185.5	257953207	257976613	24.333	24.333	24.0	1.014	16.333	12.333	16.333	0.755	0.6320907919403614	0.009955814560164944	0.04252273525397385	transcript1	transcript2	isoform_switched
12	LOC144369124	XM_078028205.1	XM_078028207.1;XM_078028208.1	25011658	25035918	1.667	1.667	1.333	1.251	5.667	1.667	5.667	0.294	0.2336690230970809	0.010244385467712447	0.0435722966129705	transcript1	transcript2	isoform_switched
7	Galnt13	XM_021733280.3;XM_021733370.3	XM_005315793.4	125136920	125146273	3.333	2.0	3.333	0.6	4.0	4.0	2.333	1.715	3.25907144558486	0.010300735529321573	0.04370753097066126	transcript2	transcript1	isoform_switched
1	Slc16a12	XM_078038506.1	XM_078038481.1;XM_078038487.1;XM_078038472.1	36123973	36126889	42.667	42.667	38.0	1.123	78.667	70.333	78.667	0.894	0.7822763112829366	0.010366922680277649	0.04393600564498623	transcript1	transcript2	isoform_switched
14	Letm2	XM_078031231.1	XM_005338389.5	62861556	62865772	7.333	7.0	7.333	0.955	6.0	6.0	2.667	2.25	2.441837616162745	0.010442134205092976	0.04417587376129649	transcript2	transcript1	isoform_switched
2	LOC110599207	XR_013434997.1	XR_013434998.1	119244548	119265799	3.333	3.333	3.0	1.111	5.0	1.333	5.0	0.267	0.32298932228451366	0.010753773665838618	0.04530583934956862	transcript1	transcript2	isoform_switched
16	LOC144371505	XR_013431472.1	XM_078033822.1	27166352	28150721	4.0	4.0	3.333	1.2	4.333	1.667	4.333	0.385	0.33186165135935813	0.010796233551838695	0.0454309591543094	transcript1	transcript2	isoform_switched
1	Zfyve27	XM_013362856.4	XM_078030683.1	28936223	28940604	17.667	16.0	17.667	0.906	26.333	26.333	20.333	1.295	1.494581694989248	0.010928669385478288	0.04587979128809282	transcript2	transcript1	isoform_switched
2	Nktr	XM_021735039.3;XM_078038055.1	XR_013434322.1	20109036	20127814	44.667	36.333	44.667	0.813	56.333	56.333	54.333	1.037	1.2892249348993754	0.011208754365292097	0.04683470133854444	transcript2	transcript1	isoform_switched
12	Msh2	XM_005324487.3	XM_078029245.1	83599862	83610130	2.333	2.0	2.333	0.857	4.333	4.333	1.333	3.251	3.773112420071188	0.01126912599505913	0.046949196655834406	transcript2	transcript1	isoform_switched
6	Kcnmb4	XM_005328746.3	XM_078053142.1	44832424	44835545	2.333	1.667	2.333	0.715	4.667	4.667	2.0	2.334	3.483970707892596	0.011732093326666535	0.04856540958480565	transcript2	transcript1	isoform_switched
5	LOC144378141	XR_013439727.1;XR_013439725.1	XR_013439726.1	186208283	186224429	433.667	75.333	433.667	0.174	416.333	304.0	416.333	0.73	4.59143466640506	7.018105771307917e-208	1.6656304363904123e-204	transcript2	transcript2	
3	LOC101966831	XM_078042772.1	XM_021731329.3	51508540	51520941	267.333	55.667	267.333	0.208	301.0	217.333	301.0	0.722	3.5084699153594037	2.374441488000254e-103	3.3812046789123617e-100	transcript2	transcript2	
15	Slc38a7	XM_040279291.2	XM_040279293.2;XM_005318255.5	36680794	36688638	111.667	4.0	111.667	0.036	124.333	64.0	103.0	0.621	16.93063818894422	1.5305480322133351e-90	1.5567859984798493e-87	transcript2		
15	Slc38a7	XM_021721554.3	XM_040279293.2;XM_005318255.5	36680964	36688638	111.667	4.333	111.667	0.039	124.333	59.0	103.0	0.573	14.054187048068629	4.620013409223791e-81	4.111811934209174e-78	transcript2		
7	Mmadhc	XM_078017390.1	XM_013366324.4	120847216	120862275	57.333	47.667	57.333	0.831	133.333	16.667	133.333	0.125	0.15539244832621055	5.795837650577103e-73	4.5851515635676635e-70	transcript2	transcript2	
11	Evi5	XM_021728012.3;XM_040288993.2;XM_040288991.2	XM_078026739.1	75697010	75746447	86.667	30.667	78.0	0.393	128.0	128.0	61.333	2.087	4.821196161264294	2.520920500409433e-70	1.7948953962915162e-67		transcript1	
15	Slc38a7	XM_040279291.2	XM_078032424.1	36680794	36690709	111.667	4.0	82.667	0.048	124.333	64.0	103.333	0.619	12.840032095640593	2.656816543755582e-68	1.7196848901399766e-65			
3	Son	XM_078044564.1	XM_078044562.1	206357210	206360977	135.333	81.667	110.0	0.742	366.0	94.0	366.0	0.257	0.3511393014239663	2.6608714533120753e-63	1.457338826737075e-60		transcript2	
9	LOC120892547	XR_013426044.1	XR_005737264.2	98456802	98472200	119.333	24.333	119.333	0.204	244.667	4.0	244.667	0.016	0.08370799705908458	9.956615529791433e-61	5.0636501837225e-58	transcript2	transcript2	
15	Slc38a7	XM_021721554.3	XM_078032424.1	36680964	36690709	111.667	4.333	82.667	0.052	124.333	59.0	103.333	0.571	10.695005560248841	1.4619107509367194e-60	6.939203031112962e-58			
2	LOC110598732	XM_078040563.1	XM_078040562.1;XM_078040561.1	208250687	208292791	102.667	18.333	102.667	0.179	68.667	56.333	68.667	0.82	4.888635387691337	7.141205281529434e-53	2.990904800264092e-50	transcript2	transcript2	
5	Sord	XM_040274755.2	XM_005316517.5	35636214	35641694	277.333	108.667	277.333	0.392	268.667	230.333	268.667	0.857	2.129281483280423	2.5718103152334984e-51	9.637520760243425e-49	transcript2	transcript2	
11	Evi5	XM_021728012.3;XM_040288993.2;XM_040288991.2	XR_013427909.1	75697010	75701571	86.667	30.667	79.333	0.387	128.0	128.0	84.667	1.512	3.611672588454246	6.326664305787026e-51	2.252292492860181e-48		transcript1	
5	Sord	XM_021726505.3	XM_005316517.5	35634445	35641694	277.333	83.0	277.333	0.299	268.667	184.0	268.667	0.685	2.2329749452143273	1.257563881302495e-49	3.8929803629885935e-47	transcript2	transcript2	
7	Tp53inp1	XM_078016894.1	XM_078016893.1	40010131	40014860	585.333	547.0	585.333	0.935	1137.333	765.333	1137.333	0.673	0.6742782217929972	1.9056887246854667e-48	5.21865527683097e-46	transcript2	transcript2	
9	Pdlim5	XM_013363894.4	XM_078021907.1;XM_013363903.4;XM_013363902.4;XM_013363900.4;XM_078021906.1	107421991	107502121	74.0	74.0	68.333	1.083	160.0	160.0	47.667	3.357	3.1305845845443696	5.861371216621251e-48	1.5456652986053075e-45	transcript1	transcript1	
3	Dscam	XM_078044665.1	XM_078044664.1	211651257	211654580	166.333	107.333	166.333	0.645	110.0	19.667	110.0	0.179	0.27912621871449084	2.238453936820505e-46	5.692068582200712e-44	transcript2	transcript2	
7	Mmadhc	XM_078017388.1	XM_013366324.4	120814274	120862275	57.333	20.0	57.333	0.349	133.333	3.667	133.333	0.028	0.08749503190821972	8.42895247609069e-46	2.0694531596470934e-43	transcript2	transcript2	
2	C1galt1	XR_013435286.1	XM_005331785.5	196942721	196961728	30.667	23.667	30.667	0.772	85.667	9.0	85.667	0.105	0.13669273431587414	2.182329752037113e-44	5.1793959448347484e-42	transcript2	transcript2	
8	Prp4k	XR_013425353.1;XR_001229827.4;XR_013425354.1	XR_013425346.1;XR_013425348.1;XR_013425347.1;XR_013425350.1;XR_013425352.1;XR_013425349.1;XR_013425351.1	137058345	137065232	70.333	45.0	60.333	0.746	229.333	50.0	229.333	0.218	0.30496796421366157	4.953716914071816e-44	1.102202013380979e-41		transcript2	
3	Rrp1b	XM_005323445.5	XR_013437099.1;XR_013437100.1	214325076	214336637	41.667	29.0	41.667	0.696	46.333	46.0	6.0	7.667	8.626987548458967	9.249889032911877e-43	1.9370355857156638e-40	transcript2		
7	Wwp1	XM_078016943.1;XM_078016946.1;XM_078016945.1;XM_078016944.1;XM_078016942.1	XM_078016947.1	46830906	46836261	282.667	282.667	163.667	1.727	559.0	559.0	171.0	3.269	1.8883717577613202	2.3595120800432714e-41	4.799921717116598e-39	transcript1	transcript1	
11	Scp2	XR_013427789.1	XM_005326052.5	39839060	39842732	213.0	178.0	213.0	0.836	299.333	125.0	299.333	0.418	0.5077311956885386	9.18551547465225e-41	1.8166908383201116e-38	transcript2	transcript2	
5	LOC120886165	XR_013439500.1	XR_005728910.2	155008037	155012660	228.667	180.333	228.667	0.789	773.0	362.667	773.0	0.469	0.5872418327248802	8.930530428401096e-39	1.6732993855319948e-36	transcript2	transcript2	
1	Cxcl12	XM_005334408.5	XM_005334409.5	76286716	76291304	166.667	134.667	113.333	1.188	190.333	99.333	190.333	0.522	0.4541884321693793	1.6232112150428247e-36	2.963400987462798e-34		transcript2	
8	Prp4k	XR_002484212.3	XR_013425346.1;XR_013425348.1;XR_013425347.1;XR_013425350.1;XR_013425352.1;XR_013425349.1;XR_013425351.1	137057643	137065232	70.333	40.667	60.333	0.674	229.333	52.333	229.333	0.228	0.3448127702747974	1.6893205116344626e-35	2.933649278740823e-33		transcript2	
7	Mmadhc	XM_078017385.1	XM_013366324.4	120815222	120862275	57.333	16.667	57.333	0.291	133.333	4.0	133.333	0.03	0.11825033971448987	7.421016104909094e-35	1.258038920641732e-32	transcript2	transcript2	
5	LOC120886165	XR_005728910.2	XR_013439499.1	155012660	155040811	228.667	228.667	28.333	8.071	773.0	773.0	26.333	29.355	3.276226020704769	1.0851597230830695e-34	1.7968226112445244e-32	transcript1	transcript1	
3	Son	XM_078044565.1	XM_078044564.1	206345631	206357210	135.333	68.333	81.667	0.837	366.0	186.0	94.0	1.979	2.340722932797622	7.5074566515219926e-34	1.2148429854281043e-31			
9	Sepsecs	XM_078021149.1	XM_078021152.1	18361827	18366873	61.0	55.667	51.667	1.077	256.0	256.0	93.0	2.753	2.5235773784952844	1.823536719279853e-33	2.8852403202827897e-31		transcript1	
1	Ube2d2	XM_078046220.1	XM_078046219.1	119996609	120014748	86.333	75.0	55.0	1.364	74.0	74.0	15.333	4.826	3.7416173833210333	5.061726806282858e-33	7.834672795811728e-31		transcript1	
2	Atxn2	XM_078039151.1;XM_078039155.1;XM_078039152.1;XM_078039153.1;XM_078039154.1;XM_078039156.1;XM_078039160.1	XR_013434809.1	90409621	90435081	55.667	55.667	5.0	11.133	73.333	73.333	44.0	1.667	0.16789348300383491	6.600571650498358e-33	9.79084794823923e-31	transcript1	transcript1	
5	Sord	XM_078049682.1	XM_005316517.5	35625169	35641694	277.333	107.333	277.333	0.387	268.667	200.0	268.667	0.744	1.832549585430762	1.9805480301451e-32	2.8778575458434923e-30	transcript2	transcript2	
1	Abcc2	XM_078028008.1	XM_040273099.2;XM_005335231.5	27247660	27250453	122.333	122.333	91.333	1.339	251.0	251.0	92.667	2.709	2.0720533946254416	4.396117395717735e-32	6.260071171502055e-30	transcript1	transcript1	
4	Epb41l4b	XM_078047926.1;XM_040283816.2;XM_078047925.1	XM_078047929.1	186872142	186930226	89.667	8.333	89.667	0.093	134.0	55.333	134.0	0.413	4.452006767409289	7.570375353236118e-32	1.0568837748047287e-29	transcript2	transcript2	
9	Ociad1	XM_040292451.2	XM_013356244.4	37500696	37503939	94.0	61.667	94.0	0.656	308.0	91.667	308.0	0.298	0.4542831771939152	2.0042489251316175e-31	2.744279297487907e-29	transcript2	transcript2	
9	Kiaa0232	XM_040292693.2	XM_078020986.1	4015323	4035008	57.333	57.333	47.333	1.211	164.0	164.0	50.667	3.237	2.749887754268144	2.105817494225894e-31	2.828947275261956e-29	transcript1	transcript1	
5	LOC120886165	XR_013439501.1	XR_005728910.2	155009267	155012660	228.667	176.333	228.667	0.771	773.0	378.333	773.0	0.489	0.6235875529560456	6.867564375173051e-31	9.055010805783727e-29	transcript2	transcript2	
8	Rnf217	XM_078019250.1;XM_078019251.1;XM_078019247.1	XM_078019249.1	37834252	37850242	67.333	67.333	52.667	1.278	159.0	159.0	47.0	3.383	2.63326092156769	1.7541467807221658e-30	2.270822741589422e-28	transcript1	transcript1	
10	Mtarc2	XM_078022854.1	XM_005335858.5	47124615	47127959	132.333	100.667	132.333	0.761	139.0	46.667	139.0	0.336	0.43227986353647346	2.9455153202265994e-30	3.745012335716676e-28	transcript2	transcript2	
2	Brd4	XM_078037692.1	XR_013434190.1;XM_078037697.1	12260497	12263631	91.667	91.667	56.333	1.627	198.0	198.0	52.0	3.808	2.4028361577887223	3.3645574980384136e-30	4.2027455063216675e-28	transcript1	transcript1	
6	Slco1b3	XR_013423033.1	XM_078015130.1	87347791	87351590	500.0	257.667	500.0	0.515	359.667	288.667	359.667	0.803	1.5127274167465277	1.0909544981569261e-29	1.3392406942891922e-27	transcript2	transcript2	
7	Mmadhc	XM_078017389.1;XM_078017382.1	XM_013366324.4	120803343	120862275	57.333	13.0	57.333	0.227	133.333	2.333	133.333	0.017	0.08782757363307711	7.93753820457517e-29	9.578859663826306e-27	transcript2	transcript2	
13	Rnf125	XM_005337455.5	XR_005728915.2	38592822	38600246	87.667	87.667	79.0	1.11	136.667	136.667	48.0	2.847	2.4376421153151195	4.207651822306065e-28	4.9112263893146195e-26	transcript1	transcript1	
3	Son	XM_078044566.1	XM_078044564.1	206344008	206357210	135.333	70.667	81.667	0.865	366.0	179.333	94.0	1.908	2.1564177442964954	4.7265228156120955e-28	5.427877814057762e-26			
4	Ttc39b	XM_078047651.1	XM_078047659.1	157239300	157260750	66.667	66.667	47.0	1.418	187.0	187.0	48.667	3.842	2.599726869233281	5.147829393466015e-28	5.817864330393338e-26	transcript1	transcript1	
10	Eef2k	XM_005323734.5	XM_078024236.1	129883642	129890869	70.333	70.333	64.667	1.088	138.333	138.333	53.333	2.594	2.384269886556917	1.3790964422814355e-27	1.534244792038097e-25	transcript1	transcript1	
7	Dis3l2	XR_013424398.1	XM_040268002.2;XM_040268006.2	191748374	191824753	34.667	27.0	16.0	1.688	44.0	11.0	35.667	0.308	0.1851266615133353	1.6341958658213915e-27	1.7900730099458935e-25			
15	Slc38a7	XM_040279294.2	XM_078032424.1	36685805	36690709	111.667	44.667	82.667	0.54	124.333	124.333	103.333	1.203	2.348154157892595	2.590287666338925e-27	2.7943709370201735e-25		transcript1	
4	LOC101978269	XM_078045791.1	XM_005341448.4	9382273	9388801	129.667	129.667	65.0	1.995	111.667	108.0	111.333	0.97	0.45659243447623155	4.908096681314049e-27	5.215768413575527e-25	transcript1		
11	Znf644	XR_013427897.1	XM_021728031.3	74263828	74331576	53.667	3.0	53.667	0.056	54.667	25.333	54.667	0.463	7.685714783681543	4.986782734497245e-27	5.221454863179468e-25	transcript2	transcript2	
12	Dusp11	XM_040270964.2	XR_013428862.1	61129984	61135291	57.667	56.333	57.667	0.977	177.667	72.333	177.667	0.407	0.433511549944409	7.386659505125702e-26	7.407466996689437e-24	transcript2	transcript2	
12	Ppm1b	XM_078029277.1	XM_005324515.5;XM_078029276.1;XM_078029275.1	86373948	86388067	157.333	108.333	107.667	1.006	222.0	191.0	103.333	1.848	1.9659443115562922	9.568000400462136e-26	9.461689284901445e-24			
15	Slc38a7	XM_040279291.2	XM_040279294.2	36680794	36685805	111.667	4.0	44.667	0.09	124.333	64.0	124.333	0.515	5.466287856828158	1.3263055838994969e-25	1.2936021585430709e-23		transcript2	
5	Sord	XM_021726509.3	XM_005316517.5	35631180	35641694	277.333	68.0	277.333	0.245	268.667	123.0	268.667	0.458	1.8857231824393463	2.292522383833235e-25	2.2057782936341398e-23	transcript2	transcript2	
2	Stxbp2	XM_005332114.3	XM_078035006.1	4820250	4822290	48.0	48.0	21.667	2.215	86.667	86.667	9.0	9.63	4.344739318844099	9.194017871943858e-25	8.728187633098702e-23	transcript1	transcript1	
11	Pnrc2	XM_040288109.2	XM_005317599.5	15994470	15996841	124.333	106.667	124.333	0.858	199.667	87.667	199.667	0.439	0.5293243933098172	3.802826691938393e-24	3.471298211102738e-22	transcript2	transcript2	
7	Dis3l2	XR_013424398.1	XM_078018215.1	191748374	191825022	34.667	27.0	16.667	1.62	44.0	11.0	33.0	0.333	0.20732145986681055	6.249813214526667e-24	5.6327430490417555e-22			
