chr	Gene	Transcript1	Transcript2	TSS_transcript1	TSS_transcript2	Ctrl_max_count	Ctrl_count_transcript1	Ctrl_count_transcript2	Ratio_transcript1_vs_2_in_Ctrl	Case_max_count	Case_count_transcript1	Case_count_transcript2	Ratio_transcript1_vs_2_in_Case	odds_ratio	pvalue	FDR	main_isoform_ctrl	main_isoform_case	isoform_switched
12	Lpin1	XM_040271299.2	XM_078029648.1	112979353	112987555	143.333	23.333	143.0	0.163	98.333	46.333	77.333	0.599	3.5235561859507816	2.646261809822489e-45	1.810600185668019e-43			
11	Pde4dip	XM_078026890.1;XM_078026889.1	XM_078026881.1	98235962	98382395	78.667	78.333	47.333	1.655	63.667	28.0	63.667	0.44	0.24942341205609878	6.103927302039085e-45	3.778621663167052e-43		transcript2	
11	Pde4dip	XM_078026887.1	XM_078026881.1	98235972	98382395	78.667	78.333	47.333	1.655	63.667	28.0	63.667	0.44	0.24942341205609878	6.103927302039085e-45	3.778621663167052e-43		transcript2	
11	Pde4dip	XM_078026888.1	XM_078026881.1	98235964	98382395	78.667	77.667	47.333	1.641	63.667	27.667	63.667	0.435	0.24824323045344054	7.431302772036558e-45	4.200301566803272e-43		transcript2	
11	Pde4dip	XM_078026896.1;XM_078026884.1;XM_078026874.1	XM_078026881.1	98235974	98382395	78.667	77.667	47.333	1.641	63.667	27.667	63.667	0.435	0.24824323045344054	7.431302772036558e-45	4.200301566803272e-43		transcript2	
11	Pde4dip	XM_078026891.1	XM_078026881.1	98235960	98382395	78.667	77.667	47.333	1.641	63.667	27.667	63.667	0.435	0.2486473409985272	8.757403005703398e-45	4.553849562965767e-43		transcript2	
11	Pde4dip	XM_078026894.1;XM_078026872.1;XM_078026861.1;XM_078026870.1;XM_078026860.1;XM_078026883.1;XM_078026873.1;XM_078026867.1	XM_078026881.1	98235975	98382395	78.667	77.667	47.333	1.641	63.667	27.667	63.667	0.435	0.2486473409985272	8.757403005703398e-45	4.553849562965767e-43		transcript2	
1	Arrdc3	XM_040272454.2	XM_005315682.5	99826753	99827756	89.0	55.667	89.0	0.625	91.0	10.0	90.667	0.11	0.18805336478379991	2.7068170924172694e-41	1.2134007655663623e-39	transcript2		
1	Arrdc3	XM_040272454.2	XR_013437182.1	99826753	99827836	89.0	55.667	89.0	0.625	91.0	10.0	90.667	0.11	0.18805336478379991	2.7068170924172694e-41	1.2134007655663623e-39	transcript2		
6	Naga	XM_013364399.4	XM_078052648.1	5955252	5962122	100.333	34.667	99.333	0.349	41.0	41.0	29.333	1.398	4.070070042718492	9.435085850192606e-40	3.716852001591027e-38		transcript1	
6	Naga	XM_013364399.4	XM_005338565.5	5955252	5962123	100.333	34.667	98.0	0.354	41.0	41.0	29.667	1.382	3.9770594991350467	1.5114726968119817e-38	5.310579745555611e-37		transcript1	
3	Bbx	XM_078044290.1	XM_078044283.1	159058778	159130554	74.0	11.0	74.0	0.149	33.667	27.333	33.667	0.812	5.368292851109756	1.2325584365907475e-37	4.108528121969158e-36	transcript2	transcript2	
3	Bbx	XM_078044290.1	XM_078044280.1	159058778	159130746	74.0	11.0	74.0	0.149	33.667	27.333	33.667	0.812	5.350122234668267	1.7837389460518318e-37	5.797151574668453e-36	transcript2	transcript2	
3	Bbx	XM_078044290.1	XM_078044297.1;XM_078044296.1;XM_078044295.1;XM_040270412.2;XM_078044294.1;XM_078044293.1;XM_078044292.1;XM_078044278.1;XM_078044279.1	159058778	159130752	74.0	11.0	73.667	0.149	33.667	27.333	33.667	0.812	5.331647711903054	2.7644133162419354e-37	8.765212953937844e-36		transcript2	
7	Ncoa2	XM_078017044.1	XM_078017043.1	59802364	59803563	48.667	8.667	48.333	0.179	18.0	18.0	11.333	1.588	8.349915219118355	1.0420835535109943e-36	3.225496713248316e-35		transcript1	
3	Bbx	XM_078044287.1;XM_078044289.1	XM_078044283.1	159058566	159130554	74.0	11.333	74.0	0.153	33.667	27.0	33.667	0.802	5.164847911471952	3.949298845264462e-36	1.1161061954008264e-34	transcript2	transcript2	
3	Bbx	XM_078044288.1	XM_078044283.1	159058780	159130554	74.0	11.333	74.0	0.153	33.667	27.0	33.667	0.802	5.164847911471952	3.949298845264462e-36	1.1161061954008264e-34	transcript2	transcript2	
3	Bbx	XM_078044287.1;XM_078044289.1	XM_078044280.1	159058566	159130746	74.0	11.333	74.0	0.153	33.667	27.0	33.667	0.802	5.147416636680189	5.622571627548271e-36	1.5227798157943234e-34	transcript2	transcript2	
3	Bbx	XM_078044288.1	XM_078044280.1	159058780	159130746	74.0	11.333	74.0	0.153	33.667	27.0	33.667	0.802	5.147416636680189	5.622571627548271e-36	1.5227798157943234e-34	transcript2	transcript2	
3	Bbx	XM_078044287.1;XM_078044289.1	XM_078044297.1;XM_078044296.1;XM_078044295.1;XM_040270412.2;XM_078044294.1;XM_078044293.1;XM_078044292.1;XM_078044278.1;XM_078044279.1	159058566	159130752	74.0	11.333	73.667	0.154	33.667	27.0	33.667	0.802	5.129151716213678	8.650179707395967e-36	2.249046723922951e-34		transcript2	
3	Bbx	XM_078044288.1	XM_078044297.1;XM_078044296.1;XM_078044295.1;XM_040270412.2;XM_078044294.1;XM_078044293.1;XM_078044292.1;XM_078044278.1;XM_078044279.1	159058780	159130752	74.0	11.333	73.667	0.154	33.667	27.0	33.667	0.802	5.129151716213678	8.650179707395967e-36	2.249046723922951e-34		transcript2	
7	Myo1b	XM_078017760.1	XM_078017763.1	156833828	156852979	87.667	86.333	69.667	1.239	71.0	31.667	71.0	0.446	0.31825282328456617	1.876540760705621e-35	4.741494315072895e-34		transcript2	
1	Marchf3	XM_078048127.1	XM_005324138.5	134025897	134069222	171.333	22.0	171.333	0.128	66.333	31.0	66.333	0.467	3.809163874656129	1.720718043657748e-34	4.067151739554677e-33	transcript2	transcript2	
6	Ppara	XM_040276694.2	XM_005335021.5	2928988	2952736	62.0	62.0	32.0	1.938	94.667	61.0	92.667	0.658	0.3287169439802478	4.218106661757873e-31	9.454377000491784e-30	transcript1		
6	Ppara	XM_040276694.2	XM_078052524.1	2928988	2952956	62.0	62.0	32.0	1.938	94.667	61.0	92.667	0.658	0.3287169439802478	4.218106661757873e-31	9.454377000491784e-30	transcript1		
3	Zbtb20	XM_078044189.1;XM_078044192.1;XM_078044194.1;XM_078044186.1	XM_078044193.1	152538719	152551009	35.667	35.667	32.0	1.115	49.0	49.0	10.333	4.742	4.759637716198054	6.0558967106019716e-30	1.3121109539637604e-28	transcript1	transcript1	
14	Irf2	XM_013360314.4	XM_078031030.1	33809440	33810529	49.333	17.333	48.667	0.356	38.0	38.0	20.667	1.839	4.358809354760326	1.5844485756750094e-29	3.322230884479858e-28		transcript1	
14	Irf2	XM_013360314.4	XM_078031033.1	33809440	33811014	49.333	17.333	48.667	0.356	38.0	38.0	20.667	1.839	4.358809354760326	1.5844485756750094e-29	3.322230884479858e-28		transcript1	
3	Zbtb20	XM_078044189.1;XM_078044192.1;XM_078044194.1;XM_078044186.1	XM_078044188.1	152538719	152551007	35.667	35.667	32.0	1.115	49.0	49.0	10.667	4.594	4.578970146518673	6.816974555540521e-29	1.3846979565941683e-27	transcript1	transcript1	
7	Hdlbp	XM_078018434.1	XM_021719661.3	198162754	198182954	90.333	57.0	89.667	0.636	92.667	18.333	91.667	0.2	0.30750770152125173	1.2277320654534693e-28	2.4438293955955033e-27			
7	Hdlbp	XM_078018434.1	XM_013364886.4	198162754	198182792	90.333	57.0	90.333	0.631	92.667	18.333	92.667	0.198	0.30814299020180114	1.277408480384612e-28	2.4438293955955033e-27	transcript2	transcript2	
3	Ap2b1	XM_021724027.3	XM_013357040.4;XM_078042432.1	37078187	37085707	51.0	46.667	21.667	2.154	37.667	21.333	37.667	0.566	0.24050528171754754	1.3159081360898866e-28	2.4438293955955033e-27		transcript2	
3	Ap2b1	XM_021724027.3	XM_013357042.4	37078187	37085805	51.0	46.667	21.667	2.154	37.667	21.333	37.667	0.566	0.24050528171754754	1.3159081360898866e-28	2.4438293955955033e-27		transcript2	
3	Ap2b1	XM_013357043.4	XM_013357040.4;XM_078042432.1	37078537	37085707	51.0	46.667	21.667	2.154	37.667	21.333	37.667	0.566	0.24050528171754754	1.3159081360898866e-28	2.4438293955955033e-27		transcript2	
3	Ap2b1	XM_013357043.4	XM_013357042.4	37078537	37085805	51.0	46.667	21.667	2.154	37.667	21.333	37.667	0.566	0.24050528171754754	1.3159081360898866e-28	2.4438293955955033e-27		transcript2	
3	Zbtb20	XM_078044189.1;XM_078044192.1;XM_078044194.1;XM_078044186.1	XM_078044190.1	152538719	152551010	35.667	35.667	31.667	1.126	49.0	49.0	10.667	4.594	4.537816751463126	1.4352827407914454e-28	2.6279824831392662e-27	transcript1	transcript1	
14	Irf2	XM_078031034.1	XM_078031030.1	33809431	33810529	49.333	17.667	48.667	0.363	38.0	38.0	20.667	1.839	4.200080993481054	1.5682280568352776e-28	2.792734895734056e-27		transcript1	
14	Irf2	XM_078031034.1	XM_078031033.1	33809431	33811014	49.333	17.667	48.667	0.363	38.0	38.0	20.667	1.839	4.200080993481054	1.5682280568352776e-28	2.792734895734056e-27		transcript1	
12	Ugp2	XM_013357188.4	XM_005322063.5	69836593	69837993	220.333	220.0	39.333	5.593	276.0	276.0	14.333	19.256	3.392679565675541	2.7981068570046818e-28	4.8500518854747814e-27		transcript1	
12	Ugp2	XM_013357188.4	XM_013357189.4	69836593	69838058	220.333	220.0	39.333	5.593	276.0	276.0	14.333	19.256	3.392679565675541	2.7981068570046818e-28	4.8500518854747814e-27		transcript1	
7	Hdlbp	XM_078018433.1	XM_021719661.3	198162753	198182954	90.333	56.667	89.667	0.632	92.667	18.333	91.667	0.2	0.3098042030488029	3.203956801869575e-28	5.480452424250589e-27			
7	Hdlbp	XM_078018433.1	XM_013364886.4	198162753	198182792	90.333	56.667	90.333	0.627	92.667	18.333	92.667	0.198	0.31044519504219814	3.3429932025586175e-28	5.644014497826237e-27	transcript2	transcript2	
12	Lpin1	XM_040271296.2;XM_021727784.3;XM_040271295.2	XM_078029648.1	112976526	112987555	143.333	31.667	143.0	0.221	98.333	45.0	77.333	0.582	2.57058063493785	3.5769259640419546e-28	5.961543273403258e-27			
3	Ap2b1	XM_013357039.4	XM_013357040.4;XM_078042432.1	37078541	37085707	51.0	46.667	21.667	2.154	37.667	21.667	37.667	0.575	0.24416801404900051	3.800197625242451e-28	6.175321141018983e-27		transcript2	
3	Ap2b1	XM_013357039.4	XM_013357042.4	37078541	37085805	51.0	46.667	21.667	2.154	37.667	21.667	37.667	0.575	0.24416801404900051	3.800197625242451e-28	6.175321141018983e-27		transcript2	
4	Rgs3	XM_078047998.1	XM_013366485.4	190506089	190533252	42.667	28.0	42.667	0.656	70.333	5.333	70.333	0.076	0.17577387558154378	3.8973982538027794e-27	6.255083617214337e-26	transcript2	transcript2	
2	Dynll1	XM_005336807.4	XM_078038999.1	80938664	80984824	292.333	292.333	27.333	10.695	85.0	85.0	24.667	3.446	0.34016348069180957	1.1915784047884524e-25	1.8890877149085224e-24	transcript1	transcript1	
1	Matr3	XM_078046036.1	XM_078046020.1;XM_078046031.1	119672846	119685139	135.333	135.333	54.0	2.506	117.0	117.0	101.0	1.158	0.46498003355207845	5.53215756004503e-25	8.561672414355403e-24	transcript1	transcript1	
1	Matr3	XM_078046036.1	XM_013359557.4;XM_078046017.1	119672846	119685439	135.333	135.333	54.0	2.506	117.0	117.0	101.0	1.158	0.46498003355207845	5.53215756004503e-25	8.561672414355403e-24	transcript1	transcript1	
12	Lpin1	XM_040271299.2	XM_078029649.1	112979353	112987189	143.333	23.333	143.333	0.163	98.333	46.333	98.333	0.471	2.5518261651830194	1.7615512563138074e-24	2.6322030266758043e-23	transcript2	transcript2	
1	Matr3	XM_078046036.1	XM_013359558.4	119672846	119685187	135.333	135.333	54.333	2.491	117.0	117.0	100.0	1.17	0.4720226470592596	4.445373853811659e-24	6.493242707814783e-23	transcript1	transcript1	
10	Traf7	XM_078024450.1	XM_078024449.1;XM_078024448.1;XM_078024451.1	137282478	137287583	43.333	26.667	43.333	0.615	22.333	22.0	5.333	4.125	5.770104191582849	7.208488827802483e-24	1.041226164015914e-22	transcript2		
15	Kifc3	XM_040279724.2;XM_021721502.3;XM_040279723.2	XM_078032397.1	36058896	36102917	44.333	31.333	21.667	1.446	46.333	46.333	4.0	11.583	6.86121123739389	2.0923124823402443e-23	2.9565285076546933e-22		transcript1	
14	Irf2	XM_013360314.4	XM_078031028.1	33809440	33810471	49.333	17.333	41.667	0.416	38.0	38.0	19.0	2.0	3.764593020630027	2.875029116263721e-23	4.018857904454664e-22		transcript1	
5	LOC101957018	XM_021720888.3	XM_078050425.1;XM_078050424.1	93342329	93349374	117.0	103.333	117.0	0.883	90.0	29.667	90.0	0.33	0.4111604631669237	3.605619455497095e-23	4.986494991644919e-22	transcript2	transcript2	
1	Matr3	XM_078046036.1	XM_013359556.4;XM_013359560.4;XM_005327264.5	119672846	119685206	135.333	135.333	54.667	2.476	117.0	117.0	98.667	1.186	0.4821519571220872	7.58499922004501e-23	1.0165462872225272e-21	transcript1	transcript1	
3	LOC101966248	XM_021731318.3;XM_040269311.2	XM_078042778.1	51471785	51495002	32.667	16.333	32.667	0.5	28.333	20.333	5.333	3.813	6.854444845107021	1.552232250412051e-22	2.028141376563442e-21	transcript2		
3	LOC101966248	XM_021731318.3;XM_040269311.2	XM_078042775.1;XM_078042774.1	51471785	51495003	32.667	16.333	32.667	0.5	28.333	20.333	5.333	3.813	6.854444845107021	1.552232250412051e-22	2.028141376563442e-21	transcript2		
3	Bbx	XM_078044290.1	XM_078044282.1	159058778	159128844	74.0	11.0	22.0	0.5	33.667	27.333	9.667	2.827	5.381251788803443	1.5601087512026478e-22	2.028141376563442e-21			
14	Irf2	XM_078031034.1	XM_078031028.1	33809431	33810471	49.333	17.667	41.667	0.424	38.0	38.0	19.0	2.0	3.6207415489723735	2.3235366833124914e-22	2.990690780501227e-21		transcript1	
5	LOC101957018	XM_040275094.2	XM_078050425.1;XM_078050424.1	93342338	93349374	117.0	103.667	117.0	0.886	90.0	30.667	90.0	0.341	0.4239587309554944	6.0521698031459e-22	7.71354974910752e-21	transcript2	transcript2	
2	Acacb	XM_078038944.1;XM_078038945.1	XM_078038942.1	76108854	76132994	69.667	64.333	69.0	0.932	82.333	27.0	82.333	0.328	0.40128572761805986	8.794500034261697e-22	1.0993125042827121e-20		transcript2	
2	Acacb	XM_078038944.1;XM_078038945.1	XR_013434659.1	76108854	76132999	69.667	64.333	69.0	0.932	82.333	27.0	82.333	0.328	0.40128572761805986	8.794500034261697e-22	1.0993125042827121e-20		transcript2	
3	LOC101966248	XM_021731318.3;XM_040269311.2	XM_078042779.1	51471785	51494980	32.667	16.333	32.667	0.5	28.333	20.333	5.667	3.588	6.511963351649821	1.0123007435158261e-21	1.2415009118590322e-20	transcript2		
3	LOC101966248	XM_021731318.3;XM_040269311.2	XM_078042776.1	51471785	51494985	32.667	16.333	32.667	0.5	28.333	20.333	5.667	3.588	6.511963351649821	1.0123007435158261e-21	1.2415009118590322e-20	transcript2		
3	Bbx	XM_078044287.1;XM_078044289.1	XM_078044282.1	159058566	159128844	74.0	11.333	22.0	0.515	33.667	27.0	9.667	2.793	5.186299791139565	1.3521727521189411e-21	1.6276153497727996e-20			
3	Bbx	XM_078044288.1	XM_078044282.1	159058780	159128844	74.0	11.333	22.0	0.515	33.667	27.0	9.667	2.793	5.186299791139565	1.3521727521189411e-21	1.6276153497727996e-20			
4	Fpgs	XM_078048300.1	XM_078048301.1	202891176	202897168	80.333	78.667	20.333	3.869	175.0	173.0	14.0	12.357	3.1703731702085673	7.964376870930983e-21	9.412445392918434e-20			
4	Fpgs	XM_078048298.1	XM_078048301.1	202891179	202897168	80.333	80.333	20.333	3.951	175.0	175.0	14.0	12.5	3.168143580442285	8.100706265366655e-21	9.48731364412311e-20	transcript1	transcript1	
x	Huwe1	XM_040281126.2	XM_021719788.3;XM_078034767.1;XM_078034766.1;XM_040281155.2;XM_078034765.1;XM_021719791.3;XM_021719790.3;XM_021719789.3;XM_021719787.3;XM_021719781.3;XM_040281137.2;XM_021719783.3	80251327	80254291	31.333	17.0	31.0	0.548	32.667	32.667	14.0	2.333	4.020026576333409	8.430830894118363e-21	9.699185984383957e-20		transcript1	
x	Huwe1	XM_040281126.2	XM_040281199.2;XM_040281188.2	80251327	80254292	31.333	17.0	31.0	0.548	32.667	32.667	14.0	2.333	4.020026576333409	8.430830894118363e-21	9.699185984383957e-20		transcript1	
2	Acacb	XM_078038944.1;XM_078038945.1	XM_078038949.1;XM_078038948.1	76108854	76133006	69.667	64.333	69.667	0.923	82.333	27.0	80.667	0.335	0.4122606340500098	1.5075950501055388e-20	1.7191873378396494e-19	transcript2		
9	C9H4orf33	XM_078020715.1	XM_013362963.4	141484110	141486441	177.333	21.0	177.333	0.118	64.0	24.0	64.0	0.375	2.779014786279089	3.9972538685783945e-20	4.403754261993147e-19	transcript2	transcript2	
9	C9H4orf33	XM_005335496.5	XM_013362963.4	141484115	141486441	177.333	21.0	177.333	0.118	64.0	24.0	64.0	0.375	2.779014786279089	3.9972538685783945e-20	4.403754261993147e-19	transcript2	transcript2	
9	C9H4orf33	XM_078020714.1	XM_013362963.4	141484320	141486441	177.333	21.0	177.333	0.118	64.0	24.0	64.0	0.375	2.779014786279089	3.9972538685783945e-20	4.403754261993147e-19	transcript2	transcript2	
11	Nfia	XM_040288754.2;XM_040288755.2	XM_078026374.1	46887951	46893190	26.333	25.667	26.0	0.987	37.333	8.667	37.333	0.232	0.23671392954521303	4.1323341022283737e-20	4.476695277414071e-19		transcript2	
11	Nfia	XM_040288756.2	XM_078026374.1	46888241	46893190	26.333	25.667	26.0	0.987	37.333	8.667	37.333	0.232	0.23671392954521303	4.1323341022283737e-20	4.476695277414071e-19		transcript2	
x	Huwe1	XM_021719784.3	XM_021719785.3	80251694	80254274	31.333	17.667	31.333	0.564	32.667	32.333	14.0	2.31	3.885865884527073	4.8396015251196144e-20	5.077500811083328e-19	transcript2		
1	Pttg1	XM_078051986.1	XM_078051974.1;XM_078051980.1	171407381	171408699	54.667	54.667	49.0	1.116	43.667	43.667	10.0	4.367	3.3796596827505416	1.2504272406164066e-19	1.269965166251038e-18	transcript1	transcript1	
x	Huwe1	XM_021719784.3	XM_021719788.3;XM_078034767.1;XM_078034766.1;XM_040281155.2;XM_078034765.1;XM_021719791.3;XM_021719790.3;XM_021719789.3;XM_021719787.3;XM_021719781.3;XM_040281137.2;XM_021719783.3	80251694	80254291	31.333	17.667	31.0	0.57	32.667	32.333	14.0	2.31	3.8341503179448395	1.292140058582091e-19	1.2807016013934405e-18			
x	Huwe1	XM_021719784.3	XM_040281199.2;XM_040281188.2	80251694	80254292	31.333	17.667	31.0	0.57	32.667	32.333	14.0	2.31	3.8341503179448395	1.292140058582091e-19	1.2807016013934405e-18			
1	Pttg1	XM_078051970.1	XM_078051974.1;XM_078051980.1	171407382	171408699	54.667	54.667	49.0	1.116	43.667	43.667	10.0	4.367	3.3757628391448886	1.2948115792989843e-19	1.2807016013934405e-18	transcript1	transcript1	
11	Nfia	XM_040288754.2;XM_040288755.2	XM_078026373.1	46887951	46893192	26.333	25.667	26.333	0.975	37.333	8.667	37.0	0.234	0.24122725196440511	1.310256253733289e-19	1.2807016013934405e-18	transcript2		
11	Nfia	XM_040288756.2	XM_078026373.1	46888241	46893192	26.333	25.667	26.333	0.975	37.333	8.667	37.0	0.234	0.24122725196440511	1.310256253733289e-19	1.2807016013934405e-18	transcript2		
2	LOC101976365	XM_013361836.4	XM_078037734.1	12752803	12766199	127.333	104.667	127.333	0.822	114.667	113.667	71.0	1.601	1.8634285918025835	1.5001743303657038e-19	1.4553930070712052e-18	transcript2		
11	Pafah2	XM_021734439.3	XM_078025639.1	17488259	17501907	71.667	33.667	71.667	0.47	37.667	37.333	32.667	1.143	2.712352359875627	2.3406671944383364e-19	2.253975816866546e-18	transcript2		
8	Rmnd1	XM_021723905.3;XM_005321372.5	XM_078018895.1	14594723	14598049	107.667	107.667	59.333	1.815	60.0	60.0	8.333	7.2	3.369330648931552	6.024224528296629e-19	5.71641743560994e-18	transcript1	transcript1	
4	Rcl1	XM_078047604.1	XM_078047606.1;XM_078047607.1	147474071	147522737	56.333	22.0	56.333	0.391	115.333	15.333	115.333	0.133	0.3402826632094192	7.005261672569098e-19	6.504885838814162e-18	transcript2	transcript2	
4	Rcl1	XM_005324060.4	XM_078047606.1;XM_078047607.1	147474077	147522737	56.333	22.0	56.333	0.391	115.333	15.333	115.333	0.133	0.3402826632094192	7.005261672569098e-19	6.504885838814162e-18	transcript2	transcript2	
10	Prox1	XM_021732998.3	XM_021732995.3	41104454	41106321	97.333	21.0	97.333	0.216	30.333	19.667	30.333	0.648	3.3924725233610156	8.935753898872371e-19	8.211142495391738e-18	transcript2	transcript2	
x	Gjb1	XM_005339958.3	XM_005339959.5	74386515	74388704	96.667	96.667	33.667	2.871	71.333	71.333	54.667	1.305	0.4432083081199455	8.969094110350975e-19	8.211142495391738e-18	transcript1	transcript1	
10	Prox1	XM_021732998.3	XM_021732996.3	41104454	41106320	97.333	21.0	97.0	0.216	30.333	19.667	30.333	0.648	3.3623144752705296	1.6258256057901783e-18	1.4677592274494666e-17		transcript2	
10	Prox1	XM_021732998.3	XM_021733002.3	41104454	41106325	97.333	21.0	97.0	0.216	30.333	19.667	30.333	0.648	3.3623144752705296	1.6258256057901783e-18	1.4677592274494666e-17		transcript2	
4	Pc	XM_021731752.3	XM_040284043.2	6059984	6142419	140.333	140.333	32.333	4.34	57.667	57.667	36.667	1.573	0.4063140959540594	1.747827073361442e-18	1.567017376117155e-17	transcript1	transcript1	
3	Cct6b	XM_021728057.3	XM_005327771.4;XM_005327773.5	37599150	37616097	80.0	12.667	80.0	0.158	51.333	25.0	51.333	0.487	3.063434887552495	2.8551027554017402e-18	2.5078605283934204e-17	transcript2	transcript2	
4	Misfa	XR_013437717.1	XR_013437722.1	44394766	44440144	72.333	22.0	72.333	0.304	71.333	5.333	71.333	0.075	0.22957776789714643	2.9429758680406815e-18	2.5676970660757622e-17	transcript2	transcript2	
4	Pc	XM_005333362.5	XM_040284043.2	6060050	6142419	140.333	139.667	32.333	4.32	57.667	57.667	36.667	1.573	0.40886905512625504	3.0776917579122456e-18	2.6673328568572795e-17		transcript1	
15	Hsd17b2	XM_078032732.1	XM_078032733.1	55694360	55730789	77.333	76.667	30.0	2.556	153.0	153.0	23.0	6.652	2.4909777410299108	3.264152946694533e-18	2.791709757041377e-17		transcript1	
15	Hsd17b2	XM_013365548.4	XM_078032733.1	55694365	55730789	77.333	76.667	30.0	2.556	153.0	153.0	23.0	6.652	2.4909777410299108	3.264152946694533e-18	2.791709757041377e-17		transcript1	
6	Ppara	XM_040276694.2	XM_013362706.4	2928988	2951964	62.0	62.0	8.333	7.44	94.667	61.0	30.333	2.011	0.2919106114344663	3.3970914164879965e-18	2.8864175434211737e-17	transcript1		
8	Ezr	XM_078018811.1	XM_078018813.1	8484384	8485591	151.667	16.667	151.667	0.11	49.333	17.333	49.333	0.351	3.014043002042197	4.071792681016219e-18	3.4372275878708337e-17	transcript2	transcript2	
4	Pc	XM_040284041.2	XM_040284043.2	6060047	6142419	140.333	139.667	32.333	4.32	57.667	57.667	36.667	1.573	0.41025956234528044	4.216703545483968e-18	3.5365900704059086e-17		transcript1	
3	Cct6b	XM_013359816.4	XM_005327771.4;XM_005327773.5	37599117	37616097	80.0	12.667	80.0	0.158	51.333	24.667	51.333	0.481	3.0254877013438697	7.698661907887631e-18	6.409946176079097e-17	transcript2	transcript2	
15	Hsd17b2	XM_078032731.1	XM_078032733.1	55694362	55730789	77.333	77.333	30.0	2.578	153.0	153.0	23.0	6.652	2.46451328985543	7.741242689572448e-18	6.409946176079097e-17	transcript1	transcript1	
4	Misfa	XR_013437717.1	XR_013437719.1	44394766	44440138	72.333	22.0	72.333	0.304	71.333	5.333	69.667	0.077	0.23425271189324773	1.0366621838100061e-17	8.4228802434563e-17	transcript2		
4	Misfa	XR_013437717.1	XR_013437721.1;XR_013437716.1	44394766	44440143	72.333	22.0	72.333	0.304	71.333	5.333	69.667	0.077	0.23425271189324773	1.0366621838100061e-17	8.4228802434563e-17	transcript2		
8	Prdm1	XM_040283158.2	XM_078019550.1;XM_021729719.3	56862580	56937459	69.333	69.0	30.333	2.275	28.0	18.667	28.0	0.667	0.32547743037730337	1.0877029140931706e-17	8.782694337398272e-17		transcript2	
4	Isca1	XM_078047385.1	XM_005337438.5	126669370	126670460	85.333	15.667	85.333	0.184	69.0	31.333	69.0	0.454	2.673507538634104	1.4679978548866584e-17	1.1780229699707752e-16	transcript2	transcript2	
9	Sh3d19	XM_078022037.1;XM_078022038.1	XM_040293198.2	123879743	123964671	33.333	21.667	33.333	0.65	18.667	18.333	5.0	3.667	4.979544638246822	1.6805381754273792e-17	1.340306520279505e-16	transcript2		
4	Misfa	XR_013437717.1	XR_013437715.1	44394766	44440136	72.333	22.0	72.0	0.306	71.333	5.333	68.333	0.078	0.23765771520542756	2.4652904761105297e-17	1.8973860894655557e-16			
4	Misfa	XR_013437717.1	XR_013437718.1	44394766	44440141	72.333	22.0	72.0	0.306	71.333	5.333	68.333	0.078	0.23765771520542756	2.4652904761105297e-17	1.8973860894655557e-16			
4	Isca1	XM_078047385.1	XM_078047386.1;XM_040285594.2	126669370	126670461	85.333	15.667	84.667	0.185	69.0	31.333	69.0	0.454	2.655477513321829	2.5223437530729772e-17	1.8973860894655557e-16		transcript2	
5	Hnrnpc	XM_078050399.1	XM_078050396.1	92954717	92961080	131.0	131.0	10.667	12.281	101.667	101.667	22.0	4.621	0.3536051539442729	2.524983026750316e-17	1.8973860894655557e-16	transcript1	transcript1	
5	Hnrnpc	XM_078050400.1;XM_078050403.1;XM_078050398.1	XM_078050396.1	92954722	92961080	131.0	131.0	10.667	12.281	101.667	101.667	22.0	4.621	0.3536051539442729	2.524983026750316e-17	1.8973860894655557e-16	transcript1	transcript1	
5	Hnrnpc	XM_078050394.1;XM_078050392.1;XM_078050402.1;XM_078050395.1	XM_078050396.1	92954723	92961080	131.0	131.0	10.667	12.281	101.667	101.667	22.0	4.621	0.3536051539442729	2.524983026750316e-17	1.8973860894655557e-16	transcript1	transcript1	
5	Hnrnpc	XM_078050393.1	XM_078050396.1	92954724	92961080	131.0	131.0	10.667	12.281	101.667	101.667	22.0	4.621	0.3536051539442729	2.524983026750316e-17	1.8973860894655557e-16	transcript1	transcript1	
9	Sh3d19	XM_078022037.1;XM_078022038.1	XM_040293199.2	123879743	123964672	33.333	21.667	33.333	0.65	18.667	18.333	5.0	3.667	4.94252040863651	2.5514143327970808e-17	1.90622909921621e-16	transcript2		
9	Sh3d19	XM_078022039.1	XM_040293198.2	123879742	123964671	33.333	22.0	33.333	0.66	18.667	18.333	5.0	3.667	4.928431045465085	2.793423530503977e-17	2.06332419866771e-16	transcript2		
9	Sh3d19	XM_078022043.1	XM_040293198.2	123879744	123964671	33.333	22.0	33.333	0.66	18.667	18.333	5.0	3.667	4.928431045465085	2.793423530503977e-17	2.06332419866771e-16	transcript2		
4	Misfa	XR_013437717.1	XR_013437723.1	44394766	44440142	72.333	22.0	72.333	0.304	71.333	5.333	68.333	0.078	0.23838885507143404	2.8764633633719784e-17	2.1126567075613402e-16	transcript2		
14	Clcn3	XM_078030982.1;XM_005325498.5	XM_005325499.5	21635656	21665633	185.0	184.333	49.667	3.711	193.333	193.0	20.667	9.339	2.348904174956154	3.5166556128859214e-17	2.5539956965093284e-16			
